FID,lon,lat,speed3,speed3_3
0,109.90933,34.53462,-7.640406891,-7.640406891
1,110.08393,34.534874,-19.47657583,-19.47657583
2,110.259445,34.534874,-52.39400954,-52.39400954
3,110.43431,34.534626,-63.88608846,-63.88608846
4,110.60813,34.53414,-53.6156491,-53.6156491
5,110.78335,34.53341,-51.78304974,-51.78304974
6,110.957565,34.532417,-55.85010558,-55.85010558
7,111.13264,34.53117,-62.02052667,-62.02052667
8,111.307465,34.529682,-68.87528203,-68.87528203
9,111.482,34.527935,-78.69006887,-78.69006887
10,111.65682,34.525944,-89.76803608,-89.76803608
11,111.83152,34.5237,-102.7020243,-102.7020243
12,112.006134,34.521194,-115.2618131,-115.2618131
13,112.180954,34.51845,-120.3183555,-120.3183555
14,112.355515,34.51545,-120.9637586,-120.9637586
15,112.530106,34.512207,-121.2488099,-121.2488099
16,112.704796,34.508713,-120.5448148,-120.5448148
17,112.879295,34.50496,-119.9031586,-119.9031586
18,113.05384,34.50097,-120.1657262,-120.1657262
19,113.22841,34.496716,-120.8316648,-120.8316648
20,113.40283,34.49222,-122.4784774,-122.4784774
21,113.57731,34.487476,-123.6900696,-123.6900696
22,113.751816,34.482483,-124.8824553,-124.8824553
23,113.926056,34.477238,-125.7287776,-125.7287776
24,114.10046,34.471752,-126.1429347,-126.1429347
25,114.27471,34.466007,-126.3886025,-126.3886025
26,114.449066,34.460014,-126.6446495,-126.6446495
27,114.62326,34.45378,-126.7653456,-126.7653456
28,114.79747,34.447296,-126.9765957,-126.9765957
29,114.97166,34.44056,-127.3698124,-127.3698124
30,109.90723,34.67885,-3.539559229,-3.539559229
31,110.08393,34.678852,-22.61986533,-22.61986533
32,110.26019,34.67862,-28.8309688,-28.8309688
33,110.43386,34.678135,-26.89623742,-26.89623742
34,110.60909,34.677387,-31.78725366,-31.78725366
35,110.78435,34.6764,-41.88656197,-41.88656197
36,110.959816,34.675148,-51.18293104,-51.18293104
37,111.134705,34.673653,-58.43818916,-58.43818916
38,111.310005,34.671894,-69.75854872,-69.75854872
39,111.4849,34.66989,-82.58135135,-82.58135135
40,111.65965,34.66764,-93.81407643,-93.81407643
41,111.83462,34.665134,-104.34574,-104.34574
42,112.00974,34.662384,-111.3757799,-111.3757799
43,112.184715,34.659367,-114.5936026,-114.5936026
44,112.359665,34.65611,-117.1686331,-117.1686331
45,112.53451,34.652603,-118.6025588,-118.6025588
46,112.70935,34.648838,-120.051275,-120.051275
47,112.88432,34.644825,-121.5774499,-121.5774499
48,113.05903,34.64057,-123.1408459,-123.1408459
49,113.233864,34.63605,-125.0722072,-125.0722072
50,113.40876,34.63129,-126.3162483,-126.3162483
51,113.583595,34.626278,-127.5685942,-127.5685942
52,113.75828,34.621017,-128.2033937,-128.2033937
53,113.93294,34.615505,-128.5139457,-128.5139457
54,114.10761,34.60974,-128.6299378,-128.6299378
55,114.28222,34.603733,-128.8279673,-128.8279673
56,114.456726,34.597477,-128.6598104,-128.6598104
57,114.631386,34.590965,-128.8200779,-128.8200779
58,114.80588,34.584206,-129.1345361,-129.1345361
59,114.98024,34.577198,-129.5062393,-129.5062393
60,115.15458,34.56995,-129.5560409,-129.5560409
61,115.328964,34.562443,-129.4068023,-129.4068023
62,115.50339,34.554688,-129.0883156,-129.0883156
63,115.67769,34.546684,-128.9694159,-128.9694159
64,115.85184,34.53844,-128.6041655,-128.6041655
65,116.02604,34.52995,-128.2852111,-128.2852111
66,116.20005,34.521206,-128.3246423,-128.3246423
67,116.37413,34.512222,-128.3096637,-128.3096637
68,116.54817,34.50298,-128.2227246,-128.2227246
69,116.72202,34.493496,-127.9760365,-127.9760365
70,116.89587,34.483772,-128.5900439,-128.5900439
71,117.069695,34.473793,-129.8055733,-129.8055733
72,117.24344,34.463573,-131.2943114,-131.2943114
73,117.4171,34.453106,-132.9003389,-132.9003389
74,117.59068,34.442394,-133.5679061,-133.5679061
75,109.90933,34.822838,1.697156219,1.697156219
76,110.08393,34.822613,-4.112228915,-4.112228915
77,110.259445,34.82212,-10.64061988,-10.64061988
78,110.43566,34.82138,-20.43895626,-20.43895626
79,110.610054,34.820377,-31.07904017,-31.07904017
80,110.78609,34.819134,-39.14398708,-39.14398708
81,110.961235,34.817627,-47.62640645,-47.62640645
82,111.136604,34.815865,-60.15954721,-60.15954721
83,111.311646,34.81385,-72.60248835,-72.60248835
84,111.48754,34.81159,-83.56308082,-83.56308082
85,111.6626,34.809074,-91.05311419,-91.05311419
86,111.837814,34.80631,-99.64339349,-99.64339349
87,112.013145,34.803288,-106.3168687,-106.3168687
88,112.18857,34.80002,-112.0069191,-112.0069191
89,112.363556,34.796494,-116.6541601,-116.6541601
90,112.53891,34.792717,-119.7562245,-119.7562245
91,112.71419,34.788692,-122.4447053,-122.4447053
92,112.889206,34.784416,-125.1215889,-125.1215889
93,113.06446,34.77989,-128.0166315,-128.0166315
94,113.23961,34.77511,-129.3517548,-129.3517548
95,113.41473,34.770073,-130.7065715,-130.7065715
96,113.58976,34.764793,-131.3329584,-131.3329584
97,113.76473,34.759262,-131.647595,-131.647595
98,113.93985,34.75348,-131.669736,-131.669736
99,114.11481,34.747448,-132.0270912,-132.0270912
100,114.28971,34.74117,-131.7182872,-131.7182872
101,114.46463,34.73464,-131.8164168,-131.8164168
102,114.63942,34.727848,-131.0740945,-131.0740945
103,114.81426,34.72082,-131.2994592,-131.2994592
104,114.98893,34.71354,-131.1276507,-131.1276507
105,115.16369,34.70601,-130.4622297,-130.4622297
106,115.33836,34.69823,-130.0302615,-130.0302615
107,115.51296,34.690205,-129.5897981,-129.5897981
108,115.687515,34.681923,-129.0716168,-129.0716168
109,115.86201,34.673405,-128.6416098,-128.6416098
110,116.036446,34.66463,-128.8961928,-128.8961928
111,116.21092,34.655605,-130.2563684,-130.2563684
112,116.385284,34.646336,-130.4197903,-130.4197903
113,116.559456,34.636826,-129.2971696,-129.2971696
114,116.73374,34.62706,-129.3269801,-129.3269801
115,116.90788,34.61705,-130.7234862,-130.7234862
116,117.08198,34.6068,-132.112993,-132.112993
117,117.25597,34.596287,-133.5524026,-133.5524026
118,117.42999,34.585545,-133.8419813,-133.8419813
119,117.60391,34.574554,-133.3750259,-133.3750259
120,117.77774,34.56331,-133.6060579,-133.6060579
121,117.951454,34.551826,-134.80752,-134.80752
122,118.12512,34.540096,-136.0574591,-136.0574591
123,118.2988,34.528122,-136.953898,-136.953898
124,118.4723,34.515907,-137.6742946,-137.6742946
125,118.6458,34.503445,-138.366463,-138.366463
126,118.81914,34.490738,-138.9387415,-138.9387415
127,118.99246,34.477795,-139.3489718,-139.3489718
128,119.16571,34.4646,-139.7749606,-139.7749606
129,119.338844,34.451168,-140.2860835,-140.2860835
130,119.51193,34.437492,-141.1513831,-141.1513831
131,109.90933,34.96685,7.678963938,7.678963938
132,110.08393,34.966625,-2.277608997,-2.277608997
133,110.25869,34.96613,-11.76828913,-11.76828913
134,110.43566,34.965374,-14.53445533,-14.53445533
135,110.61166,34.96437,-24.17910756,-24.17910756
136,110.78709,34.963108,-46.49433438,-46.49433438
137,110.96287,34.961594,-59.15763366,-59.15763366
138,111.13884,34.959827,-64.6871173,-64.6871173
139,111.31433,34.957817,-74.34607848,-74.34607848
140,111.48991,34.955536,-82.52844223,-82.52844223
141,111.66566,34.95301,-91.75162017,-91.75162017
142,111.84122,34.950233,-100.9368507,-100.9368507
143,112.01684,34.9472,-108.8888383,-108.8888383
144,112.192406,34.943924,-116.2245176,-116.2245176
145,112.367775,34.940384,-119.7448833,-119.7448833
146,112.54337,34.936596,-122.9897223,-122.9897223
147,112.71902,34.932556,-126.13135,-126.13135
148,112.894485,34.92826,-129.252055,-129.252055
149,113.069824,34.923717,-130.8202296,-130.8202296
150,113.245285,34.918922,-132.3088174,-132.3088174
151,113.4208,34.91387,-133.3512754,-133.3512754
152,113.59619,34.908577,-133.6780266,-133.6780266
153,113.77133,34.903023,-133.5607127,-133.5607127
154,113.9467,34.897224,-133.506707,-133.506707
155,114.12194,34.891167,-133.4020366,-133.4020366
156,114.29729,34.88486,-133.086601,-133.086601
157,114.47243,34.878304,-132.7773091,-132.7773091
158,114.6476,34.871494,-132.7093922,-132.7093922
159,114.82268,34.86444,-132.2140841,-132.2140841
160,114.99768,34.85714,-131.3202216,-131.3202216
161,115.17275,34.84958,-130.4978127,-130.4978127
162,115.34768,34.84177,-129.4674659,-129.4674659
163,115.52258,34.83371,-129.5484511,-129.5484511
164,115.697395,34.825405,-129.4878283,-129.4878283
165,115.87227,34.816853,-129.8199837,-129.8199837
166,116.04705,34.80805,-131.1240974,-131.1240974
167,116.22174,34.798996,-131.7038863,-131.7038863
168,116.39633,34.789696,-131.1472728,-131.1472728
169,116.57089,34.780144,-131.4367342,-131.4367342
170,116.745445,34.770348,-132.1443848,-132.1443848
171,116.91988,34.7603,-132.8640867,-132.8640867
172,117.094376,34.750008,-133.9536204,-133.9536204
173,117.268715,34.73947,-134.423863,-134.423863
174,117.442924,34.728683,-133.8618253,-133.8618253
175,117.617165,34.717655,-134.0749624,-134.0749624
176,117.79123,34.706367,-135.0596233,-135.0596233
177,117.96536,34.694847,-136.0374383,-136.0374383
178,118.13927,34.68308,-136.7493789,-136.7493789
179,118.313194,34.67106,-137.3579083,-137.3579083
180,118.48705,34.6588,-137.7747778,-137.7747778
181,118.660805,34.646294,-137.7870489,-137.7870489
182,118.834496,34.633545,-137.7721591,-137.7721591
183,119.008095,34.620556,-137.7927047,-137.7927047
184,119.1816,34.60732,-138.1686193,-138.1686193
185,119.355034,34.593834,-139.090728,-139.090728
186,119.52839,34.58012,-140.1944313,-140.1944313
187,119.701546,34.566147,-140.882448,-140.882448
188,119.87481,34.55194,-141.274337,-141.274337
189,120.04787,34.537495,-141.7582134,-141.7582134
190,120.22082,34.522804,-142.9637895,-142.9637895
191,120.393745,34.507877,-145.4774261,-145.4774261
192,120.56655,34.492706,-151.5141665,-151.5141665
193,120.73928,34.477287,-167.5417564,-167.5417564
194,120.911896,34.461636,140.856016,140.856016
195,121.08444,34.445747,89.37724584,89.37724584
196,109.90723,35.110924,12.43544171,12.43544171
197,110.09065,35.110645,2.098905969,2.098905969
198,110.261696,35.110134,-5.223947685,-5.223947685
199,110.43656,35.10937,-9.462322369,-9.462322369
200,110.6123,35.108356,-29.40718956,-29.40718956
201,110.788826,35.10709,-52.97504063,-52.97504063
202,110.9649,35.105568,-64.42555633,-64.42555633
203,111.14038,35.103794,-69.16332581,-69.16332581
204,111.31671,35.10177,-86.2759435,-86.2759435
205,111.49253,35.099487,-102.9575819,-102.9575819
206,111.66824,35.096954,-110.4722814,-110.4722814
207,111.8443,35.094166,-115.4920007,-115.4920007
208,112.02023,35.09112,-119.2378543,-119.2378543
209,112.19598,35.08783,-121.949167,-121.949167
210,112.371994,35.08428,-123.2875298,-123.2875298
211,112.54776,35.080475,-125.2030327,-125.2030327
212,112.72362,35.07642,-127.7915859,-127.7915859
213,112.89935,35.072113,-130.51638,-130.51638
214,113.07511,35.067554,-131.8201721,-131.8201721
215,113.250885,35.062737,-132.9047497,-132.9047497
216,113.42669,35.057674,-134.0985697,-134.0985697
217,113.60245,35.052353,-134.948982,-134.948982
218,113.77798,35.04678,-134.8938991,-134.8938991
219,113.95359,35.040955,-135.2191056,-135.2191056
220,114.12925,35.034885,-135.170356,-135.170356
221,114.30471,35.028553,-134.8229819,-134.8229819
222,114.48026,35.021976,-134.2623292,-134.2623292
223,114.655685,35.01514,-133.7184313,-133.7184313
224,114.83112,35.00806,-132.8690494,-132.8690494
225,115.006454,35.00073,-131.9581601,-131.9581601
226,115.18176,34.99315,-131.1954703,-131.1954703
227,115.357086,34.985313,-130.9196667,-130.9196667
228,115.532265,34.977226,-130.7070302,-130.7070302
229,115.707466,34.968887,-130.5655317,-130.5655317
230,115.88261,34.960304,-130.8263567,-130.8263567
231,116.05765,34.95147,-132.8514916,-132.8514916
232,116.2326,34.94238,-133.7238222,-133.7238222
233,116.40751,34.93305,-133.2271275,-133.2271275
234,116.582466,34.923466,-132.9569455,-132.9569455
235,116.75726,34.91363,-133.1980328,-133.1980328
236,116.93204,34.903553,-133.7381847,-133.7381847
237,117.10675,34.893223,-134.8157721,-134.8157721
238,117.28134,34.88265,-135.300607,-135.300607
239,117.45591,34.871822,-135.1181378,-135.1181378
240,117.63042,34.86075,-135.1717174,-135.1717174
241,117.8049,34.849426,-136.0953904,-136.0953904
242,117.979225,34.837864,-136.7453171,-136.7453171
243,118.153465,34.826057,-137.1747465,-137.1747465
244,118.32766,34.814,-137.2284874,-137.2284874
245,118.50185,34.801693,-136.9966612,-136.9966612
246,118.67592,34.78914,-136.7814834,-136.7814834
247,118.84987,34.776352,-136.5693571,-136.5693571
248,119.02374,34.76331,-136.2338745,-136.2338745
249,119.19758,34.750027,-136.242666,-136.242666
250,119.37124,34.736504,-136.7196824,-136.7196824
251,119.54492,34.722725,-137.9682364,-137.9682364
252,119.71851,34.708714,-139.0195849,-139.0195849
253,119.89196,34.694466,-139.3044713,-139.3044713
254,120.06528,34.67996,-139.3198965,-139.3198965
255,120.23865,34.66522,-139.6086514,-139.6086514
256,120.411766,34.65023,-140.395267,-140.395267
257,120.5849,34.635006,-143.0686287,-143.0686287
258,120.75787,34.619545,-149.7083065,-149.7083065
259,120.930786,34.603836,-176.7603027,-176.7603027
260,121.10359,34.58789,94.08561838,94.08561838
261,121.276276,34.571712,68.70264712,68.70264712
262,121.448875,34.55528,61.95984808,61.95984808
263,121.62138,34.538616,58.77160072,58.77160072
264,121.79381,34.521717,56.83556805,56.83556805
265,121.966064,34.504578,55.60459292,55.60459292
266,122.13826,34.4872,54.20924183,54.20924183
267,122.31034,34.469593,54.37209364,54.37209364
268,122.48229,34.45174,49.98563374,49.98563374
269,122.654144,34.43366,31.16395115,31.16395115
270,109.91376,35.25491,17.9494033,17.9494033
271,110.07913,35.254917,9.642638943,9.642638943
272,110.261696,35.254646,2.78516647,2.78516647
273,110.437454,35.25413,-14.81346437,-14.81346437
274,110.61389,35.253365,-54.09027784,-54.09027784
275,110.79031,35.252346,-70.53743559,-70.53743559
276,110.966515,35.251072,-73.05739048,-73.05739048
277,111.14295,35.24954,-77.85572328,-77.85572328
278,111.31864,35.247765,-93.88791116,-93.88791116
279,111.49541,35.245724,-106.11342,-106.11342
280,111.6714,35.243435,-115.080689,-115.080689
281,111.847694,35.240894,-120.6432261,-120.6432261
282,112.02391,35.23809,-124.30779,-124.30779
283,112.20016,35.23504,-125.156024,-125.156024
284,112.3762,35.23173,-125.0043453,-125.0043453
285,112.55237,35.22817,-126.6719389,-126.6719389
286,112.728645,35.224358,-129.0340777,-129.0340777
287,112.90455,35.220287,-131.2748171,-131.2748171
288,113.0807,35.215958,-132.1470909,-132.1470909
289,113.25672,35.211388,-133.0415269,-133.0415269
290,113.43279,35.20655,-134.2759998,-134.2759998
291,113.60864,35.201466,-135.2948322,-135.2948322
292,113.78465,35.19613,-135.6539205,-135.6539205
293,113.96057,35.190536,-136.3946646,-136.3946646
294,114.13654,35.184692,-136.3322222,-136.3322222
295,114.3123,35.178596,-135.9953887,-135.9953887
296,114.48817,35.172245,-135.462055,-135.462055
297,114.66389,35.165646,-134.6962099,-134.6962099
298,114.83959,35.158787,-133.8618253,-133.8618253
299,115.01529,35.15168,-132.8838,-132.8838
300,115.1909,35.14432,-132.1754251,-132.1754251
301,115.36641,35.13671,-132.0843515,-132.0843515
302,115.542,35.12885,-131.7630721,-131.7630721
303,115.71752,35.120735,-131.721016,-131.721016
304,115.89289,35.112366,-132.2736913,-132.2736913
305,116.06825,35.103752,-134.509108,-134.509108
306,116.2436,35.094883,-135.4679854,-135.4679854
307,116.41885,35.085766,-135.1933507,-135.1933507
308,116.59399,35.0764,-134.7508918,-134.7508918
309,116.76916,35.06678,-134.3316831,-134.3316831
310,116.94422,35.056915,-134.9408736,-134.9408736
311,117.11925,35.046795,-136.0353555,-136.0353555
312,117.29418,35.036434,-136.7934134,-136.7934134
313,117.46903,35.02582,-137.0200837,-137.0200837
314,117.64378,35.014957,-137.1093906,-137.1093906
315,117.81852,35.003845,-137.1323708,-137.1323708
316,117.99324,34.992485,-137.3961222,-137.3961222
317,118.167755,34.98088,-137.6220404,-137.6220404
318,118.34227,34.96903,-137.2906124,-137.2906124
319,118.516716,34.95693,-136.4638008,-136.4638008
320,118.69112,34.944584,-135.7035993,-135.7035993
321,118.86531,34.931988,-135.4136831,-135.4136831
322,119.03951,34.919147,-135.428374,-135.428374
323,119.21359,34.906063,-135.4502546,-135.4502546
324,119.38765,34.89273,-135.3588438,-135.3588438
325,119.56155,34.879154,-135.8303178,-135.8303178
326,119.73541,34.865334,-136.5219959,-136.5219959
327,119.90916,34.851273,-137.0014597,-137.0014597
328,120.08285,34.836967,-137.1145782,-137.1145782
329,120.256424,34.82242,-136.9749363,-136.9749363
330,120.42992,34.80762,-137.0454108,-137.0454108
331,120.60329,34.792587,-137.8374131,-137.8374131
332,120.77657,34.77731,-140.0636192,-140.0636192
333,120.94978,34.761787,-147.1886357,-147.1886357
334,121.12289,34.746025,148.2405224,148.2405224
335,121.29586,34.73003,66.71393622,66.71393622
336,121.46871,34.713783,58.30675878,58.30675878
337,121.64154,34.697308,55.3717036,55.3717036
338,121.81421,34.68058,53.83704322,53.83704322
339,121.98677,34.663624,53.01123252,53.01123252
340,122.159256,34.64642,51.79383144,51.79383144
341,122.33161,34.62899,52.45991659,52.45991659
342,122.50383,34.611317,49.09698057,49.09698057
343,109.90512,35.398888,23.70774022,23.70774022
344,110.08393,35.398895,16.33181189,16.33181189
345,110.26244,35.398636,6.407440392,6.407440392
346,110.43835,35.398125,-16.05421994,-16.05421994
347,110.61453,35.397354,-41.85504325,-41.85504325
348,110.792046,35.396328,-55.40771226,-55.40771226
349,110.96793,35.395042,-62.29245046,-62.29245046
350,111.14449,35.393513,-72.89727227,-72.89727227
351,111.321014,35.391724,-89.25270765,-89.25270765
352,111.497894,35.389683,-106.1573417,-106.1573417
353,111.67433,35.38738,-116.624243,-116.624243
354,111.85076,35.384834,-122.8171695,-122.8171695
355,112.02739,35.382015,-126.1451022,-126.1451022
356,112.20407,35.378956,-127.1325888,-127.1325888
357,112.380554,35.375633,-126.3335174,-126.3335174
358,112.55704,35.37206,-127.82829,-127.82829
359,112.73331,35.368233,-129.9294827,-129.9294827
360,112.9098,35.364143,-131.8827904,-131.8827904
361,113.08617,35.359806,-132.0985155,-132.0985155
362,113.26249,35.355213,-132.4738853,-132.4738853
363,113.43889,35.350365,-133.6259253,-133.6259253
364,113.6152,35.345257,-135.0958146,-135.0958146
365,113.791275,35.339905,-135.7351516,-135.7351516
366,113.96768,35.334293,-136.1193156,-136.1193156
367,114.14369,35.32843,-136.0473405,-136.0473405
368,114.320015,35.322308,-135.9179523,-135.9179523
369,114.49615,35.315937,-135.5040577,-135.5040577
370,114.67215,35.309307,-134.9417157,-134.9417157
371,114.84812,35.302433,-134.2701592,-134.2701592
372,115.024185,35.295296,-133.4035432,-133.4035432
373,115.2001,35.28791,-132.5917858,-132.5917858
374,115.37593,35.280273,-132.7974041,-132.7974041
375,115.55175,35.272385,-132.9621165,-132.9621165
376,115.727554,35.26424,-133.2299914,-133.2299914
377,115.90326,35.255844,-134.0218767,-134.0218767
378,116.078995,35.247196,-135.4712848,-135.4712848
379,116.25458,35.238297,-136.6144503,-136.6144503
380,116.430176,35.229145,-136.5582627,-136.5582627
381,116.60566,35.219753,-136.3128008,-136.3128008
382,116.78111,35.210094,-135.86196,-135.86196
383,116.95647,35.200195,-136.3322222,-136.3322222
384,117.131744,35.190044,-137.3680274,-137.3680274
385,117.306946,35.17964,-138.0954756,-138.0954756
386,117.482185,35.16899,-138.7192504,-138.7192504
387,117.65727,35.15809,-138.4188039,-138.4188039
388,117.83231,35.14694,-137.5020917,-137.5020917
389,118.007324,35.135532,-137.4494181,-137.4494181
390,118.18219,35.12389,-137.6879713,-137.6879713
391,118.35692,35.111996,-137.315522,-137.315522
392,118.53165,35.099854,-136.3574682,-136.3574682
393,118.70634,35.08746,-135.0466221,-135.0466221
394,118.88089,35.074825,-134.8568824,-134.8568824
395,119.05537,35.061935,-134.9509897,-134.9509897
396,119.22983,35.048805,-135.0510226,-135.0510226
397,119.40407,35.03543,-134.7846056,-134.7846056
398,119.57831,35.02181,-134.5407273,-134.5407273
399,119.75249,35.007942,-134.6916319,-134.6916319
400,119.92649,34.993828,-134.5936561,-134.5936561
401,120.1005,34.979465,-134.7729396,-134.7729396
402,120.27432,34.964867,-134.6527594,-134.6527594
403,120.44814,34.950024,-134.5878096,-134.5878096
404,120.62181,34.934933,-134.6154726,-134.6154726
405,120.79539,34.919605,-135.0000023,-135.0000023
406,120.96888,34.904026,-136.6211482,-136.6211482
407,121.142235,34.888214,-143.4985613,-143.4985613
408,121.315544,34.872154,71.5650524,71.5650524
409,121.488655,34.85586,54.97205863,54.97205863
410,121.66174,34.839317,52.44629862,52.44629862
411,121.834755,34.822536,51.13222337,51.13222337
412,122.00761,34.805523,50.71933478,50.71933478
413,122.180405,34.788258,49.55995093,49.55995093
414,122.35299,34.77076,50.57760597,50.57760597
415,122.52554,34.75303,47.78630213,47.78630213
416,109.91153,35.542862,28.08498104,28.08498104
417,110.08393,35.542873,23.98590409,23.98590409
418,110.26318,35.542618,15.28010622,15.28010622
419,110.44013,35.5421,-6.379248276,-6.379248276
420,110.61612,35.541325,-16.63095399,-16.63095399
421,110.793274,35.540302,-21.73463159,-21.73463159
422,110.96975,35.539017,-38.11357332,-38.11357332
423,111.14671,35.53748,-68.32955323,-68.32955323
424,111.32382,35.535683,-97.82907818,-97.82907818
425,111.50076,35.53363,-115.5845365,-115.5845365
426,111.67772,35.531322,-126.9633295,-126.9633295
427,111.85414,35.528763,-133.7728846,-133.7728846
428,112.03115,35.525944,-130.4874051,-130.4874051
429,112.207886,35.52287,-128.8796781,-128.8796781
430,112.38483,35.51954,-130.0189203,-130.0189203
431,112.56148,35.51595,-130.3253014,-130.3253014
432,112.73831,35.512108,-130.7731573,-130.7731573
433,112.91477,35.508007,-132.0011159,-132.0011159
434,113.09155,35.50365,-131.2041667,-131.2041667
435,113.26825,35.49904,-131.1797339,-131.1797339
436,113.44492,35.49417,-132.3589061,-132.3589061
437,113.62169,35.489056,-134.3818975,-134.3818975
438,113.798134,35.48368,-135.1455459,-135.1455459
439,113.974686,35.478043,-135.5968118,-135.5968118
440,114.1512,35.472157,-135.7148858,-135.7148858
441,114.327576,35.466022,-135.6839415,-135.6839415
442,114.50407,35.45962,-135.3816051,-135.3816051
443,114.68044,35.452972,-134.9433299,-134.9433299
444,114.856804,35.44607,-134.5284427,-134.5284427
445,115.033066,35.43891,-133.9539013,-133.9539013
446,115.20929,35.4315,-133.7184313,-133.7184313
447,115.38551,35.423832,-133.5312016,-133.5312016
448,115.56169,35.415913,-133.9165233,-133.9165233
449,115.73778,35.40774,-135.0000023,-135.0000023
450,115.91371,35.39932,-135.6708824,-135.6708824
451,116.08976,35.390644,-135.6631183,-135.6631183
452,116.2657,35.38171,-136.4224043,-136.4224043
453,116.441505,35.372528,-137.5216029,-137.5216029
454,116.61732,35.36309,-137.7208084,-137.7208084
455,116.793076,35.353405,-137.2641336,-137.2641336
456,116.96875,35.34347,-137.4987898,-137.4987898
457,117.14433,35.333282,-137.6870024,-137.6870024
458,117.3199,35.32284,-137.8371181,-137.8371181
459,117.49536,35.312153,-138.6834888,-138.6834888
460,117.67077,35.301212,-138.1691837,-138.1691837
461,117.84614,35.290028,-136.7840482,-136.7840482
462,118.02141,35.278584,-137.0182041,-137.0182041
463,118.19655,35.266895,-137.4110321,-137.4110321
464,118.37166,35.254955,-137.2432577,-137.2432577
465,118.54666,35.24277,-136.5734328,-136.5734328
466,118.72164,35.23034,-135.0870779,-135.0870779
467,118.896545,35.21766,-134.4670337,-134.4670337
468,119.07128,35.204727,-134.5474384,-134.5474384
469,119.24597,35.19155,-134.8601431,-134.8601431
470,119.42065,35.178123,-134.5611496,-134.5611496
471,119.59514,35.16445,-133.8075926,-133.8075926
472,119.76961,35.150536,-133.5085494,-133.5085494
473,119.94395,35.136375,-133.0209356,-133.0209356
474,120.11815,35.121967,-132.6882791,-132.6882791
475,120.29236,35.107315,-132.7860618,-132.7860618
476,120.46643,35.09242,-132.62113,-132.62113
477,120.64042,35.077274,-132.457455,-132.457455
478,120.81428,35.06189,-132.4324049,-132.4324049
479,120.98808,35.046265,-132.4791744,-132.4791744
480,121.1617,35.030388,-133.4349332,-133.4349332
481,121.3353,35.01428,-140.7105955,-140.7105955
482,121.50878,34.99792,51.80131571,51.80131571
483,121.682106,34.981323,49.92343823,49.92343823
484,121.855385,34.96448,49.07625709,49.07625709
485,122.028534,34.9474,48.7273578,48.7273578
486,122.20157,34.930088,47.60256301,47.60256301
487,122.374535,34.91253,48.79899981,48.79899981
488,122.54733,34.894733,46.16914012,46.16914012
489,109.90512,35.686844,31.2078642,31.2078642
490,110.08847,35.686855,24.8094088,24.8094088
491,110.26467,35.686596,7.594643498,7.594643498
492,110.440575,35.686077,-0.609506587,-0.609506587
493,110.61675,35.685307,-7.460566253,-7.460566253
494,110.79451,35.684277,-31.3135438,-31.3135438
495,110.97137,35.68299,-78.62078743,-78.62078743
496,111.14876,35.68145,-107.3411307,-107.3411307
497,111.32619,35.679646,-122.0821892,-122.0821892
498,111.50324,35.67759,-136.6911708,-136.6911708
499,111.68016,35.67527,-146.3760963,-146.3760963
500,111.857414,35.6727,-138.597843,-138.597843
501,112.03471,35.669865,-129.9184236,-129.9184236
502,112.211784,35.66678,-131.314006,-131.314006
503,112.38893,35.663437,-131.2414466,-131.2414466
504,112.5659,35.659836,-130.410706,-130.410706
505,112.743095,35.65598,-130.8172262,-130.8172262
506,112.92014,35.65186,-130.1529165,-130.1529165
507,113.09712,35.64749,-130.3520315,-130.3520315
508,113.27411,35.642864,-131.5785288,-131.5785288
509,113.451225,35.63798,-133.6830899,-133.6830899
510,113.62801,35.632843,-134.5209518,-134.5209518
511,113.804985,35.62745,-134.9510734,-134.9510734
512,113.98183,35.621796,-135.2506384,-135.2506384
513,114.1586,35.615887,-135.3616481,-135.3616481
514,114.33536,35.609722,-135.2674877,-135.2674877
515,114.51211,35.60331,-135.0000023,-135.0000023
516,114.68881,35.596634,-134.6520565,-134.6520565
517,114.86539,35.58971,-134.2732449,-134.2732449
518,115.0419,35.582527,-134.1806466,-134.1806466
519,115.21869,35.575085,-134.1526862,-134.1526862
520,115.39514,35.56739,-135.0000023,-135.0000023
521,115.57159,35.55944,-136.5729465,-136.5729465
522,115.74795,35.551243,-136.9113501,-136.9113501
523,115.92434,35.54279,-136.4619902,-136.4619902
524,116.1006,35.53408,-136.8982533,-136.8982533
525,116.27673,35.52512,-138.3374452,-138.3374452
526,116.453,35.515907,-138.7602423,-138.7602423
527,116.62904,35.50644,-138.7054117,-138.7054117
528,116.8051,35.49672,-138.8209414,-138.8209414
529,116.981094,35.486748,-138.5482979,-138.5482979
530,117.15706,35.476517,-138.4238736,-138.4238736
531,117.33289,35.466045,-139.2032833,-139.2032833
532,117.508705,35.455315,-138.1153828,-138.1153828
533,117.68432,35.444336,-136.2935582,-136.2935582
534,117.86003,35.43311,-135.9377295,-135.9377295
535,118.035614,35.421627,-136.8257137,-136.8257137
536,118.21103,35.4099,-137.0601134,-137.0601134
537,118.386475,35.397923,-137.1480939,-137.1480939
538,118.56186,35.385685,-136.1474039,-136.1474039
539,118.737015,35.373215,-134.9583327,-134.9583327
540,118.91221,35.36049,-134.3648201,-134.3648201
541,119.08736,35.347504,-134.3932618,-134.3932618
542,119.26231,35.334282,-134.3723741,-134.3723741
543,119.437225,35.320812,-133.5844144,-133.5844144
544,119.61203,35.3071,-132.8492937,-132.8492937
