lon,lat,uu01,vv01,vv02
115.44382,36.268677,0,0,0
115.62187,36.260067,0,0,0
115.79972,36.251205,0.01,0,0
115.97777,36.242085,0.03,0,0
116.155556,36.232704,0.19,0,0
116.33336,36.223072,0.84,0,0
116.511116,36.213173,1.89,0,0
116.6888,36.203026,2.86,0,0
116.86648,36.19261,2.1,0,0
117.04395,36.181957,1.06,0,0
117.22149,36.17104,0.53,0,0
117.398766,36.159863,0.34,0,0
117.57611,36.14843,0.21,0.02,0.02
117.753426,36.136753,0.08,0.04,0.04
117.93069,36.124805,0.03,0.03,0.03
118.10775,36.112617,0.02,0.02,0.02
118.284775,36.10017,0.02,0.01,0.01
118.46175,36.087467,0.01,0.01,0.01
118.638596,36.07452,0.01,0,0
118.81538,36.06131,0.01,0,0
118.99211,36.04785,0.01,0,0
119.16867,36.03414,0.01,0,0
119.345215,36.020184,0.01,0,0
119.52168,36.005966,0.01,0,0
119.69798,35.991505,0.02,0,0
119.87425,35.976788,0.02,0,0
120.05039,35.961826,0.01,0,0
120.22652,35.94661,0,0,0
120.40245,35.931145,0,0,0
120.578316,35.91544,0,0,0
120.7541,35.89948,0,0.03,0.03
120.929756,35.883266,0,0,0
121.10529,35.866814,0,0,0
121.28075,35.850105,0,0,0
121.45615,35.83316,0,0,0
121.63138,35.81596,0,0,0
121.80655,35.798523,0,0,0
121.98152,35.780838,0.53,0.68,0.68
122.156456,35.762913,0.8,0.44,0.44
122.331276,35.744736,1.13,0.34,0.34
122.50594,35.72632,1.31,0.32,0.32
122.680466,35.707653,1.57,0.33,0.33
122.8549,35.688755,3.16,0.41,0.41
123.029236,35.66961,5.02,0.44,0.44
123.203415,35.650223,4.54,0.46,0.46
123.37752,35.63059,3.87,0.44,0.44
123.55148,35.61072,3.82,0.43,0.43
123.89902,36.522915,4.32,0.83,0.83
107.3988,36.530033,3.57,0.56,0.56
107.5777,36.533195,3.21,0.6,0.6
107.756836,36.536102,2.96,0.44,0.44
107.936066,36.53874,2.35,0.33,0.33
108.11487,36.541115,2.22,0.07,0.07
108.293945,36.543232,1.95,0.03,0.03
108.47299,36.545082,1.67,0.02,0.02
108.65259,36.54667,0.92,0.01,0.01
108.831635,36.547993,1.03,0.01,0.01
109.01047,36.549053,2.07,0.03,0.03
109.18964,36.54985,3.06,0.03,0.03
109.369446,36.550377,2.19,0.02,0.02
109.54846,36.55065,1.47,0.01,0.01
109.72589,36.550655,1.4,0.01,0.01
109.91153,36.5504,1.31,0.01,0.01
110.09279,36.549873,1.45,0.02,0.02
110.26541,36.54909,1.72,0.03,0.03
110.445435,36.54804,2.04,0.03,0.03
110.62401,36.546722,2.43,0.04,0.04
110.80284,36.54515,2.28,0.05,0.05
110.98258,36.54331,1.8,0.04,0.04
111.16147,36.54121,1.75,0.04,0.04
111.34057,36.53884,1.89,0.09,0.09
111.519424,36.536213,2.03,0.1,0.1
111.698814,36.53333,2.86,0.1,0.1
111.87753,36.53017,6.76,0.14,0.14
112.05672,36.52676,6.61,0.07,0.07
112.235985,36.52308,2.94,0,0
112.415085,36.51914,0.63,0,0
112.5939,36.514935,0.27,0,0
112.77298,36.510468,0.25,0,0
112.95194,36.50574,0.14,0,0
113.131004,36.50075,0.12,0,0
113.309616,36.495502,0.1,0,0
113.48886,36.48999,0.02,0,0
113.66752,36.484215,0,0,0
113.84644,36.47818,0,0,0
114.025116,36.471886,0,0,0
114.20384,36.465336,0,0,0
114.38263,36.45851,0,0,0
114.561066,36.451435,0,0,0
114.73971,36.44409,0,0,0
114.91833,36.436497,0,0,0
115.09689,36.42864,0,0,0
115.2753,36.42052,0,0,0
115.453705,36.41214,0,0,0
115.632,36.40351,0.02,0,0
115.810356,36.394615,0.43,0,0
115.98858,36.385456,1.43,0,0
116.166824,36.37605,2.94,0,0
116.34493,36.366375,3.85,0,0
116.52291,36.35645,3.47,0,0
116.70093,36.346264,1.69,0,0
116.87883,36.33582,0.87,0,0
117.05678,36.325123,0.41,0.01,0.01
117.23452,36.314156,0.25,0.03,0.03
117.4122,36.302948,0.13,0.03,0.03
117.589935,36.291477,0.04,0.02,0.02
117.76742,36.27975,0.02,0.02,0.02
117.944984,36.267773,0.01,0.01,0.01
118.12239,36.255535,0.01,0.01,0.01
118.29977,36.243046,0.01,0,0
118.477005,36.230297,0.01,0,0
118.65413,36.2173,0.01,0,0
118.83127,36.20405,0.01,0,0
119.00827,36.19054,0.01,0,0
119.185196,36.17679,0.01,0,0
119.36207,36.16277,0.01,0,0
119.5388,36.148506,0.02,0,0
119.7155,36.133987,0.02,0,0
119.89204,36.11923,0.01,0,0
120.06852,36.10421,0,0,0
120.24485,36.08894,0,0,0
120.421135,36.07342,0.01,0,0
120.59733,36.057663,0,0.03,0.03
120.77341,36.041637,0,0,0
120.94939,36.025383,0,0,0
121.12526,36.008865,0,0,0
121.300964,35.9921,0,0,0
121.47661,35.975094,0,0,0
121.65223,35.95784,0,0,0
121.82761,35.94034,0.47,0.59,0.59
122.002945,35.92259,0.76,0.42,0.42
122.17813,35.904594,0.93,0.34,0.34
122.35324,35.886356,1.24,0.31,0.31
122.52819,35.86788,1.56,0.31,0.31
122.70308,35.849148,3.09,0.35,0.35
122.87781,35.830185,5.58,0.42,0.42
123.05245,35.810974,5.94,0.45,0.45
123.226944,35.791515,4.64,0.38,0.38
123.401306,35.771816,3.91,0.26,0.26
123.575516,35.75189,4.08,0.24,0.24
123.92366,36.66678,3.82,0.32,0.32
107.39389,36.673916,2.8,0.36,0.36
107.573364,36.67709,2.66,0.37,0.37
107.752655,36.680008,2.2,0.18,0.18
107.93219,36.682644,2.01,0.06,0.06
108.11188,36.685036,1.45,0.02,0.02
108.290955,36.68716,1.39,0.01,0.01
108.47055,36.689014,0.74,0.01,0.01
108.650116,36.690605,0.82,0.01,0.01
108.82947,36.691933,1.53,0.03,0.03
109.00888,36.693,1.87,0.03,0.03
109.188446,36.693798,1.42,0.01,0.01
109.367584,36.69433,1.03,0.01,0.01
109.54715,36.69461,0.92,0.01,0.01
109.72659,36.69461,0.85,0.01,0.01
109.90723,36.69435,1.21,0.02,0.02
110.08623,36.693825,1.34,0.04,0.04
110.26541,36.693035,1.57,0.03,0.03
110.44631,36.69198,1.91,0.04,0.04
110.62527,36.69067,1.84,0.04,0.04
110.8043,36.68909,1.78,0.04,0.04
110.98377,36.68724,1.61,0.03,0.03
111.16348,36.68513,1.87,0.05,0.05
111.34305,36.68276,1.79,0.06,0.06
111.522255,36.680122,2.41,0.07,0.07
111.701805,36.67722,5,0.1,0.1
111.88107,36.674053,4.74,0.08,0.08
112.06052,36.670624,3.37,0,0
112.24018,36.666935,3.08,0,0
112.41938,36.66298,2.83,0,0
112.598724,36.65876,2.8,0,0
112.77827,36.65428,2.47,0,0
112.95757,36.64954,2.31,0,0
113.13669,36.64453,1.83,0,0
113.31588,36.63926,0.37,0,0
113.49508,36.63373,0,0,0
113.67419,36.62793,0,0,0
113.85331,36.62188,0,0,0
114.032455,36.615562,0,0,0
114.211525,36.608982,0,0,0
114.39057,36.602142,0.01,0,0
114.56948,36.595036,0,0,0
114.74842,36.58767,0,0,0
114.92741,36.58004,0,0,0
115.106186,36.57216,0,0,0
115.28499,36.56402,0.03,0,0
115.46372,36.555607,0.29,0,0
115.64244,36.546944,1.43,0,0
115.82101,36.538013,3.34,0,0
115.999535,36.52882,4.6,0,0
116.178,36.51938,5.14,0,0
116.356445,36.509678,2.98,0,0
116.534805,36.499714,1.4,0.01,0.01
116.71315,36.489487,0.59,0.02,0.02
116.89134,36.479004,0.29,0.02,0.02
117.06956,36.468266,0.17,0.03,0.03
117.24771,36.457275,0.07,0.02,0.02
117.4258,36.446022,0.02,0.01,0.01
117.6037,36.43451,0.02,0.01,0.01
117.7816,36.42274,0.01,0.01,0.01
117.9594,36.410717,0.01,0,0
118.137146,36.39845,0.01,0,0
118.31483,36.38591,0.01,0,0
118.49239,36.37312,0.01,0,0
118.66987,36.360077,0.01,0,0
118.847275,36.346775,0.01,0,0
119.024635,36.333218,0.01,0,0
119.20196,36.319412,0.01,0,0
119.379,36.30535,0.02,0,0
119.55605,36.291042,0.02,0,0
119.73303,36.276474,0.01,0,0
119.9099,36.26165,0.01,0,0
120.086685,36.246586,0.01,0,0
120.26338,36.231266,0.01,0.03,0.03
120.439926,36.21569,0,0.03,0.03
120.61644,36.19987,0,0,0
120.79279,36.183796,0,0,0
120.96906,36.167473,0,0,0
121.1452,36.150906,0,0,0
121.32132,36.13408,0,0,0
121.49722,36.11702,0,0,0
121.67311,36.0997,0.36,0.55,0.55
121.8488,36.082146,0.61,0.41,0.41
122.02447,36.064335,0.94,0.3,0.3
122.200005,36.046272,1.14,0.28,0.28
122.37538,36.02797,1.64,0.28,0.28
122.55062,36.009426,3.08,0.37,0.37
122.725784,35.990635,5.91,0.53,0.53
122.900826,35.9716,6.49,0.46,0.46
123.075745,35.952324,5.76,0.3,0.3
123.25052,35.9328,4.39,0.15,0.15
123.4252,35.913036,4.2,0.16,0.16
123.59976,35.893024,3.96,0.2,0.2
123.77411,36.810627,3.49,0.22,0.22
123.94843,36.814346,2.86,0.27,0.27
107.38925,36.82098,2.39,0.23,0.23
107.56909,36.8239,2.02,0.11,0.11
107.74866,36.826557,1.81,0.03,0.03
107.92822,36.828953,1.42,0.01,0.01
108.10812,36.83108,1.25,0.01,0.01
108.28775,36.832943,0.52,0.01,0.01
108.46762,36.83454,0.58,0.01,0.01
108.64737,36.83587,1.05,0.03,0.03
108.82715,36.836937,1.29,0.03,0.03
109.007324,36.83775,1.02,0.01,0.01
109.18649,36.83828,1.01,0.01,0.01
109.366974,36.838554,0.74,0.01,0.01
109.54672,36.83856,0.66,0.02,0.02
109.72446,36.83829,0.91,0.03,0.03
109.90109,36.83777,1.07,0.04,0.04
110.081566,36.83697,1.41,0.03,0.03
110.26614,36.835926,1.54,0.04,0.04
110.44631,36.834606,1.56,0.05,0.05
110.6262,36.83301,1.84,0.04,0.04
110.805756,36.831165,1.57,0.03,0.03
110.98537,36.829044,1.77,0.04,0.04
111.166176,36.826664,1.77,0.05,0.05
111.345085,36.824017,2.08,0.05,0.05
111.525215,36.821114,3.96,0.07,0.07
111.704796,36.817936,3.55,0.09,0.09
111.884605,36.814495,3.47,0.02,0.02
112.06441,36.810787,4.36,0,0
112.243935,36.806816,4.98,0,0
112.423744,36.802586,5.46,0,0
112.603615,36.798088,5.51,0,0
112.78305,36.79333,6.22,0,0
112.96293,36.7883,5.6,0,0
113.142365,36.783012,2.58,0,0
113.3219,36.777466,0.24,0,0
113.50135,36.77164,0.04,0,0
113.681,36.76557,0.03,0,0
113.86052,36.75923,0.04,0,0
114.03988,36.75263,0.05,0,0
114.21919,36.74576,0.12,0,0
114.3986,36.738632,0.12,0,0
114.57796,36.731243,0.11,0,0
114.75725,36.72359,0.05,0,0
114.93634,36.715675,0.07,0,0
115.11546,36.7075,0.87,0,0
115.29458,36.699066,2.08,0,0
115.47368,36.69037,3.27,0,0
115.65267,36.681408,4.94,0,0
115.831635,36.672184,6.03,0.01,0.01
116.01047,36.66271,4.93,0.01,0.01
116.189255,36.652966,2.35,0.01,0.01
116.368095,36.642967,0.89,0.02,0.02
116.54677,36.63271,0.44,0.02,0.02
116.72541,36.622192,0.22,0.02,0.02
116.90397,36.611412,0.11,0.02,0.02
117.08247,36.60038,0.05,0.02,0.02
117.26091,36.589092,0.02,0.01,0.01
117.439316,36.577534,0.02,0.01,0.01
117.61758,36.56573,0.01,0,0
117.79577,36.55366,0.01,0,0
117.97396,36.54134,0.01,0,0
118.15197,36.528763,0.01,0,0
118.32995,36.51593,0.01,0,0
118.507805,36.50284,0.01,0,0
118.68567,36.48949,0.01,0,0
118.863335,36.47589,0.01,0,0
119.041016,36.462032,0.01,0,0
119.21858,36.447926,0.01,0,0
119.39604,36.43356,0.01,0,0
119.57338,36.418945,0.02,0,0
119.75069,36.40407,0.01,0,0
119.927895,36.388954,0.01,0,0
120.10492,36.373573,0,0.03,0.03
120.281975,36.357944,0,0,0
120.45883,36.34207,0,0,0
120.63563,36.32594,0,0,0
120.81233,36.309563,0,0,0
120.98891,36.292934,0,0,0
121.165344,36.27606,0,0,0
121.34174,36.258926,0,0,0
121.518005,36.24155,0.26,0.46,0.46
121.694176,36.223927,0.48,0.35,0.35
121.8702,36.206055,0.88,0.25,0.25
122.04609,36.18794,1.07,0.24,0.24
122.22193,36.169575,1.41,0.25,0.25
122.39757,36.150963,2.81,0.46,0.46
122.57315,36.132103,5.83,0.43,0.43
122.74863,36.113007,6.48,0.25,0.25
122.92396,36.09366,6,0.1,0.1
123.09918,36.074062,5.03,0.08,0.08
123.27426,36.054234,4.55,0.07,0.07
123.44924,36.034157,4.03,0.08,0.08
123.62406,36.954468,3.09,0.12,0.12
123.798775,36.9582,2.55,0.15,0.15
123.97336,36.96166,2.14,0.17,0.17
107.38461,36.967796,2.01,0.08,0.08
107.56448,36.970455,1.84,0.02,0.02
107.74451,36.97286,1.4,0.01,0.01
107.92462,36.975002,1.29,0.01,0.01
108.10443,36.976868,0.56,0.01,0.01
108.28467,36.978474,0.29,0.01,0.01
108.464935,36.979805,0.54,0.02,0.02
108.644775,36.980873,0.79,0.02,0.02
108.8248,36.98169,0.82,0.02,0.02
109.005554,36.98222,0.85,0.02,0.02
109.1853,36.98249,0.96,0.02,0.02
109.36633,36.982502,0.78,0.03,0.03
109.54544,36.98224,0.79,0.03,0.03
109.72519,36.98171,0.86,0.04,0.04
109.903076,36.980923,1.22,0.02,0.02
110.08847,36.979855,1.32,0.02,0.02
110.26541,36.97853,1.44,0.02,0.02
110.44719,36.976936,1.77,0.02,0.02
110.62745,36.975082,1.42,0.03,0.03
110.80746,36.972958,1.38,0.03,0.03
110.98735,36.970566,1.99,0.03,0.03
111.16785,36.967907,2.17,0.04,0.04
111.3477,36.964985,2.63,0.05,0.05
111.5279,36.9618,2.79,0.06,0.06
111.708,36.958347,3.32,0.04,0.04
111.88803,36.954636,4.56,0,0
112.06829,36.950645,4.93,0,0
112.24829,36.9464,5.6,0,0
112.42834,36.941883,6.55,0,0
112.60812,36.93711,7.26,0,0
112.78839,36.932068,6.83,0,0
112.96808,36.926758,4.27,0,0
113.14822,36.921192,0.7,0,0
113.3282,36.915356,0.22,0,0
113.507996,36.909252,0.12,0,0
113.68786,36.90289,0.12,0,0
113.86757,36.896263,0.16,0,0
114.04724,36.889374,0.33,0,0
114.22698,36.88222,0.44,0,0
114.40669,36.874805,0.53,0,0
114.586334,36.86712,0.53,0,0
114.76584,36.859184,0.94,0,0
114.94538,36.850975,2.37,0,0
115.124916,36.84251,4.06,0,0
115.30445,36.833782,5.59,0,0
115.483734,36.824795,6.68,0.01,0.01
115.662994,36.81554,5.94,0.04,0.04
115.842316,36.80603,4.46,0.04,0.04
116.021484,36.796257,1.58,0.05,0.05
116.20062,36.786217,0.64,0.03,0.03
116.37975,36.77592,0.35,0.02,0.02
116.5588,36.765366,0.15,0.02,0.02
116.73773,36.754555,0.09,0.02,0.02
116.916626,36.743477,0.03,0.01,0.01
117.095505,36.732147,0.03,0.01,0.01
117.27422,36.720554,0.02,0.01,0.01
117.45286,36.708706,0.01,0,0
117.6315,36.696598,0.01,0,0
117.81005,36.68423,0.01,0,0
117.98845,36.671608,0.01,0,0
118.166916,36.658726,0.01,0,0
118.34516,36.645596,0.01,0,0
118.5234,36.6322,0.01,0,0
118.701485,36.61855,0.01,0,0
118.87956,36.604645,0.01,0,0
119.05745,36.59049,0.01,0,0
119.235405,36.576065,0.01,0,0
119.413155,36.5614,0.02,0,0
119.590836,36.54648,0.01,0,0
119.7684,36.531303,0.01,0,0
119.94592,36.515877,0,0.03,0.03
120.12332,36.50019,0,0,0
120.30064,36.484257,0,0,0
120.4778,36.46808,0,0,0
120.65492,36.451633,0,0,0
120.83194,36.43495,0,0,0
121.0088,36.41801,0,0,0
121.18561,36.400826,0,0,0
121.36229,36.383385,0.2,0.36,0.36
121.53885,36.365704,0.38,0.3,0.3
121.7153,36.347775,0.72,0.19,0.19
121.891655,36.329586,0.96,0.21,0.21
122.06788,36.31116,1.07,0.25,0.25
122.24394,36.292484,1.8,0.4,0.4
122.41997,36.273556,5.2,0.27,0.27
122.59585,36.254395,6.17,0.16,0.16
122.77159,36.23498,5.95,0.07,0.07
122.94723,36.21532,5.26,0.07,0.07
123.12276,36.195415,4.83,0.06,0.06
123.29814,36.175274,4.14,0.07,0.07
123.47339,37.09831,2.87,0.08,0.08
123.64851,37.102047,2.29,0.11,0.11
123.82351,37.105522,1.94,0.11,0.11
123.99836,37.108734,2.03,0.11,0.11
107.37961,37.114353,1.95,0.02,0.02
107.559845,37.11676,1.65,0.01,0.01
107.740326,37.118904,1.03,0.01,0.01
107.92078,37.12078,0.59,0.01,0.01
108.101105,37.122387,0.26,0.01,0.01
108.28137,37.123737,0.33,0.02,0.02
108.46164,37.124805,0.45,0.02,0.02
108.6423,37.125614,0.62,0.05,0.05
108.82297,37.12615,0.63,0.07,0.07
109.00357,37.126427,0.64,0.04,0.04
109.18338,37.12644,0.76,0.03,0.03
109.3642,37.126175,0.73,0.02,0.02
109.544586,37.125645,0.73,0.02,0.02
109.72519,37.124844,1,0.01,0.01
109.903076,37.123787,1.15,0.01,0.01
110.08847,37.122456,1.27,0.01,0.01
110.26688,37.12085,1.52,0.01,0.01
110.44806,37.118996,1.12,0.01,0.01
110.62869,37.116863,1.1,0.02,0.02
110.808426,37.114456,2.03,0.02,0.02
110.98893,37.111797,2.05,0.03,0.03
111.16969,37.108864,1.95,0.03,0.03
111.35031,37.105667,2.08,0.04,0.04
111.530594,37.102203,2.91,0.05,0.05
111.71121,37.098465,4.56,0.01,0.01
111.891556,37.094467,4.57,0,0
112.072075,37.09021,5.37,0,0
112.25247,37.085674,6.8,0,0
112.432686,37.080887,7.32,0,0
112.61307,37.075825,6.58,0,0
112.79344,37.0705,4.13,0.01,0.01
112.973816,37.064903,0.99,0.01,0.01
113.15405,37.059055,0.37,0,0
113.33414,37.052925,0.25,0,0
113.514465,37.046543,0.21,0,0
113.69465,37.039898,0.24,0,0
113.874695,37.032974,0.44,0,0
114.05473,37.0258,0.62,0,0
114.23485,37.01836,0.81,0,0
114.41491,37.010647,0.91,0,0
114.59474,37.00268,1.73,0,0
114.77471,36.994442,3.77,0.01,0.01
114.95453,36.98595,5.83,0.03,0.03
115.13439,36.97719,6.68,0.03,0.03
115.31412,36.96817,6.49,0.05,0.05
115.493805,36.958885,5.46,0.1,0.1
115.67351,36.94934,3.63,0.09,0.09
115.85311,36.93953,1.1,0.07,0.07
116.03264,36.929462,0.54,0.03,0.03
116.21212,36.919125,0.27,0.02,0.02
116.39151,36.90853,0.11,0.02,0.02
116.57084,36.897686,0.04,0.01,0.01
116.75018,36.88657,0.04,0.01,0.01
116.929344,36.875195,0.03,0.01,0.01
117.10852,36.863567,0.02,0,0
117.28761,36.851673,0.02,0,0
117.46654,36.83952,0.01,0,0
117.6455,36.82711,0.01,0,0
117.82436,36.81444,0.01,0,0
118.00313,36.801517,0.01,0,0
118.1818,36.788334,0.01,0,0
118.36044,36.774895,0.01,0,0
118.53903,36.761196,0.01,0,0
118.71745,36.747242,0.01,0,0
118.89579,36.733036,0.01,0,0
119.07405,36.71857,0.01,0,0
119.252304,36.703854,0.02,0,0
119.430405,36.688877,0.02,0,0
119.60839,36.67364,0.01,0.02,0.02
119.786255,36.658157,0,0,0
119.964096,36.64242,0,0,0
120.14174,36.62643,0,0,0
120.319336,36.61019,0,0,0
120.496895,36.593697,0,0,0
120.674324,36.57695,0,0,0
120.851654,36.559956,0,0,0
121.028824,36.54271,0,0,0
121.20598,36.525208,0.18,0.34,0.34
121.38293,36.507465,0.24,0.22,0.22
121.55977,36.489468,0.44,0.16,0.16
121.73656,36.47122,0.74,0.17,0.17
121.91321,36.45273,0.78,0.22,0.22
122.089714,36.433987,0.83,0.32,0.32
122.26614,36.415,3.41,0.18,0.18
122.44246,36.395763,5.93,0.13,0.13
122.618645,36.37628,5.91,0.06,0.06
122.79465,36.356556,5.25,0.06,0.06
122.970634,36.33659,4.74,0.07,0.07
123.14643,36.31637,4.04,0.06,0.06
123.49766,37.242134,2.16,0.1,0.1
123.67308,37.24589,1.77,0.1,0.1
123.84839,37.24938,1.9,0.08,0.08
124.02355,37.252605,1.93,0.03,0.03
107.374756,37.258247,1.66,0.01,0.01
107.55536,37.26066,1.45,0,0
107.736176,37.262802,0.97,0.01,0.01
107.91681,37.264687,0.41,0.02,0.02
108.097626,37.266308,0.33,0.01,0.01
108.27829,37.267654,0.34,0.02,0.02
108.458954,37.268734,0.36,0.05,0.05
108.63971,37.269543,0.44,0.1,0.1
108.82065,37.27008,0.48,0.1,0.1
109.001434,37.270363,0.63,0.08,0.08
109.18268,37.270363,0.53,0.02,0.02
109.362335,37.270096,0.61,0.01,0.01
109.54416,37.269573,0.76,0.01,0.01
109.72659,37.26877,0.97,0.01,0.01
109.903076,37.2677,0.91,0.01,0.01
110.08623,37.266365,1.29,0.01,0.01
110.26761,37.264763,0.56,0.01,0.01
110.44806,37.26289,0.61,0.01,0.01
110.62932,37.260754,1.94,0.02,0.02
110.810356,37.25835,1.75,0.02,0.02
110.9915,37.255672,1.86,0.02,0.02
111.17203,37.252728,1.63,0.03,0.03
111.352776,37.249523,2.18,0.04,0.04
111.5334,37.246044,3.93,0.03,0.03
111.71418,37.2423,3.5,0.02,0.02
111.89486,37.238293,4.52,0,0
112.07594,37.234013,6.66,0,0
112.25672,37.22947,6.9,0,0
112.43719,37.224655,6.32,0,0
112.61809,37.219574,3.85,0.01,0.01
112.7987,37.214233,1.25,0.02,0.02
112.97914,37.208622,0.44,0,0
113.15976,37.202736,0.27,0,0
113.340355,37.1966,0.21,0,0
113.52098,37.19019,0.22,0,0
113.701584,37.183517,0.39,0,0
113.88192,37.17658,0.55,0,0
114.06231,37.169373,0.7,0.01,0.01
114.24266,37.161907,1.1,0.01,0.01
114.423065,37.154167,1.91,0.03,0.03
114.60335,37.14617,4.06,0.07,0.07
114.78361,37.13791,5.23,0.11,0.11
114.963806,37.12938,5.91,0.12,0.12
115.143845,37.12059,5.85,0.13,0.13
115.32399,37.111538,4.71,0.15,0.15
115.50403,37.102215,2.73,0.12,0.12
115.68404,37.092632,0.8,0.08,0.08
115.863815,37.082798,0.43,0.04,0.04
116.04378,37.07269,0.17,0.02,0.02
116.223595,37.06232,0.06,0.01,0.01
116.40337,37.051685,0.04,0.01,0.01
116.58297,37.040806,0.04,0.01,0.01
116.7626,37.029644,0.04,0.01,0.01
116.9421,37.018234,0.02,0,0
117.12161,37.00656,0.02,0,0
117.30106,36.994625,0.01,0,0
117.4804,36.982437,0.01,0,0
117.659584,36.96998,0.01,0,0
117.838776,36.957268,0.01,0,0
118.01786,36.944294,0.01,0,0
118.19691,36.931065,0.01,0,0
118.37584,36.91758,0.01,0,0
118.55466,36.903835,0.01,0,0
118.73346,36.889828,0.01,0,0
118.91212,36.87557,0.01,0,0
119.09075,36.861057,0.01,0,0
119.269264,36.846283,0.01,0,0
119.44765,36.831257,0,0.02,0.02
119.62607,36.815975,0,0,0
119.80426,36.800438,0,0,0
119.98234,36.784645,0,0,0
120.160385,36.768597,0,0,0
120.338264,36.7523,0,0,0
120.51613,36.73575,0,0,0
120.69383,36.71894,0,0,0
120.87141,36.701885,0,0,0
121.048965,36.684578,0.17,0.31,0.31
121.22638,36.66702,0.18,0.19,0.19
121.403656,36.649208,0.21,0.13,0.13
121.58088,36.63115,0.38,0.15,0.15
121.75794,36.61284,0.43,0.16,0.16
121.93486,36.594288,0.51,0.19,0.19
122.11171,36.575474,1.51,0.2,0.2
122.28847,36.556423,5.09,0.18,0.18
122.46506,36.53712,5.78,0.1,0.1
122.64154,36.517574,5.26,0.08,0.08
122.8179,36.497776,4.75,0.09,0.09
122.99413,36.477737,3.95,0.08,0.08
123.17024,36.457455,2.82,0.07,0.07
123.34625,37.385956,2.03,0.08,0.08
123.52207,37.38973,1.74,0.08,0.08
123.69781,37.393223,1.82,0.05,0.05
123.873375,37.39646,1.9,0.02,0.02
124.04886,37.399418,1.92,0.01,0.01
107.36984,37.404545,1.54,0.01,0.01
107.55087,37.406708,1.33,0.02,0.02
107.73193,37.4086,1.03,0.02,0.02
107.912964,37.41021,0.31,0.01,0.01
108.09381,37.41157,0.29,0.01,0.01
108.27536,37.41264,0.26,0.02,0.02
108.4563,37.413464,0.29,0.05,0.05
108.63727,37.414013,0.32,0.08,0.08
108.818665,37.414276,0.48,0.08,0.08
108.999664,37.41428,0.43,0.04,0.04
109.180756,37.414024,0.45,0.01,0.01
109.36203,37.41349,0.47,0.01,0.01
109.54416,37.412685,0.61,0.01,0.01
109.723755,37.41162,0.4,0.01,0.01
109.90109,37.410275,0.57,0.01,0.01
110.08623,37.408665,0.32,0.01,0.01
110.269066,37.40678,0.44,0.01,0.01
110.44981,37.404636,2.08,0.01,0.01
110.63118,37.402233,1.4,0.01,0.01
110.81157,37.39954,1.63,0.02,0.02
110.99288,37.39659,1.26,0.02,0.02
111.1742,37.393368,1.41,0.03,0.03
111.35567,37.389885,2.63,0.04,0.04
111.53659,37.386116,2.75,0.04,0.04
111.71726,37.3821,3.62,0.02,0.02
111.89847,37.377804,6.13,0,0
112.079895,37.37325,6.35,0,0
112.26097,37.368416,5.77,0,0
112.441765,37.36332,3.81,0.02,0.02
112.62309,37.357956,1.64,0,0
112.80393,37.352325,0.61,0,0
112.984985,37.346424,0.3,0.03,0.03
113.16564,37.340263,0.25,0.04,0.04
113.34656,37.333828,0.31,0.09,0.09
113.527534,37.32713,0.39,0.09,0.09
113.70835,37.320168,0.47,0.08,0.08
113.889175,37.31294,0.75,0.11,0.11
114.06997,37.305443,1.4,0.12,0.12
114.25054,37.29768,2.48,0.15,0.15
114.431335,37.28965,3.8,0.2,0.2
114.61185,37.28136,4.95,0.23,0.23
114.792404,37.272804,5.38,0.23,0.23
114.97304,37.263985,5.06,0.21,0.21
115.15347,37.25489,3.69,0.18,0.18
115.33392,37.24554,1.88,0.11,0.11
115.51424,37.23593,0.68,0.08,0.08
115.69454,37.226055,0.32,0.04,0.04
115.8747,37.215904,0.09,0.02,0.02
116.054955,37.2055,0.04,0.01,0.01
116.235115,37.194836,0.04,0.01,0.01
116.415215,37.18391,0.04,0.01,0.01
116.5952,37.172718,0.04,0,0
116.77518,37.161263,0.03,0,0
116.95503,37.149548,0.02,0,0
117.134766,37.137573,0.01,0,0
117.31454,37.125336,0.01,0,0
117.494156,37.112843,0.01,0,0
117.67377,37.10008,0.01,0,0
117.85333,37.087067,0.01,0,0
118.03271,37.073788,0.01,0,0
118.212036,37.060253,0.01,0,0
118.39132,37.04646,0.01,0,0
118.57055,37.032402,0.01,0,0
118.749596,37.0181,0,0,0
118.92853,37.003532,0,0,0
119.10749,36.9887,0.01,0,0
119.28634,36.97362,0,0,0
119.46509,36.95829,0,0,0
119.64372,36.942696,0,0,0
119.82222,36.926853,0,0,0
120.00064,36.910748,0,0,0
120.17905,36.894394,0,0,0
120.35734,36.877785,0,0,0
120.53535,36.860916,0,0,0
120.71345,36.843807,0,0,0
120.891365,36.826435,0.15,0.32,0.32
121.06921,36.80882,0.16,0.26,0.26
121.24689,36.790943,0.16,0.14,0.14
121.42455,36.772816,0.2,0.12,0.12
121.602005,36.754448,0.23,0.16,0.16
121.779396,36.735817,0.35,0.21,0.21
121.95668,36.716946,1.15,0.24,0.24
122.13381,36.697834,4.41,0.42,0.42
122.31088,36.678463,5.53,0.18,0.18
122.48775,36.658844,5.3,0.08,0.08
122.664536,36.63898,4.8,0.1,0.1
122.84123,36.618866,3.93,0.1,0.1
123.01779,36.59852,2.77,0.09,0.09
123.37046,37.529774,1.73,0.06,0.06
