FID,lon,lat,uu01,vv01,speed,speed_1
1660,110.09279,39.130566,3.87,0.07,1.036770368,1.036770368
1661,110.275536,39.128044,3.76,0.05,0.762253486,0.762253486
1662,110.46055,39.125244,3.94,0.04,0.581958085,0.581958085
1663,110.64529,39.12217,3.97,0.05,0.721937155,0.721937155
1664,110.8304,39.118797,3.96,0.08,1.157920084,1.157920084
1665,111.01607,39.11516,4.5,0.13,1.65559049,1.65559049
1666,111.201706,39.111244,4.99,0.19,2.181655459,2.181655459
1667,111.386635,39.107037,4.32,0.28,3.710309126,3.710309126
1668,111.57209,39.10256,3.96,0.42,6.057262668,6.057262668
1669,111.75725,39.097797,3.5,0.56,9.094887641,9.094887641
1670,111.9426,39.092766,2.05,0.74,19.85841339,19.85841339
1671,112.1279,39.08745,1.3,0.88,34.11227142,34.11227142
1672,112.313,39.081852,1.03,0.84,39.21829512,39.21829512
1673,112.4985,39.07597,0.79,0.83,46.43796528,46.43796528
1674,112.68358,39.06982,0.67,0.79,49.72388841,49.72388841
1675,112.86888,39.06338,0.25,0.63,68.39023579,68.39023579
1676,113.0539,39.056675,0.29,0.47,58.35411431,58.35411431
1677,113.23912,39.049683,0.34,0.29,40.48275052,40.48275052
1678,113.42406,39.042423,0.68,0.18,14.83400018,14.83400018
1679,113.60891,39.034866,0.83,0.1,6.873476868,6.873476868
1680,113.79406,39.02705,0.49,0.07,8.13422606,8.13422606
1681,113.97907,39.01895,0.2,0.05,14.04336285,14.04336285
1682,114.16387,39.01058,0.08,0.03,20.56647154,20.56647154
1683,114.34885,39.00192,0.03,0.02,33.70715562,33.70715562
1684,114.53363,38.992996,0.02,0.01,26.57852536,26.57852536
1685,114.71846,38.983788,0.01,0,0,0
1686,114.90321,38.974304,0.01,0,0,0
1687,115.087814,38.964546,0.01,0,0,0
1688,115.2724,38.954514,0.01,0,0,0
1689,115.641464,38.933624,0.01,0,0,0
1690,115.82588,38.922775,0.01,0,0,0
1691,116.01028,38.91164,0.01,0,0,0
1692,116.19448,38.90024,0.01,0,0,0
1693,116.37874,38.88856,0.01,0,0,0
1694,116.562836,38.876614,0.01,0,0,0
1695,116.74704,38.86439,0.02,0,0,0
1696,116.93113,38.851902,0.02,0,0,0
1697,117.114975,38.83913,0.02,0,0,0
1698,117.29891,38.82609,0.02,0,0,0
1699,117.48265,38.812782,0.01,0,0,0
1700,117.6664,38.799202,0.01,0,0,0
1701,117.85004,38.785355,0.01,0,0,0
1702,118.03356,38.771236,0.01,0,0,0
1703,118.217,38.75684,0.01,0,0,0
1704,118.40039,38.742188,0.01,0,0,0
1705,119.13291,38.680878,0.38,1.2,72.46547813,72.46547813
1706,119.31587,38.664875,0.34,0.83,67.7584528,67.7584528
1707,119.49866,38.648613,0.29,0.75,68.89510207,68.89510207
1708,119.68134,38.63209,0.21,0.65,72.1321204,72.1321204
1709,119.86399,38.6153,0.16,0.61,75.34087533,75.34087533
1710,120.04642,38.598236,0.2,0.5,68.23318183,68.23318183
1711,120.22884,38.580917,0.31,0.43,54.23852316,54.23852316
1712,120.41116,38.563328,0.49,0.32,33.16380847,33.16380847
1713,120.59328,38.545483,1.15,0.29,14.1605914,14.1605914
1714,120.77538,38.52737,2.07,0.23,6.343407583,6.343407583
1715,120.95726,38.509,2.79,0.2,4.102290399,4.102290399
1716,121.139145,38.490356,3.39,0.2,3.378080829,3.378080829
1717,121.32083,38.471462,2.99,0.21,4.019558789,4.019558789
1718,121.502464,38.452305,1.64,0.18,6.266667548,6.266667548
1719,121.68392,38.43288,1.11,0.14,7.192183273,7.192183273
1720,121.8653,38.41321,0.92,0.06,3.733289618,3.733289618
1721,122.04648,38.393272,0.99,0.02,1.157920084,1.157920084
1722,122.22757,38.37308,0.94,0.02,1.219493466,1.219493466
1723,122.40856,38.35263,0.4,0.02,2.86385708,2.86385708
1724,122.58939,38.33192,0.13,0.02,8.750598443,8.750598443
1725,109.90512,39.27656,4.35,0.06,0.790637322,0.790637322
1726,110.09279,39.27431,4.24,0.09,1.216618167,1.216618167
1727,110.275536,39.271786,3.83,0.12,1.79549119,1.79549119
1728,110.46055,39.268974,3.86,0.08,1.187909535,1.187909535
1729,110.6465,39.26588,4.02,0.05,0.712958769,0.712958769
1730,110.83205,39.262512,3.99,0.05,0.718318802,0.718318802
1731,111.0178,39.258854,4.12,0.1,1.391106496,1.391106496
1732,111.20366,39.25492,4.66,0.14,1.721687656,1.721687656
1733,111.38946,39.250713,4.57,0.19,2.381936701,2.381936701
1734,111.57508,39.246212,4.06,0.3,4.228141666,4.228141666
1735,111.76081,39.241432,3.75,0.42,6.393736667,6.393736667
1736,111.946625,39.236378,2.66,0.6,12.71757984,12.71757984
1737,112.132126,39.231045,1.43,0.8,29.23924224,29.23924224
1738,112.31765,39.22542,1.09,0.87,38.61522355,38.61522355
1739,112.50335,39.219532,1.09,0.87,38.61522355,38.61522355
1740,112.68883,39.21335,0.86,0.8,42.95174405,42.95174405
1741,112.8744,39.2069,0.57,0.73,52.04288527,52.04288527
1742,113.05992,39.200165,0.36,0.57,57.75363432,57.75363432
1743,113.24546,39.19315,0.43,0.43,45.02282465,45.02282465
1744,113.430855,39.185852,0.45,0.26,30.03359318,30.03359318
1745,113.61612,39.178284,0.95,0.12,7.202885194,7.202885194
1746,113.80154,39.17043,0.57,0.07,7.004818702,7.004818702
1747,113.986786,39.162304,0.33,0.06,10.31007324,10.31007324
1748,114.172134,39.1539,0.13,0.05,21.04818156,21.04818156
1749,114.357346,39.14521,0.05,0.03,30.9794618,30.9794618
1750,114.54253,39.136257,0.02,0.01,26.57852536,26.57852536
1751,114.72767,39.127018,0.01,0,0,0
1752,114.912674,39.1175,0.01,0,0,0
1753,115.097664,39.107708,0.01,0,0,0
1754,115.28272,39.097645,0.01,0,0,0
1755,115.46763,39.0873,0.01,0,0,0
1756,115.652435,39.076683,0.01,0,0,0
1757,115.83718,39.06579,0.01,0,0,0
1758,116.02191,39.054615,0.01,0,0,0
1759,116.20653,39.04317,0.01,0,0,0
1760,116.39114,39.031452,0.01,0,0,0
1761,116.57573,39.01946,0.01,0,0,0
1762,116.76017,39.007202,0.01,0,0,0
1763,116.944534,38.99466,0.02,0,0,0
1764,117.128746,38.98185,0.02,0,0,0
1765,117.313034,38.96876,0.02,0,0,0
1766,117.49719,38.955406,0.01,0,0,0
1767,117.68125,38.941784,0.01,0,0,0
1768,117.865295,38.927883,0.01,0,0,0
1769,118.049065,38.91371,0.01,0.01,45.02282465,45.02282465
1770,118.23295,38.899277,0.01,0,0,0
1771,118.41665,38.884563,0.01,0,0,0
1772,119.15058,38.823036,0.31,1.47,78.13130918,78.13130918
1773,119.333786,38.806984,0.37,1.07,70.96087565,70.96087565
1774,119.51701,38.790665,0.3,0.76,68.49374749,68.49374749
1775,119.700005,38.77408,0.2,0.68,73.64779596,73.64779596
1776,119.88299,38.757225,0.13,0.62,78.19756672,78.19756672
1777,120.06583,38.74011,0.15,0.5,73.33793497,73.33793497
1778,120.24857,38.72273,0.19,0.43,66.19481777,66.19481777
1779,120.43116,38.705074,0.34,0.36,46.66023179,46.66023179
1780,120.613655,38.68716,0.57,0.32,29.32487353,29.32487353
1781,120.79606,38.668987,1.19,0.29,13.70282325,13.70282325
1782,120.978355,38.65055,1.97,0.23,6.662584913,6.662584913
1783,121.16053,38.631847,2.8,0.21,4.29132885,4.29132885
1784,121.34251,38.61289,2.97,0.19,3.662255155,3.662255155
1785,121.524506,38.59367,2.09,0.19,5.197063597,5.197063597
1786,121.706245,38.574173,1.55,0.15,5.5303438,5.5303438
1787,121.88797,38.554432,1.17,0.12,5.858983841,5.858983841
1788,122.069595,38.53443,1.07,0.04,2.141987263,2.141987263
1789,122.25098,38.514156,1.05,0.02,1.091769706,1.091769706
1790,122.43228,38.49364,0.72,0.02,1.591947321,1.591947321
1791,122.61349,38.47286,0.28,0.02,4.087689064,4.087689064
1792,109.90512,39.418053,4.31,0.07,0.930948047,0.930948047
1793,110.08847,39.415516,4,0.11,1.576035909,1.576035909
1794,110.275536,39.412697,3.9,0.11,1.616425936,1.616425936
1795,110.46182,39.409588,3.9,0.13,1.910120783,1.910120783
1796,110.64801,39.406208,3.96,0.06,0.868491738,0.868491738
1797,110.83416,39.402542,3.99,0.06,0.861962713,0.861962713
1798,111.020294,39.398594,4.2,0.1,1.364619335,1.364619335
1799,111.2061,39.394363,4.31,0.15,1.994259152,1.994259152
1800,111.39213,39.389854,4.14,0.24,3.319463995,3.319463995
1801,111.57818,39.38506,3.84,0.34,5.062435285,5.062435285
1802,111.764145,39.379986,3.34,0.47,8.014048373,8.014048373
1803,111.95044,39.37463,1.83,0.7,20.94315265,20.94315265
1804,112.13616,39.36899,1.19,0.83,34.91266287,34.91266287
1805,112.32212,39.363075,1.15,0.9,38.06634054,38.06634054
1806,112.50812,39.35687,1.25,0.85,34.23305683,34.23305683
1807,112.69406,39.350395,0.93,0.81,41.07563737,41.07563737
1808,112.87998,39.343636,0.68,0.7,45.85356129,45.85356129
1809,113.065865,39.336597,0.53,0.57,47.10644624,47.10644624
1810,113.25173,39.32928,0.59,0.41,34.81367533,34.81367533
1811,113.43741,39.32168,0.76,0.22,16.15252742,16.15252742
1812,113.62337,39.313805,0.66,0.1,8.620018166,8.620018166
1813,113.808945,39.30564,0.4,0.06,8.535092538,8.535092538
1814,113.994736,39.297203,0.22,0.05,12.81076057,12.81076057
1815,114.1803,39.288498,0.08,0.05,32.0216168,32.0216168
1816,114.365746,39.2795,0.04,0.02,26.57852536,26.57852536
1817,114.5514,39.27023,0.02,0.01,26.57852536,26.57852536
1818,114.73694,39.26068,0.01,0,0,0
1819,114.922356,39.25085,0.01,0,0,0
1820,115.1078,39.24075,0.01,0,0,0
1821,115.292984,39.230373,0.01,0,0,0
1822,115.66355,39.208782,0.01,0,0,0
1823,115.84865,39.197575,0.01,0,0,0
1824,116.033714,39.18609,0.01,0,0,0
1825,116.21874,39.174328,0.01,0,0,0
1826,116.40368,39.162296,0.01,0,0,0
1827,116.58854,39.149982,0.01,0,0,0
1828,116.77332,39.1374,0.01,0,0,0
1829,116.95808,39.124546,0.02,0,0,0
1830,117.14271,39.111412,0.02,0,0,0
1831,117.32729,39.098015,0.02,0,0,0
1832,117.51176,39.08434,0.02,0,0,0
1833,117.69621,39.07039,0.02,0,0,0
1834,117.880486,39.056168,0.01,0,0,0
1835,118.06473,39.041683,0.01,0,0,0
1836,118.24892,39.026913,0.01,0,0,0
1837,118.43297,39.011883,0.01,0,0,0
1838,118.984634,38.96517,0.47,2.19,77.92688268,77.92688268
1839,119.16835,38.949062,0.97,2.01,64.27122729,64.27122729
1840,119.35192,38.932693,0.75,1.61,65.05506338,65.05506338
1841,119.535416,38.916042,0.28,1.19,76.79841361,76.79841361
1842,119.71882,38.899136,0.12,0.72,80.57852767,80.57852767
1843,119.90207,38.88195,0.11,0.54,78.52597814,78.52597814
1844,120.085266,38.864513,0.12,0.47,75.71566464,75.71566464
1845,120.268364,38.846798,0.17,0.43,68.46340084,68.46340084
1846,120.4513,38.828827,0.35,0.37,46.61477197,46.61477197
1847,120.634125,38.81059,0.51,0.33,32.92193294,32.92193294
1848,120.81688,38.792084,1.14,0.31,15.22029891,15.22029891
1849,120.99951,38.773315,2.07,0.27,7.435177289,7.435177289
1850,121.18204,38.75429,2.55,0.28,6.269376405,6.269376405
1851,121.3644,38.734997,2.4,0.27,6.422042432,6.422042432
1852,121.54671,38.715435,1.77,0.18,5.809672162,5.809672162
1853,121.7288,38.695625,1.47,0.19,7.368481751,7.368481751
1854,121.9108,38.675556,1.28,0.1,4.469424869,4.469424869
1855,122.09272,38.655216,1.14,0.05,2.512637067,2.512637067
1856,122.27449,38.634624,1.02,0.02,1.12387247,1.12387247
1857,122.45615,38.61377,0.53,0.02,2.162175619,2.162175619
1858,122.63761,38.592655,0.4,0.02,2.86385708,2.86385708
1859,109.90109,39.559227,3.92,0.08,1.169732332,1.169732332
1860,110.08847,39.556393,3.99,0.16,2.297509521,2.297509521
1861,110.276245,39.553288,3.92,0.17,2.484469502,2.484469502
1862,110.46182,39.54989,3.81,0.16,2.405928726,2.405928726
1863,110.649216,39.546207,3.77,0.1,1.520196343,1.520196343
1864,110.83603,39.542255,3.82,0.09,1.350335441,1.350335441
1865,111.02202,39.538006,3.92,0.11,1.608183202,1.608183202
1866,111.20853,39.533474,4,0.19,2.720884834,2.720884834
1867,111.39522,39.528664,3.8,0.27,4.066247195,4.066247195
1868,111.58165,39.523575,3.58,0.35,5.586629888,5.586629888
1869,111.76791,39.518196,2.56,0.57,12.55887004,12.55887004
1870,111.954346,39.512543,1.66,0.8,25.74375659,25.74375659
1871,112.14074,39.5066,1.3,1.01,37.86365372,37.86365372
1872,112.32667,39.50038,1.4,0.96,34.45645726,34.45645726
1873,112.51318,39.493874,1.34,0.87,33.01053386,33.01053386
1874,112.69929,39.487095,1.21,0.75,31.80819694,31.80819694
1875,112.88561,39.48003,1.15,0.71,31.70689535,31.70689535
1876,113.07199,39.472683,0.85,0.62,36.12576552,36.12576552
1877,113.25811,39.465057,0.87,0.46,27.8811384,27.8811384
1878,113.44424,39.457153,0.72,0.22,16.99944128,16.99944128
1879,113.63049,39.448967,0.52,0.1,10.89104835,10.89104835
1880,113.816444,39.4405,0.32,0.06,10.62504172,10.62504172
1881,114.00248,39.431755,0.12,0.06,26.57852536,26.57852536
1882,114.18849,39.422726,0.05,0.05,45.02282465,45.02282465
1883,114.37444,39.41343,0.03,0.01,18.4442993,18.4442993
1884,114.56047,39.403847,0.02,0,0,0
1885,114.746155,39.393986,0.01,0,0,0
1886,114.93189,39.38385,0.01,0,0,0
1887,115.11765,39.37343,0.01,0,0,0
1888,115.48905,39.351753,0.01,0,0,0
1889,115.674614,39.340504,0.01,0,0,0
1890,115.86014,39.328987,0.01,0,0,0
1891,116.04556,39.31719,0.01,0,0,0
1892,116.230934,39.305103,0.01,0,0,0
1893,116.41625,39.292763,0.01,0,0,0
1894,116.60145,39.280125,0.01,0,0,0
1895,116.78663,39.267223,0.02,0,0,0
1896,116.97171,39.254047,0.02,0,0,0
1897,117.15671,39.2406,0.02,0,0,0
1898,117.341606,39.22688,0.02,0,0,0
1899,117.526505,39.212875,0.02,0,0,0
1900,117.71119,39.198612,0.02,0,0,0
1901,117.89596,39.184067,0.01,0,0,0
1902,118.08049,39.16925,0.01,0,0,0
1903,118.265015,39.154163,0.01,0,0,0
1904,118.449394,39.138817,0.01,0,0,0
1905,118.63382,39.123188,0.01,0,0,0
1906,118.81798,39.10729,0.11,2.06,86.98751852,86.98751852
1907,119.00211,39.09113,0.26,2.34,83.70224172,83.70224172
1908,119.186165,39.074696,0.72,2.42,73.46841618,73.46841618
1909,119.37011,39.057983,1.06,2.33,65.57076246,65.57076246
1910,119.55398,39.041023,0.28,1.57,79.92848002,79.92848002
1911,119.73772,39.023777,0.13,0.84,81.24377642,81.24377642
1912,119.92128,39.00627,0.12,0.55,77.73139068,77.73139068
1913,120.104866,38.988506,0.12,0.48,76.00228645,76.00228645
1914,120.288216,38.97047,0.16,0.46,70.85691341,70.85691341
1915,120.47158,38.95216,0.23,0.39,59.5004583,59.5004583
1916,120.6547,38.93359,0.43,0.35,39.16384081,39.16384081
1917,120.83784,38.91476,1.35,0.29,12.12988758,12.12988758
1918,121.020775,38.895664,2.18,0.28,7.322731688,7.322731688
1919,121.203674,38.8763,2.34,0.27,6.585283113,6.585283113
1920,121.38632,38.85669,1.93,0.26,7.676303158,7.676303158
1921,121.56896,38.836803,1.5,0.2,7.598495482,7.598495482
1922,121.7514,38.81666,1.31,0.47,19.74691234,19.74691234
1923,121.93379,38.79625,1.11,0.15,7.699955271,7.699955271
1924,122.11604,38.77558,1.13,0.08,4.05163571,4.05163571
1925,122.29816,38.754665,0.8,0.03,2.148674715,2.148674715
1926,122.48008,38.73347,0.47,0.01,1.219493466,1.219493466
1927,109.90109,39.702927,3.74,0.19,2.909723058,2.909723058
1928,110.09692,39.70009,3.91,0.24,3.514251255,3.514251255
1929,110.276955,39.696968,3.6,0.22,3.498833499,3.498833499
1930,110.46436,39.69356,3.52,0.22,3.578148344,3.578148344
1931,110.65072,39.68986,3.67,0.28,4.365100956,4.365100956
1932,110.837204,39.685883,3.73,0.31,4.753338811,4.753338811
1933,111.024506,39.681625,3.66,0.31,4.843821576,4.843821576
1934,111.21111,39.677082,3.83,0.3,4.481046968,4.481046968
1935,111.397316,39.672256,3.63,0.34,5.353649562,5.353649562
1936,111.58424,39.667137,3.52,0.51,8.248191796,8.248191796
1937,111.77112,39.66175,2.56,0.71,15.50888417,15.50888417
1938,111.95775,39.65608,1.97,0.99,26.69480276,26.69480276
1939,112.14475,39.650116,1.72,1.22,35.36609564,35.36609564
1940,112.33129,39.643864,1.83,1.21,33.4897426,33.4897426
1941,112.51808,39.63734,1.59,1.13,35.41905288,35.41905288
1942,112.704796,39.630535,1.56,1.08,34.71275142,34.71275142
1943,112.89137,39.62345,1.29,0.97,36.95963306,36.95963306
1944,113.07797,39.616077,0.99,0.86,41.00120337,41.00120337
1945,113.26459,39.60842,0.87,0.73,40.01964366,40.01964366
1946,113.45111,39.6005,0.57,0.34,30.83133593,30.83133593
1947,113.63755,39.59227,0.46,0.14,16.93609894,16.93609894
1948,113.82393,39.58378,0.23,0.07,16.93609894,16.93609894
1949,114.0103,39.575,0.1,0.06,30.9794618,30.9794618
1950,114.196754,39.565945,0.05,0.03,30.9794618,30.9794618
1951,114.38307,39.556602,0.03,0.01,18.4442993,18.4442993
1952,114.56948,39.54699,0.01,0,0,0
1953,114.75547,39.537098,0.01,0,0,0
1954,114.94162,39.52692,0.01,0,0,0
1955,115.12782,39.516464,0.01,0,0,0
1956,115.31379,39.50573,0.01,0,0,0
1957,115.499794,39.49472,0.01,0,0,0
1958,115.8716,39.471867,0.01,0,0,0
1959,116.05745,39.460022,0.01,0,0,0
1960,116.243195,39.4479,0.01,0,0,0
1961,116.42883,39.43551,0.01,0,0,0
1962,116.61441,39.42284,0.01,0,0,0
1963,116.79988,39.40989,0.02,0,0,0
1964,116.98534,39.396664,0.02,0,0,0
1965,117.17072,39.383163,0.02,0,0,0
1966,117.356,39.36939,0.02,0,0,0
1967,117.54122,39.35535,0.02,0,0,0
1968,117.72635,39.34103,0.02,0,0,0
1969,117.91141,39.326435,0.02,0,0,0
1970,118.09637,39.31157,0.01,0,0,0
1971,118.28117,39.29643,0.01,0.02,63.46712395,63.46712395
1972,118.465996,39.28102,0.01,0.02,63.46712395,63.46712395
1973,118.65068,39.265343,0.03,1.44,88.85155453,88.85155453
1974,118.83525,39.24939,0.08,1.74,87.41187923,87.41187923
1975,119.01974,39.23317,0.21,1.87,83.63495908,83.63495908
1976,119.204155,39.21668,0.52,2.09,76.06684143,76.06684143
1977,119.38842,39.199917,1.02,2.44,67.3476157,67.3476157
1978,119.572556,39.182877,0.41,1.95,78.16577762,78.16577762
1979,119.756676,39.16558,0.14,1.04,82.37495633,82.37495633
1980,119.94067,39.148018,0.1,0.56,79.91584227,79.91584227
1981,120.12454,39.130184,0.12,0.49,76.27788452,76.27788452
1982,120.30831,39.112083,0.1,0.47,78.02807852,78.02807852
1983,120.491905,39.09371,0.16,0.43,69.62541428,69.62541428
1984,120.67546,39.075085,0.46,0.37,38.83106973,38.83106973
1985,120.858925,39.056183,1.53,0.33,12.17763175,12.17763175
1986,121.04223,39.03702,2.14,0.3,7.984161375,7.984161375
1987,121.22538,39.017593,2.1,0.28,7.598495482,7.598495482
1988,121.408455,38.997894,1.53,0.23,8.553413036,8.553413036
1989,121.59137,38.97795,1.34,0.41,17.02117582,17.02117582
1990,121.77419,38.95773,1.09,0.67,31.59418184,31.59418184
1991,121.956894,38.93726,1.07,0.17,9.032191887,9.032191887
1992,122.139465,38.916523,1.06,0.1,5.392045297,5.392045297
1993,122.32187,38.89552,0.75,0.04,3.054430981,3.054430981
1994,122.50417,38.874264,0.53,0.02,2.162175619,2.162175619
1995,109.90109,39.84917,3.55,0.15,2.420736427,2.420736427
1996,110.09279,39.84661,3.7,0.22,3.404495705,3.404495705
1997,110.27766,39.843758,3.57,0.22,3.528161575,3.528161575
1998,110.46478,39.840637,3.37,0.26,4.413944121,4.413944121
1999,110.651924,39.837208,3.5,0.42,6.846244167,6.846244167
2000,110.8386,39.833504,4.11,0.38,5.28508149,5.28508149
2001,111.02565,39.82951,4.08,0.41,5.741310471,5.741310471
2002,111.21305,39.825233,4.15,0.46,6.328246293,6.328246293
2003,111.400536,39.820683,4.22,0.36,4.878459383,4.878459383
2004,111.58758,39.815826,3.86,0.48,7.092071056,7.092071056
2005,111.77476,39.810707,4.02,0.61,8.632690373,8.632690373
2006,111.961845,39.80529,3.06,0.83,15.1835689,15.1835689
2007,112.14895,39.7996,2.48,1.15,24.89022948,24.89022948
2008,112.33591,39.793613,2.23,1.48,33.58834783,33.58834783
2009,112.52313,39.787342,2.16,1.49,34.6160357,34.6160357
2010,112.71029,39.780792,1.75,1.58,42.09886966,42.09886966
2011,112.89706,39.773964,1.7,1.67,44.51252798,44.51252798
2012,113.084076,39.766846,1.29,1.66,52.17537016,52.17537016
2013,113.271,39.759445,0.95,1.51,57.85372748,57.85372748
2014,113.45792,39.751774,0.52,1.09,64.52857375,64.52857375
2015,113.64476,39.74381,0.54,0.55,45.54872587,45.54872587
2016,113.83165,39.73557,0.43,0.2,24.95655717,24.95655717
2017,114.01835,39.727043,0.17,0.15,41.44467631,41.44467631
2018,114.2051,39.718227,0.09,0.07,37.89419439,37.89419439
2019,114.39173,39.70914,0.04,0.01,14.04336285,14.04336285
2020,114.57843,39.69977,0.02,0,0,0
2021,114.76498,39.690125,0.01,0,0,0
2022,114.95144,39.680187,0.01,0,0,0
2023,115.1379,39.669975,0.01,0,0,0
2024,115.3244,39.65949,0.01,0,0,0
2025,115.51068,39.64872,0.01,0,0,0
2026,115.696915,39.63767,0.01,0,0,0
2027,115.88324,39.626335,0.01,0,0,0
2028,116.06941,39.614723,0.01,0,0,0
2029,116.255455,39.602848,0.01,0,0,0
2030,116.441536,39.59068,0.01,0,0,0
2031,116.62745,39.57824,0.01,0,0,0
2032,116.81337,39.56552,0.01,0,0,0
2033,116.99917,39.55253,0.02,0,0,0
2034,117.18483,39.539265,0.02,0,0,0
2035,117.37047,39.52572,0.02,0,0,0
2036,117.55609,39.511894,0.02,0,0,0
2037,117.74157,39.497803,0.02,0,0,0
2038,117.92697,39.48343,0.02,0,0,0
2039,118.11228,39.468784,0.02,0,0,0
2040,118.29747,39.453865,0.01,0.02,63.46712395,63.46712395
2041,118.482605,39.43867,0.01,0.02,63.46712395,63.46712395
2042,118.66765,39.42321,0.01,0.88,89.3942587,89.3942587
2043,118.852554,39.40748,0.02,1.01,88.91065228,88.91065228
2044,119.037384,39.391464,0.05,1.33,87.8915945,87.8915945
2045,119.22216,39.37519,0.17,1.78,84.58736039,84.58736039
2046,119.40681,39.358635,0.44,1.96,77.38667525,77.38667525
2047,119.591354,39.341816,1.03,2.32,66.09393614,66.09393614
2048,119.77579,39.324722,0.58,2.12,74.73704292,74.73704292
2049,119.96007,39.30736,0.26,1.33,78.97885645,78.97885645
2050,120.144325,39.289738,0.11,0.67,80.71732847,80.71732847
2051,120.32841,39.271835,0.07,0.49,81.91142325,81.91142325
2052,120.51244,39.253674,0.06,0.44,82.27654468,82.27654468
