FID,lon,lat,pm01
64,115.85184,34.53844,17.73
65,116.02604,34.52995,24.31
66,116.20005,34.521206,40.61
67,116.37413,34.512222,31.82
68,116.54817,34.50298,20.2
69,116.72202,34.493496,17.25
70,116.89587,34.483772,21.54
71,117.069695,34.473793,23.39
72,117.24344,34.463573,21.48
73,117.4171,34.453106,25.47
74,117.59068,34.442394,28.51
75,109.90933,34.822838,19.49
76,110.08393,34.822613,19.91
77,110.259445,34.82212,14.5
78,110.43566,34.82138,15.45
79,110.610054,34.820377,23.11
80,110.78609,34.819134,30.74
81,110.961235,34.817627,33.2
82,111.136604,34.815865,38.24
83,111.311646,34.81385,50.16
84,111.48754,34.81159,49.18
85,111.6626,34.809074,45.23
86,111.837814,34.80631,47.25
87,112.013145,34.803288,40.57
88,112.18857,34.80002,39.39
89,112.363556,34.796494,41.77
90,112.53891,34.792717,50.63
91,112.71419,34.788692,46.45
92,112.889206,34.784416,40.52
93,113.06446,34.77989,36.22
94,113.23961,34.77511,35.69
95,113.41473,34.770073,31.98
96,113.58976,34.764793,26.99
97,113.76473,34.759262,22.99
98,113.93985,34.75348,19.96
99,114.11481,34.747448,19.5
100,114.28971,34.74117,20.42
101,114.46463,34.73464,18.24
102,114.63942,34.727848,16.63
103,114.81426,34.72082,15.24
104,114.98893,34.71354,11.4
105,115.16369,34.70601,8.95
106,115.33836,34.69823,9.89
107,115.51296,34.690205,12.59
108,115.687515,34.681923,18.06
109,115.86201,34.673405,25.22
110,116.036446,34.66463,38.47
111,116.21092,34.655605,28.42
112,116.385284,34.646336,18.91
113,116.559456,34.636826,18.47
114,116.73374,34.62706,22.45
115,116.90788,34.61705,23.87
116,117.08198,34.6068,23.21
117,117.25597,34.596287,27.3
118,117.42999,34.585545,29.21
119,117.60391,34.574554,29.15
120,117.77774,34.56331,26.04
121,117.951454,34.551826,21.28
122,118.12512,34.540096,20.29
123,118.2988,34.528122,19.18
124,118.4723,34.515907,18.68
125,118.6458,34.503445,17.65
126,118.81914,34.490738,15.89
127,118.99246,34.477795,13.7
128,119.16571,34.4646,12.57
129,119.338844,34.451168,10.79
130,119.51193,34.437492,9.4
131,109.90933,34.96685,16.17
132,110.08393,34.966625,14.49
133,110.25869,34.96613,19.97
134,110.43566,34.965374,27.15
135,110.61166,34.96437,30.05
136,110.78709,34.963108,28.08
137,110.96287,34.961594,29.82
138,111.13884,34.959827,36.65
139,111.31433,34.957817,35.6
140,111.48991,34.955536,42.86
141,111.66566,34.95301,60.59
142,111.84122,34.950233,54.83
143,112.01684,34.9472,55.86
144,112.192406,34.943924,55.17
145,112.367775,34.940384,91.08
146,112.54337,34.936596,76.78
147,112.71902,34.932556,54.07
148,112.894485,34.92826,37.72
149,113.069824,34.923717,37.12
150,113.245285,34.918922,36.01
151,113.4208,34.91387,28.66
152,113.59619,34.908577,23.9
153,113.77133,34.903023,21.21
154,113.9467,34.897224,20.78
155,114.12194,34.891167,20.53
156,114.29729,34.88486,18.69
157,114.47243,34.878304,18.13
158,114.6476,34.871494,16.4
159,114.82268,34.86444,11.62
160,114.99768,34.85714,9.24
161,115.17275,34.84958,9.72
162,115.34768,34.84177,12.97
163,115.52258,34.83371,18.71
164,115.697395,34.825405,26.47
165,115.87227,34.816853,35.57
166,116.04705,34.80805,22.55
167,116.22174,34.798996,19.87
168,116.39633,34.789696,20.56
169,116.57089,34.780144,22.56
170,116.745445,34.770348,23.39
171,116.91988,34.7603,23.77
172,117.094376,34.750008,27.1
173,117.268715,34.73947,27.78
174,117.442924,34.728683,23.64
175,117.617165,34.717655,20.88
176,117.79123,34.706367,19.41
177,117.96536,34.694847,19.09
178,118.13927,34.68308,17.48
179,118.313194,34.67106,16.34
180,118.48705,34.6588,14.63
181,118.660805,34.646294,12.44
182,118.834496,34.633545,11.16
183,119.008095,34.620556,10.24
184,119.1816,34.60732,8.2
185,119.355034,34.593834,6.99
186,119.52839,34.58012,4.8
187,119.701546,34.566147,3.8
188,119.87481,34.55194,3.09
189,120.04787,34.537495,1.84
190,120.22082,34.522804,1.03
191,120.393745,34.507877,0.9
192,120.56655,34.492706,0.83
193,120.73928,34.477287,0.74
194,120.911896,34.461636,0.69
195,121.08444,34.445747,0.61
196,109.90723,35.110924,16.41
197,110.09065,35.110645,16.31
198,110.261696,35.110134,20.72
199,110.43656,35.10937,22.69
200,110.6123,35.108356,22.52
201,110.788826,35.10709,21.85
202,110.9649,35.105568,21.54
203,111.14038,35.103794,24.46
204,111.31671,35.10177,42.92
205,111.49253,35.099487,55.11
206,111.66824,35.096954,50.15
207,111.8443,35.094166,51.53
208,112.02023,35.09112,54.69
209,112.19598,35.08783,52.33
210,112.371994,35.08428,71.62
211,112.54776,35.080475,82.34
212,112.72362,35.07642,76.57
213,112.89935,35.072113,47.97
214,113.07511,35.067554,37.84
215,113.250885,35.062737,36.01
216,113.42669,35.057674,32.09
217,113.60245,35.052353,25.38
218,113.77798,35.04678,22.64
219,113.95359,35.040955,22.59
220,114.12925,35.034885,22.75
221,114.30471,35.028553,22.34
222,114.48026,35.021976,20.81
223,114.655685,35.01514,17.46
224,114.83112,35.00806,12.61
225,115.006454,35.00073,10.12
226,115.18176,34.99315,10.05
227,115.357086,34.985313,13.45
228,115.532265,34.977226,19.48
229,115.707466,34.968887,27.46
230,115.88261,34.960304,28.9
231,116.05765,34.95147,21.74
232,116.2326,34.94238,21.51
233,116.40751,34.93305,25.33
234,116.582466,34.923466,22.56
235,116.75726,34.91363,22.97
236,116.93204,34.903553,25.67
237,117.10675,34.893223,28.02
238,117.28134,34.88265,25.67
239,117.45591,34.871822,21.77
240,117.63042,34.86075,19.99
241,117.8049,34.849426,19.76
242,117.979225,34.837864,19.32
243,118.153465,34.826057,16.62
244,118.32766,34.814,14.89
245,118.50185,34.801693,12.02
246,118.67592,34.78914,9.98
247,118.84987,34.776352,9.13
248,119.02374,34.76331,8.2
249,119.19758,34.750027,7.41
250,119.37124,34.736504,5.09
251,119.54492,34.722725,3.83
252,119.71851,34.708714,3.14
253,119.89196,34.694466,2.31
254,120.06528,34.67996,1.25
255,120.23865,34.66522,0.92
256,120.411766,34.65023,0.86
257,120.5849,34.635006,0.84
258,120.75787,34.619545,0.78
259,120.930786,34.603836,0.67
260,121.10359,34.58789,0.69
261,121.276276,34.571712,0.89
262,121.448875,34.55528,0.97
263,121.62138,34.538616,1.23
264,121.79381,34.521717,1.44
265,121.966064,34.504578,1.47
266,122.13826,34.4872,1.47
267,122.31034,34.469593,1.35
268,122.48229,34.45174,1.27
269,122.654144,34.43366,16.37
270,109.91376,35.25491,19.82
271,110.07913,35.254917,18.05
272,110.261696,35.254646,18.61
273,110.437454,35.25413,17.57
274,110.61389,35.253365,17.88
275,110.79031,35.252346,19.24
276,110.966515,35.251072,20.63
277,111.14295,35.24954,21.65
278,111.31864,35.247765,34.24
279,111.49541,35.245724,47.13
280,111.6714,35.243435,39.15
281,111.847694,35.240894,39.85
282,112.02391,35.23809,47.3
283,112.20016,35.23504,46.43
284,112.3762,35.23173,46.2
285,112.55237,35.22817,59.97
286,112.728645,35.224358,71.11
287,112.90455,35.220287,60.72
288,113.0807,35.215958,40.24
289,113.25672,35.211388,33.84
290,113.43279,35.20655,31.94
291,113.60864,35.201466,28.42
292,113.78465,35.19613,25.43
293,113.96057,35.190536,25.4
294,114.13654,35.184692,25.91
295,114.3123,35.178596,27.86
296,114.48817,35.172245,27.39
297,114.66389,35.165646,19.78
298,114.83959,35.158787,12.8
299,115.01529,35.15168,10.41
300,115.1909,35.14432,10.75
301,115.36641,35.13671,14.14
302,115.542,35.12885,20.77
303,115.71752,35.120735,27.19
304,115.89289,35.112366,28.7
305,116.06825,35.103752,22.74
306,116.2436,35.094883,23.52
307,116.41885,35.085766,25.75
308,116.59399,35.0764,23.42
309,116.76916,35.06678,25.58
310,116.94422,35.056915,30.5
311,117.11925,35.046795,31.54
312,117.29418,35.036434,24.98
313,117.46903,35.02582,22.64
314,117.64378,35.014957,20.63
315,117.81852,35.003845,19.65
316,117.99324,34.992485,17.6
317,118.167755,34.98088,14.45
318,118.34227,34.96903,12.84
319,118.516716,34.95693,10.1
320,118.69112,34.944584,8.35
321,118.86531,34.931988,7.46
322,119.03951,34.919147,6.3
323,119.21359,34.906063,5.67
324,119.38765,34.89273,3.88
325,119.56155,34.879154,3.17
326,119.73541,34.865334,2.54
327,119.90916,34.851273,1.6
328,120.08285,34.836967,1.03
329,120.256424,34.82242,0.9
330,120.42992,34.80762,0.94
331,120.60329,34.792587,0.88
332,120.77657,34.77731,0.76
333,120.94978,34.761787,0.65
334,121.12289,34.746025,0.78
335,121.29586,34.73003,0.95
336,121.46871,34.713783,1.05
337,121.64154,34.697308,1.4
338,121.81421,34.68058,1.5
339,121.98677,34.663624,1.52
340,122.159256,34.64642,1.49
341,122.33161,34.62899,1.35
342,122.50383,34.611317,1.28
343,109.90512,35.398888,23.73
344,110.08393,35.398895,21.36
345,110.26244,35.398636,18.97
346,110.43835,35.398125,14.87
347,110.61453,35.397354,15.33
348,110.792046,35.396328,17.08
349,110.96793,35.395042,18.78
350,111.14449,35.393513,20.25
351,111.321014,35.391724,31.5
352,111.497894,35.389683,47.93
353,111.67433,35.38738,49.11
354,111.85076,35.384834,37.34
355,112.02739,35.382015,35.53
356,112.20407,35.378956,36.01
357,112.380554,35.375633,32.53
358,112.55704,35.37206,37.23
359,112.73331,35.368233,54.31
360,112.9098,35.364143,56.5
361,113.08617,35.359806,43.14
362,113.26249,35.355213,34.15
363,113.43889,35.350365,30.35
364,113.6152,35.345257,28.92
365,113.791275,35.339905,29.57
366,113.96768,35.334293,28.56
367,114.14369,35.32843,26.89
368,114.320015,35.322308,30.37
369,114.49615,35.315937,30.52
370,114.67215,35.309307,21.37
371,114.84812,35.302433,12.43
372,115.024185,35.295296,11.3
373,115.2001,35.28791,12.57
374,115.37593,35.280273,16.17
375,115.55175,35.272385,24.2
376,115.727554,35.26424,28.83
377,115.90326,35.255844,29.97
378,116.078995,35.247196,23.5
379,116.25458,35.238297,24.6
380,116.430176,35.229145,24.78
381,116.60566,35.219753,24.65
382,116.78111,35.210094,30.44
383,116.95647,35.200195,34.2
384,117.131744,35.190044,34.08
385,117.306946,35.17964,23.13
386,117.482185,35.16899,20.12
387,117.65727,35.15809,19.24
388,117.83231,35.14694,19.39
389,118.007324,35.135532,15.72
390,118.18219,35.12389,12.32
391,118.35692,35.111996,10.58
392,118.53165,35.099854,8.08
393,118.70634,35.08746,6.85
394,118.88089,35.074825,6.02
395,119.05537,35.061935,6.04
396,119.22983,35.048805,4.02
397,119.40407,35.03543,3.16
398,119.57831,35.02181,2.62
399,119.75249,35.007942,1.91
400,119.92649,34.993828,1.26
401,120.1005,34.979465,0.96
402,120.27432,34.964867,1.01
403,120.44814,34.950024,1
404,120.62181,34.934933,0.86
405,120.79539,34.919605,0.73
406,120.96888,34.904026,0.65
407,121.142235,34.888214,0.84
408,121.315544,34.872154,0.99
409,121.488655,34.85586,1.17
410,121.66174,34.839317,1.5
411,121.834755,34.822536,1.56
412,122.00761,34.805523,1.56
413,122.180405,34.788258,1.49
414,122.35299,34.77076,1.36
415,122.52554,34.75303,1.31
416,109.91153,35.542862,23.83
417,110.08393,35.542873,24.83
418,110.26318,35.542618,20.96
419,110.44013,35.5421,16.36
420,110.61612,35.541325,16.32
421,110.793274,35.540302,18.59
422,110.96975,35.539017,18.47
423,111.14671,35.53748,18.23
424,111.32382,35.535683,25.61
425,111.50076,35.53363,36.01
426,111.67772,35.531322,35.55
427,111.85414,35.528763,28.48
428,112.03115,35.525944,30.73
429,112.207886,35.52287,32.1
430,112.38483,35.51954,28.63
431,112.56148,35.51595,29.43
432,112.73831,35.512108,42.78
433,112.91477,35.508007,46.79
434,113.09155,35.50365,41.57
435,113.26825,35.49904,32.67
436,113.44492,35.49417,29.86
437,113.62169,35.489056,27.91
438,113.798134,35.48368,30.02
439,113.974686,35.478043,30.4
440,114.1512,35.472157,28.57
441,114.327576,35.466022,29.33
442,114.50407,35.45962,25.74
443,114.68044,35.452972,18.13
444,114.856804,35.44607,13.07
445,115.033066,35.43891,15.07
446,115.20929,35.4315,16.7
447,115.38551,35.423832,24.83
448,115.56169,35.415913,36.73
449,115.73778,35.40774,38.66
450,115.91371,35.39932,28.29
451,116.08976,35.390644,23.7
452,116.2657,35.38171,24.35
453,116.441505,35.372528,23.27
454,116.61732,35.36309,27.33
455,116.793076,35.353405,31.1
456,116.96875,35.34347,32.68
457,117.14433,35.333282,31.1
458,117.3199,35.32284,19.61
459,117.49536,35.312153,16.55
460,117.67077,35.301212,16.72
461,117.84614,35.290028,15.86
462,118.02141,35.278584,11.69
463,118.19655,35.266895,9.08
464,118.37166,35.254955,7.15
465,118.54666,35.24277,6
466,118.72164,35.23034,5.52
467,118.896545,35.21766,4.63
468,119.07128,35.204727,4.93
469,119.24597,35.19155,3.08
470,119.42065,35.178123,2.65
471,119.59514,35.16445,2.1
472,119.76961,35.150536,1.55
473,119.94395,35.136375,1.12
474,120.11815,35.121967,1.1
475,120.29236,35.107315,1.11
476,120.46643,35.09242,0.97
477,120.64042,35.077274,0.83
478,120.81428,35.06189,0.71
479,120.98808,35.046265,0.7
480,121.1617,35.030388,0.88
481,121.3353,35.01428,1.04
482,121.50878,34.99792,1.35
483,121.682106,34.981323,1.57
484,121.855385,34.96448,1.6
485,122.028534,34.9474,1.59
486,122.20157,34.930088,1.5
487,122.374535,34.91253,1.39
488,122.54733,34.894733,1.35
489,109.90512,35.686844,26.21
490,110.08847,35.686855,23.46
491,110.26467,35.686596,18.39
492,110.440575,35.686077,16.78
493,110.61675,35.685307,19.73
494,110.79451,35.684277,18.83
495,110.97137,35.68299,15.42
496,111.14876,35.68145,17.69
497,111.32619,35.679646,20.75
498,111.50324,35.67759,21.89
499,111.68016,35.67527,17.71
500,111.857414,35.6727,18.34
501,112.03471,35.669865,26.04
502,112.211784,35.66678,27.9
503,112.38893,35.663437,27.5
504,112.5659,35.659836,36.06
505,112.743095,35.65598,36.07
506,112.92014,35.65186,35.04
507,113.09712,35.64749,31.27
508,113.27411,35.642864,31.14
509,113.451225,35.63798,28.52
510,113.62801,35.632843,29.84
511,113.804985,35.62745,29.22
512,113.98183,35.621796,26.13
513,114.1586,35.615887,22.54
514,114.33536,35.609722,19.15
515,114.51211,35.60331,14.87
516,114.68881,35.596634,13.76
517,114.86539,35.58971,19.18
518,115.0419,35.582527,29.42
519,115.21869,35.575085,45.43
520,115.39514,35.56739,55.58
521,115.57159,35.55944,40.35
522,115.74795,35.551243,24.34
523,115.92434,35.54279,22.11
524,116.1006,35.53408,21.87
525,116.27673,35.52512,24.05
526,116.453,35.515907,28.55
527,116.62904,35.50644,28.69
528,116.8051,35.49672,25.58
529,116.981094,35.486748,21.16
530,117.15706,35.476517,15.49
531,117.33289,35.466045,13.22
532,117.508705,35.455315,12.85
533,117.68432,35.444336,11.96
534,117.86003,35.43311,10.6
535,118.035614,35.421627,8.79
536,118.21103,35.4099,7.97
537,118.386475,35.397923,5.38
538,118.56186,35.385685,4.73
539,118.737015,35.373215,4.95
540,118.91221,35.36049,3.57
541,119.08736,35.347504,2.56
542,119.26231,35.334282,2.26
543,119.437225,35.320812,1.79
544,119.61203,35.3071,1.38
545,119.78686,35.293125,1.24
546,119.96147,35.278915,1.23
547,120.13602,35.264458,1.09
548,120.310486,35.24976,0.93
549,120.48482,35.234802,0.8
550,120.659065,35.21961,0.68
551,120.83326,35.20417,0.76
552,121.00733,35.188484,0.96
553,121.18131,35.172558,1.12
554,121.35514,35.15639,1.51
555,121.528915,35.139977,1.63
556,121.70256,35.123325,1.64
557,121.876144,35.10642,1.62
558,122.04961,35.089283,1.52
559,122.222916,35.071907,1.44
560,122.39611,35.054287,1.42
561,122.56923,35.036423,16.47
562,109.90512,35.83082,22.52
563,110.08847,35.830822,21.54
564,110.26244,35.830578,17.65
565,110.440575,35.83005,15.95
566,110.61866,35.82928,18.52
567,110.79598,35.828255,17.37
568,110.973175,35.826958,13.81
569,111.150635,35.82541,14.36
570,111.328545,35.823597,17.07
571,111.505714,35.82153,15.79
572,111.68319,35.819206,14.45
573,111.860886,35.816628,16.45
574,112.03846,35.81378,22.63
575,112.215675,35.810688,28.51
576,112.39319,35.807335,29.5
577,112.57047,35.80372,36.94
578,112.74809,35.79985,36.65
579,112.9253,35.795715,33.15
580,113.102745,35.791332,28.4
581,113.28003,35.786686,29.08
582,113.45718,35.78179,24.78
583,113.63438,35.776634,25.05
584,113.811775,35.771217,22.82
585,113.989,35.76554,17.6
586,114.16603,35.759613,16.59
587,114.343124,35.75343,15.43
588,114.52017,35.74699,13.09
589,114.69716,35.740288,13.45
590,114.874115,35.733337,19.4
591,115.0511,35.72613,33.45
592,115.22784,35.71867,47.97
593,115.404686,35.710945,53.69
594,115.5815,35.70297,30.35
595,115.75824,35.69474,20.67
596,115.93488,35.686256,19.02
597,116.11142,35.677513,21.09
598,116.28806,35.668518,24.22
599,116.46454,35.659275,25.67
600,116.64092,35.649773,22.5
601,116.81722,35.64002,18.95
602,116.99351,35.63001,15.09
603,117.16982,35.61975,11.53
604,117.34596,35.609234,9.85
605,117.52202,35.59847,9.82
606,117.69805,35.587452,9.93
607,117.873955,35.576187,10.96
608,118.0499,35.564663,11.86
609,118.22567,35.552895,11.83
610,118.40135,35.540874,5.39
611,118.576965,35.528603,5.48
612,118.75253,35.51608,4.05
613,118.928024,35.503307,2.75
614,119.103455,35.490284,2.31
615,119.27873,35.477013,2.03
616,119.45395,35.4635,1.65
617,119.62905,35.44973,1.44
618,119.80412,35.43571,1.35
619,119.979065,35.421448,1.21
620,120.15394,35.40694,1.05
621,120.32869,35.39219,0.9
622,120.50336,35.377182,0.76
623,120.67792,35.361935,0.64
624,120.85236,35.34644,0.81
625,121.0267,35.3307,1.02
626,121.20106,35.31472,1.24
627,121.37512,35.298496,1.61
628,121.549164,35.282024,1.67
629,121.72315,35.265312,1.67
630,121.89697,35.248356,1.66
631,122.070724,35.23115,1.57
632,122.24436,35.21371,1.51
633,122.41782,35.19603,1.46
634,122.59122,35.17811,15.49
635,109.90512,35.9748,21.33
636,110.08847,35.974545,17.85
637,110.26318,35.97403,14.77
638,110.4419,35.973255,15.85
639,110.619286,35.972214,16.29
640,110.79697,35.97092,15.97
641,110.974785,35.96936,15.87
642,111.15318,35.96755,19.11
643,111.3309,35.965473,19.31
644,111.5087,35.963146,14.04
645,111.68644,35.96055,14.9
646,111.86425,35.957703,20.12
647,112.04211,35.95459,27.02
648,112.21982,35.95122,33.42
649,112.397514,35.9476,45.07
650,112.575195,35.943714,42.75
651,112.75293,35.939568,34.23
652,112.93065,35.93517,25.83
653,113.10816,35.930508,21.14
654,113.28593,35.92559,15.22
655,113.46357,35.92041,16.77
656,113.64116,35.914974,14.72
657,113.8185,35.90929,11.6
658,113.99611,35.90334,10.75
659,114.173454,35.897133,11.73
660,114.35082,35.890667,9.7
661,114.52823,35.883945,10.62
662,114.705574,35.87697,20.04
663,114.88287,35.869736,34.59
664,115.06005,35.862244,44.91
665,115.23731,35.854492,39.46
666,115.41436,35.846485,22.14
667,115.59153,35.838223,18.2
668,115.76858,35.829716,18.13
669,115.94551,35.820946,20.98
670,116.122444,35.811916,20.72
671,116.29925,35.802643,18.94
672,116.47609,35.793102,15.94
673,116.65282,35.783318,13.89
674,116.829445,35.773273,10.93
675,117.00606,35.762978,8.71
676,117.18262,35.752426,8.79
677,117.35912,35.741627,8.06
678,117.53547,35.730564,8.31
679,117.71178,35.719257,10.44
680,117.8881,35.707695,11.39
681,118.06427,35.695885,12.13
682,118.24032,35.68382,6.43
683,118.41634,35.6715,4.62
684,118.592316,35.65894,3.18
685,118.76812,35.646114,2.45
686,118.94392,35.633053,2.16
687,119.11958,35.61973,1.86
688,119.29526,35.606167,1.61
689,119.47073,35.592354,1.49
690,119.646126,35.57829,1.34
691,119.82152,35.563976,1.18
692,119.99677,35.549416,1.01
693,120.1719,35.534607,0.86
694,120.34696,35.519558,0.72
695,120.52193,35.504253,0.64
696,120.69683,35.4887,0.86
697,120.87157,35.47291,1.06
698,121.046234,35.45687,1.37
699,121.220795,35.44059,1.67
700,121.39526,35.424057,1.72
701,121.56965,35.407288,1.71
702,121.74387,35.390274,1.7
703,121.91798,35.373016,1.65
704,122.091965,35.35551,1.6
705,122.26591,35.337765,1.58
706,122.439705,35.31978,14.13
707,122.613396,35.30155,15.89
708,109.90512,36.11877,20.48
709,110.09065,36.11852,14.42
710,110.26393,36.118,13.13
711,110.442345,36.117214,14.04
712,110.62055,36.116177,15.41
713,110.79868,36.11488,16.44
714,110.97679,36.11331,20.09
715,111.15488,36.111496,20.63
716,111.332954,36.109417,18.96
717,111.51129,36.107075,21.47
718,111.68934,36.104473,23.48
719,111.86771,36.101612,23.53
720,112.04565,36.098495,33.54
721,112.223785,36.095116,46.08
722,112.402,36.091473,42.37
723,112.58013,36.087578,38.78
724,112.757904,36.08342,25.14
725,112.93578,36.078995,11.48
726,113.11395,36.07432,7.01
727,113.29194,36.06939,8.01
728,113.46978,36.06419,7.31
729,113.64755,36.05874,7.34
730,113.82542,36.05303,7.91
731,114.00326,36.04706,8.6
732,114.181,36.040825,7.49
733,114.35879,36.03434,9.71
734,114.53639,36.027596,21.19
735,114.71402,36.02059,30.39
736,114.89165,36.01333,33.1
737,115.0693,36.005814,28.23
738,115.246735,35.998035,17.36
739,115.42423,35.990005,15.6
740,115.60155,35.981712,16.35
741,115.7789,35.97317,18.35
742,115.956184,35.964367,16.35
743,116.133354,35.955315,13.37
744,116.3106,35.946003,11.88
745,116.4877,35.936428,10.45
746,116.66477,35.92661,9.54
747,116.8417,35.91653,9.35
748,117.01868,35.906197,10.66
749,117.19547,35.895607,10.58
750,117.37225,35.88477,11.03
751,117.54894,35.87367,13.12
752,117.72561,35.86232,13.1
753,117.902176,35.85072,10.19
754,118.07857,35.838867,5.8
755,118.25503,35.82676,3.87
756,118.43143,35.814396,2.73
757,118.60762,35.80179,2.32
758,118.78378,35.78893,2.01
759,118.95987,35.775814,1.78
760,119.1359,35.76245,1.63
761,119.31178,35.748837,1.48
762,119.48768,35.73497,1.32
763,119.663376,35.72086,1.16
764,119.83898,35.706493,0.98
765,120.01454,35.691883,0.82
766,120.19,35.67702,0.69
767,120.36535,35.661915,0.69
768,120.54065,35.64656,0.91
769,120.71582,35.63096,1.12
770,120.89082,35.615105,1.51
771,121.06581,35.59901,1.73
772,121.2407,35.582676,1.76
773,121.415436,35.566086,1.76
774,121.59004,35.549255,1.77
775,121.76463,35.53218,1.75
776,121.93904,35.514862,1.71
777,122.113335,35.497295,1.72
778,122.287575,35.479496,12.3
779,122.46164,35.46144,13.72
780,122.63561,35.443157,14.09
781,109.90512,36.262737,14.9
782,110.08847,36.262478,12.11
783,110.26541,36.261963,11.9
784,110.44367,36.26118,12.52
785,110.621185,36.260136,14.6
786,110.79991,36.25884,18.97
787,110.97799,36.257267,20.17
788,111.15742,36.25544,22.36
789,111.33545,36.253353,23.71
790,111.51388,36.251003,23.82
791,111.69247,36.24839,21.38
792,111.87074,36.24552,31.18
793,112.04957,36.24239,45.76
794,112.228004,36.238995,39.22
795,112.40615,36.235348,38.01
796,112.584526,36.23143,21.67
797,112.76308,36.227257,6.94
798,112.941246,36.222824,3.92
799,113.119545,36.218136,4.57
800,113.29777,36.213177,5.26
801,113.47604,36.207966,7.46
802,113.65426,36.202496,8.73
803,113.83237,36.196766,9.47
804,114.010445,36.19077,8.84
805,114.18858,36.184517,10.25
806,114.366646,36.178,20.95
807,114.54472,36.17124,29.53
808,114.72261,36.164207,30.04
809,114.90045,36.156925,18.17
810,115.07837,36.149376,14.22
811,115.256134,36.14158,13.2
812,115.433975,36.13352,16.07
813,115.61172,36.1252,17.17
814,115.78934,36.11662,13.98
815,115.967,36.107788,10.52
816,116.14443,36.098705,10.83
817,116.32199,36.08935,12.96
818,116.49939,36.07975,14.09
819,116.67671,36.0699,15.42
820,116.85398,36.05978,14.34
821,117.03121,36.04941,13.13
822,117.208435,36.038784,13.12
823,117.38552,36.027905,13.65
824,117.56255,36.01677,11.51
825,117.73944,36.00538,7.73
826,117.91637,35.99374,5.89
827,118.09312,35.981842,3.95
828,118.26984,35.96969,2.65
829,118.44651,35.957287,2.07
830,118.62308,35.944633,1.93
831,118.799515,35.93173,1.78
832,118.97595,35.918568,1.63
833,119.15224,35.905155,1.47
834,119.32846,35.89149,1.31
835,119.504654,35.877583,1.14
836,119.68063,35.86342,0.95
837,119.85657,35.849003,0.79
838,120.03243,35.834343,0.66
839,120.20819,35.819427,0.74
840,120.38388,35.804268,0.93
841,120.55942,35.78886,1.19
842,120.73486,35.773197,1.63
843,120.91027,35.7573,1.77
844,121.08551,35.741142,1.79
845,121.260605,35.724743,1.82
846,121.43574,35.708103,1.85
847,121.61068,35.691216,1.85
848,121.7855,35.67408,1.84
849,121.960205,35.656696,1.87
850,122.134865,35.639072,11.33
851,122.30935,35.621212,11.81
852,122.48372,35.6031,12.4
853,109.90109,36.406437,12.61
854,110.081566,36.40592,11.87
855,110.26614,36.40514,12.18
856,110.44499,36.40409,13.72
857,110.62244,36.402782,17.49
858,110.801865,36.401207,20.36
859,110.980385,36.399376,30.92
860,111.15877,36.397278,33.74
861,111.33838,36.394924,33.02
862,111.516846,36.392307,23.33
863,111.69559,36.389423,26.02
864,111.8743,36.386284,42.1
865,112.05309,36.38288,40.28
866,112.231865,36.37922,37.71
867,112.41062,36.375286,22.1
868,112.58914,36.371098,8.55
869,112.76782,36.36665,4.32
870,112.9465,36.361935,4.56
871,113.12512,36.356968,5.72
872,113.30387,36.351734,8.13
873,113.48245,36.346245,10.38
