FID,lon,lat,pm02,pm02_1
0,109.90933,34.53462,14.32,14.32
1,110.08393,34.534874,14.65,14.65
2,110.259445,34.534874,12.93,12.93
3,110.43431,34.534626,11.51,11.51
4,110.60813,34.53414,11.58,11.58
5,110.78335,34.53341,12.26,12.26
6,110.957565,34.532417,12.8,12.8
7,111.13264,34.53117,13.61,13.61
8,111.307465,34.529682,16.62,16.62
9,111.482,34.527935,19.73,19.73
10,111.65682,34.525944,26.2,26.2
11,111.83152,34.5237,28.31,28.31
12,112.006134,34.521194,24.66,24.66
13,112.180954,34.51845,23.08,23.08
14,112.355515,34.51545,21.65,21.65
15,112.530106,34.512207,20.92,20.92
16,112.704796,34.508713,21.64,21.64
17,112.879295,34.50496,24.43,24.43
18,113.05384,34.50097,25.35,25.35
19,113.22841,34.496716,26.93,26.93
20,113.40283,34.49222,24.55,24.55
21,113.57731,34.487476,23.31,23.31
22,113.751816,34.482483,23.1,23.1
23,113.926056,34.477238,22.76,22.76
24,114.10046,34.471752,21.29,21.29
25,114.27471,34.466007,20.07,20.07
26,114.449066,34.460014,18.8,18.8
27,114.62326,34.45378,17.54,17.54
28,114.79747,34.447296,17.07,17.07
29,114.97166,34.44056,17.8,17.8
30,109.90723,34.67885,15.63,15.63
31,110.08393,34.678852,14.67,14.67
32,110.26019,34.67862,13.59,13.59
33,110.43386,34.678135,14.2,14.2
34,110.60909,34.677387,13.91,13.91
35,110.78435,34.6764,13.49,13.49
36,110.959816,34.675148,14.06,14.06
37,111.134705,34.673653,16.85,16.85
38,111.310005,34.671894,19.55,19.55
39,111.4849,34.66989,23.97,23.97
40,111.65965,34.66764,26.44,26.44
41,111.83462,34.665134,24.38,24.38
42,112.00974,34.662384,23.52,23.52
43,112.184715,34.659367,21.48,21.48
44,112.359665,34.65611,21.28,21.28
45,112.53451,34.652603,22.34,22.34
46,112.70935,34.648838,26.09,26.09
47,112.88432,34.644825,28.06,28.06
48,113.05903,34.64057,29,29
49,113.233864,34.63605,26,26
50,113.40876,34.63129,25.11,25.11
51,113.583595,34.626278,24.81,24.81
52,113.75828,34.621017,23.66,23.66
53,113.93294,34.615505,22.64,22.64
54,114.10761,34.60974,21.31,21.31
55,114.28222,34.603733,20.51,20.51
56,114.456726,34.597477,17.78,17.78
57,114.631386,34.590965,17.53,17.53
58,114.80588,34.584206,17.66,17.66
59,114.98024,34.577198,19.54,19.54
60,115.15458,34.56995,20.7,20.7
61,115.328964,34.562443,21.38,21.38
62,115.50339,34.554688,22.36,22.36
63,115.67769,34.546684,21.6,21.6
64,115.85184,34.53844,20.73,20.73
65,116.02604,34.52995,18.62,18.62
66,116.20005,34.521206,17.38,17.38
67,116.37413,34.512222,16.87,16.87
68,116.54817,34.50298,15.81,15.81
69,116.72202,34.493496,14.26,14.26
70,116.89587,34.483772,12.58,12.58
71,117.069695,34.473793,12.09,12.09
72,117.24344,34.463573,11.45,11.45
73,117.4171,34.453106,10.62,10.62
74,117.59068,34.442394,9.41,9.41
75,109.90933,34.822838,17.52,17.52
76,110.08393,34.822613,18.84,18.84
77,110.259445,34.82212,17.61,17.61
78,110.43566,34.82138,14.97,14.97
79,110.610054,34.820377,13.47,13.47
80,110.78609,34.819134,13.73,13.73
81,110.961235,34.817627,13.84,13.84
82,111.136604,34.815865,14.23,14.23
83,111.311646,34.81385,14.85,14.85
84,111.48754,34.81159,16.32,16.32
85,111.6626,34.809074,18,18
86,111.837814,34.80631,21.34,21.34
87,112.013145,34.803288,22.15,22.15
88,112.18857,34.80002,24.78,24.78
89,112.363556,34.796494,25.6,25.6
90,112.53891,34.792717,30.34,30.34
91,112.71419,34.788692,31.33,31.33
92,112.889206,34.784416,29.94,29.94
93,113.06446,34.77989,26.28,26.28
94,113.23961,34.77511,25.49,25.49
95,113.41473,34.770073,25.68,25.68
96,113.58976,34.764793,24.59,24.59
97,113.76473,34.759262,24.09,24.09
98,113.93985,34.75348,22.94,22.94
99,114.11481,34.747448,21.83,21.83
100,114.28971,34.74117,19.38,19.38
101,114.46463,34.73464,18.42,18.42
102,114.63942,34.727848,18.47,18.47
103,114.81426,34.72082,19.45,19.45
104,114.98893,34.71354,20.65,20.65
105,115.16369,34.70601,21.48,21.48
106,115.33836,34.69823,22.47,22.47
107,115.51296,34.690205,21.51,21.51
108,115.687515,34.681923,19.37,19.37
109,115.86201,34.673405,18.29,18.29
110,116.036446,34.66463,15.58,15.58
111,116.21092,34.655605,12.85,12.85
112,116.385284,34.646336,12.26,12.26
113,116.559456,34.636826,12.29,12.29
114,116.73374,34.62706,11.9,11.9
115,116.90788,34.61705,11.23,11.23
116,117.08198,34.6068,10.95,10.95
117,117.25597,34.596287,10.27,10.27
118,117.42999,34.585545,9.27,9.27
119,117.60391,34.574554,7.62,7.62
120,117.77774,34.56331,6.32,6.32
121,117.951454,34.551826,5.9,5.9
122,118.12512,34.540096,5.45,5.45
123,118.2988,34.528122,4.96,4.96
124,118.4723,34.515907,4.67,4.67
125,118.6458,34.503445,4.33,4.33
126,118.81914,34.490738,3.97,3.97
127,118.99246,34.477795,3.61,3.61
128,119.16571,34.4646,3.27,3.27
129,119.338844,34.451168,3.02,3.02
130,119.51193,34.437492,2.72,2.72
131,109.90933,34.96685,22.11,22.11
132,110.08393,34.966625,18.24,18.24
133,110.25869,34.96613,14.57,14.57
134,110.43566,34.965374,14.05,14.05
135,110.61166,34.96437,13.73,13.73
136,110.78709,34.963108,12.97,12.97
137,110.96287,34.961594,12.45,12.45
138,111.13884,34.959827,12.83,12.83
139,111.31433,34.957817,14.05,14.05
140,111.48991,34.955536,16.99,16.99
141,111.66566,34.95301,21.82,21.82
142,111.84122,34.950233,24.79,24.79
143,112.01684,34.9472,30.24,30.24
144,112.192406,34.943924,30.48,30.48
145,112.367775,34.940384,34.17,34.17
146,112.54337,34.936596,33.01,33.01
147,112.71902,34.932556,29.88,29.88
148,112.894485,34.92826,26.4,26.4
149,113.069824,34.923717,25.79,25.79
150,113.245285,34.918922,25.36,25.36
151,113.4208,34.91387,24.31,24.31
152,113.59619,34.908577,24.19,24.19
153,113.77133,34.903023,23.3,23.3
154,113.9467,34.897224,21.61,21.61
155,114.12194,34.891167,20.87,20.87
156,114.29729,34.88486,19.92,19.92
157,114.47243,34.878304,20.14,20.14
158,114.6476,34.871494,20.64,20.64
159,114.82268,34.86444,22.14,22.14
160,114.99768,34.85714,23.02,23.02
161,115.17275,34.84958,23.73,23.73
162,115.34768,34.84177,21.92,21.92
163,115.52258,34.83371,19.61,19.61
164,115.697395,34.825405,18.2,18.2
165,115.87227,34.816853,15.46,15.46
166,116.04705,34.80805,13.63,13.63
167,116.22174,34.798996,12.64,12.64
168,116.39633,34.789696,12.25,12.25
169,116.57089,34.780144,11.56,11.56
170,116.745445,34.770348,10.83,10.83
171,116.91988,34.7603,10.37,10.37
172,117.094376,34.750008,9.75,9.75
173,117.268715,34.73947,8.38,8.38
174,117.442924,34.728683,6.63,6.63
175,117.617165,34.717655,5.65,5.65
176,117.79123,34.706367,5.33,5.33
177,117.96536,34.694847,5.5,5.5
178,118.13927,34.68308,5.1,5.1
179,118.313194,34.67106,4.71,4.71
180,118.48705,34.6588,4,4
181,118.660805,34.646294,3.46,3.46
182,118.834496,34.633545,3.16,3.16
183,119.008095,34.620556,2.95,2.95
184,119.1816,34.60732,2.71,2.71
185,119.355034,34.593834,2.59,2.59
186,119.52839,34.58012,2.31,2.31
187,119.701546,34.566147,1.85,1.85
188,119.87481,34.55194,1.17,1.17
189,120.04787,34.537495,0.72,0.72
190,120.22082,34.522804,0.49,0.49
191,120.393745,34.507877,0.32,0.32
192,120.56655,34.492706,0.49,0.49
193,120.73928,34.477287,0.62,0.62
194,120.911896,34.461636,0.55,0.55
195,121.08444,34.445747,0.24,0.24
196,109.90723,35.110924,22.64,22.64
197,110.09065,35.110645,18.38,18.38
198,110.261696,35.110134,14.99,14.99
199,110.43656,35.10937,13.76,13.76
200,110.6123,35.108356,12.37,12.37
201,110.788826,35.10709,10.81,10.81
202,110.9649,35.105568,11.14,11.14
203,111.14038,35.103794,11.45,11.45
204,111.31671,35.10177,13.37,13.37
205,111.49253,35.099487,15.79,15.79
206,111.66824,35.096954,19.66,19.66
207,111.8443,35.094166,22.5,22.5
208,112.02023,35.09112,29.62,29.62
209,112.19598,35.08783,31.2,31.2
210,112.371994,35.08428,31.29,31.29
211,112.54776,35.080475,30.44,30.44
212,112.72362,35.07642,29.29,29.29
213,112.89935,35.072113,26.48,26.48
214,113.07511,35.067554,25.39,25.39
215,113.250885,35.062737,24.28,24.28
216,113.42669,35.057674,23.82,23.82
217,113.60245,35.052353,23.62,23.62
218,113.77798,35.04678,23.06,23.06
219,113.95359,35.040955,21.89,21.89
220,114.12925,35.034885,22.27,22.27
221,114.30471,35.028553,22.09,22.09
222,114.48026,35.021976,21.27,21.27
223,114.655685,35.01514,20.78,20.78
224,114.83112,35.00806,22.54,22.54
225,115.006454,35.00073,23.71,23.71
226,115.18176,34.99315,24.88,24.88
227,115.357086,34.985313,24.5,24.5
228,115.532265,34.977226,20.19,20.19
229,115.707466,34.968887,17.51,17.51
230,115.88261,34.960304,15.57,15.57
231,116.05765,34.95147,14.46,14.46
232,116.2326,34.94238,13.46,13.46
233,116.40751,34.93305,12.59,12.59
234,116.582466,34.923466,11.45,11.45
235,116.75726,34.91363,10.05,10.05
236,116.93204,34.903553,9.07,9.07
237,117.10675,34.893223,7.92,7.92
238,117.28134,34.88265,6.84,6.84
239,117.45591,34.871822,5.95,5.95
240,117.63042,34.86075,4.08,4.08
241,117.8049,34.849426,3.33,3.33
242,117.979225,34.837864,3.25,3.25
243,118.153465,34.826057,3.43,3.43
244,118.32766,34.814,3.49,3.49
245,118.50185,34.801693,3.33,3.33
246,118.67592,34.78914,3.02,3.02
247,118.84987,34.776352,2.69,2.69
248,119.02374,34.76331,2.52,2.52
249,119.19758,34.750027,2.26,2.26
250,119.37124,34.736504,2.07,2.07
251,119.54492,34.722725,2.02,2.02
252,119.71851,34.708714,1.82,1.82
253,119.89196,34.694466,1.35,1.35
254,120.06528,34.67996,0.76,0.76
255,120.23865,34.66522,0.49,0.49
256,120.411766,34.65023,0.26,0.26
257,120.5849,34.635006,0.36,0.36
258,120.75787,34.619545,0.45,0.45
259,120.930786,34.603836,0.39,0.39
260,121.10359,34.58789,0.17,0.17
261,121.276276,34.571712,0.09,0.09
262,121.448875,34.55528,0.05,0.05
263,121.62138,34.538616,0.03,0.03
264,121.79381,34.521717,0.02,0.02
265,121.966064,34.504578,0.01,0.01
266,122.13826,34.4872,0.01,0.01
267,122.31034,34.469593,0.01,0.01
268,122.48229,34.45174,0.01,0.01
269,122.654144,34.43366,17.92,17.92
270,109.91376,35.25491,22.5,22.5
271,110.07913,35.254917,20.43,20.43
272,110.261696,35.254646,15.4,15.4
273,110.437454,35.25413,12.41,12.41
274,110.61389,35.253365,10.34,10.34
275,110.79031,35.252346,10.65,10.65
276,110.966515,35.251072,11.1,11.1
277,111.14295,35.24954,11.42,11.42
278,111.31864,35.247765,12.24,12.24
279,111.49541,35.245724,14.52,14.52
280,111.6714,35.243435,18.37,18.37
281,111.847694,35.240894,18.89,18.89
282,112.02391,35.23809,19.91,19.91
283,112.20016,35.23504,26.54,26.54
284,112.3762,35.23173,29.11,29.11
285,112.55237,35.22817,30.67,30.67
286,112.728645,35.224358,31.47,31.47
287,112.90455,35.220287,28.59,28.59
288,113.0807,35.215958,26.15,26.15
289,113.25672,35.211388,24.43,24.43
290,113.43279,35.20655,23.72,23.72
291,113.60864,35.201466,22.64,22.64
292,113.78465,35.19613,22.52,22.52
293,113.96057,35.190536,21.97,21.97
294,114.13654,35.184692,22.79,22.79
295,114.3123,35.178596,22.76,22.76
296,114.48817,35.172245,21.23,21.23
297,114.66389,35.165646,20.78,20.78
298,114.83959,35.158787,20.96,20.96
299,115.01529,35.15168,24.37,24.37
300,115.1909,35.14432,26.73,26.73
301,115.36641,35.13671,27.27,27.27
302,115.542,35.12885,20.88,20.88
303,115.71752,35.120735,17.38,17.38
304,115.89289,35.112366,16.21,16.21
305,116.06825,35.103752,14.21,14.21
306,116.2436,35.094883,11.11,11.11
307,116.41885,35.085766,9.27,9.27
308,116.59399,35.0764,7.37,7.37
309,116.76916,35.06678,6.16,6.16
310,116.94422,35.056915,5.07,5.07
311,117.11925,35.046795,5.57,5.57
312,117.29418,35.036434,5.25,5.25
313,117.46903,35.02582,3.84,3.84
314,117.64378,35.014957,2.45,2.45
315,117.81852,35.003845,2.14,2.14
316,117.99324,34.992485,1.98,1.98
317,118.167755,34.98088,1.49,1.49
318,118.34227,34.96903,0.99,0.99
319,118.516716,34.95693,0.95,0.95
320,118.69112,34.944584,1.15,1.15
321,118.86531,34.931988,1.3,1.3
322,119.03951,34.919147,1.36,1.36
323,119.21359,34.906063,1.34,1.34
324,119.38765,34.89273,1.36,1.36
325,119.56155,34.879154,1.47,1.47
326,119.73541,34.865334,1.5,1.5
327,119.90916,34.851273,1.27,1.27
328,120.08285,34.836967,0.79,0.79
329,120.256424,34.82242,0.44,0.44
330,120.42992,34.80762,0.39,0.39
331,120.60329,34.792587,0.38,0.38
332,120.77657,34.77731,0.36,0.36
333,120.94978,34.761787,0.29,0.29
334,121.12289,34.746025,0.14,0.14
335,121.29586,34.73003,0.06,0.06
336,121.46871,34.713783,0.02,0.02
337,121.64154,34.697308,0.01,0.01
338,121.81421,34.68058,0,0
339,121.98677,34.663624,0,0
340,122.159256,34.64642,0,0
341,122.33161,34.62899,0,0
342,122.50383,34.611317,0,0
343,109.90512,35.398888,22.1,22.1
344,110.08393,35.398895,20.87,20.87
345,110.26244,35.398636,16.63,16.63
346,110.43835,35.398125,12.55,12.55
347,110.61453,35.397354,10.45,10.45
348,110.792046,35.396328,11.34,11.34
349,110.96793,35.395042,11.67,11.67
350,111.14449,35.393513,11.64,11.64
351,111.321014,35.391724,12.05,12.05
352,111.497894,35.389683,14.52,14.52
353,111.67433,35.38738,17.18,17.18
354,111.85076,35.384834,14.17,14.17
355,112.02739,35.382015,14.84,14.84
356,112.20407,35.378956,19.1,19.1
357,112.380554,35.375633,23.85,23.85
358,112.55704,35.37206,30.17,30.17
359,112.73331,35.368233,32.24,32.24
360,112.9098,35.364143,28.98,28.98
361,113.08617,35.359806,27.18,27.18
362,113.26249,35.355213,25.94,25.94
363,113.43889,35.350365,25.8,25.8
364,113.6152,35.345257,23.36,23.36
365,113.791275,35.339905,22.71,22.71
366,113.96768,35.334293,22.07,22.07
367,114.14369,35.32843,22.9,22.9
368,114.320015,35.322308,22.19,22.19
369,114.49615,35.315937,20.03,20.03
370,114.67215,35.309307,19.37,19.37
371,114.84812,35.302433,19.6,19.6
372,115.024185,35.295296,22.93,22.93
373,115.2001,35.28791,26.93,26.93
374,115.37593,35.280273,29.41,29.41
375,115.55175,35.272385,21.23,21.23
376,115.727554,35.26424,17.99,17.99
377,115.90326,35.255844,16.56,16.56
378,116.078995,35.247196,12.83,12.83
379,116.25458,35.238297,8.19,8.19
380,116.430176,35.229145,4.74,4.74
381,116.60566,35.219753,2.95,2.95
382,116.78111,35.210094,2.8,2.8
383,116.95647,35.200195,2.99,2.99
384,117.131744,35.190044,5.93,5.93
385,117.306946,35.17964,5.54,5.54
386,117.482185,35.16899,3.67,3.67
387,117.65727,35.15809,2.44,2.44
388,117.83231,35.14694,2.31,2.31
389,118.007324,35.135532,2.07,2.07
390,118.18219,35.12389,1.92,1.92
391,118.35692,35.111996,1.4,1.4
392,118.53165,35.099854,0.76,0.76
393,118.70634,35.08746,0.24,0.24
394,118.88089,35.074825,0.14,0.14
395,119.05537,35.061935,0.18,0.18
396,119.22983,35.048805,0.29,0.29
397,119.40407,35.03543,0.45,0.45
398,119.57831,35.02181,0.71,0.71
399,119.75249,35.007942,0.91,0.91
400,119.92649,34.993828,0.95,0.95
401,120.1005,34.979465,0.65,0.65
402,120.27432,34.964867,0.39,0.39
403,120.44814,34.950024,0.39,0.39
404,120.62181,34.934933,0.42,0.42
405,120.79539,34.919605,0.36,0.36
406,120.96888,34.904026,0.24,0.24
407,121.142235,34.888214,0.11,0.11
408,121.315544,34.872154,0.04,0.04
409,121.488655,34.85586,0.01,0.01
410,121.66174,34.839317,0,0
411,121.834755,34.822536,0,0
412,122.00761,34.805523,0,0
413,122.180405,34.788258,0,0
414,122.35299,34.77076,0,0
415,122.52554,34.75303,0,0
416,109.91153,35.542862,20.53,20.53
417,110.08393,35.542873,21.42,21.42
418,110.26318,35.542618,18.45,18.45
419,110.44013,35.5421,14.96,14.96
420,110.61612,35.541325,12,12
421,110.793274,35.540302,12.38,12.38
422,110.96975,35.539017,12.24,12.24
423,111.14671,35.53748,11.86,11.86
424,111.32382,35.535683,12.18,12.18
425,111.50076,35.53363,14.58,14.58
426,111.67772,35.531322,16.48,16.48
427,111.85414,35.528763,12.54,12.54
428,112.03115,35.525944,12.73,12.73
429,112.207886,35.52287,17.59,17.59
430,112.38483,35.51954,20.6,20.6
431,112.56148,35.51595,25.25,25.25
432,112.73831,35.512108,28.33,28.33
433,112.91477,35.508007,27.13,27.13
434,113.09155,35.50365,27.39,27.39
435,113.26825,35.49904,27.33,27.33
436,113.44492,35.49417,26.98,26.98
437,113.62169,35.489056,22.99,22.99
438,113.798134,35.48368,22.83,22.83
439,113.974686,35.478043,22.77,22.77
440,114.1512,35.472157,21.45,21.45
441,114.327576,35.466022,21.62,21.62
442,114.50407,35.45962,20.59,20.59
443,114.68044,35.452972,19.7,19.7
444,114.856804,35.44607,20.51,20.51
445,115.033066,35.43891,23.63,23.63
446,115.20929,35.4315,27.69,27.69
447,115.38551,35.423832,30.06,30.06
448,115.56169,35.415913,23.49,23.49
449,115.73778,35.40774,19.94,19.94
450,115.91371,35.39932,14.22,14.22
451,116.08976,35.390644,9.06,9.06
452,116.2657,35.38171,4.4,4.4
453,116.441505,35.372528,2.32,2.32
454,116.61732,35.36309,2.76,2.76
455,116.793076,35.353405,2.89,2.89
456,116.96875,35.34347,2.87,2.87
457,117.14433,35.333282,3.61,3.61
458,117.3199,35.32284,3.52,3.52
459,117.49536,35.312153,3.08,3.08
460,117.67077,35.301212,2.59,2.59
461,117.84614,35.290028,2.25,2.25
462,118.02141,35.278584,2.06,2.06
463,118.19655,35.266895,2.13,2.13
464,118.37166,35.254955,2.07,2.07
465,118.54666,35.24277,1.67,1.67
466,118.72164,35.23034,0.89,0.89
467,118.896545,35.21766,0.24,0.24
468,119.07128,35.204727,0.09,0.09
469,119.24597,35.19155,0.08,0.08
470,119.42065,35.178123,0.09,0.09
471,119.59514,35.16445,0.22,0.22
472,119.76961,35.150536,0.38,0.38
473,119.94395,35.136375,0.47,0.47
474,120.11815,35.121967,0.39,0.39
475,120.29236,35.107315,0.42,0.42
476,120.46643,35.09242,0.46,0.46
477,120.64042,35.077274,0.41,0.41
478,120.81428,35.06189,0.32,0.32
479,120.98808,35.046265,0.2,0.2
480,121.1617,35.030388,0.08,0.08
481,121.3353,35.01428,0.02,0.02
482,121.50878,34.99792,0,0
483,121.682106,34.981323,0,0
484,121.855385,34.96448,0,0
485,122.028534,34.9474,0,0
486,122.20157,34.930088,0,0
487,122.374535,34.91253,0,0
488,122.54733,34.894733,0,0
489,109.90512,35.686844,19.83,19.83
490,110.08847,35.686855,18.88,18.88
491,110.26467,35.686596,15.61,15.61
492,110.440575,35.686077,12.44,12.44
493,110.61675,35.685307,12.54,12.54
494,110.79451,35.684277,11.7,11.7
495,110.97137,35.68299,11.69,11.69
496,111.14876,35.68145,11.6,11.6
497,111.32619,35.679646,13.6,13.6
498,111.50324,35.67759,14.96,14.96
499,111.68016,35.67527,11.8,11.8
500,111.857414,35.6727,11.59,11.59
501,112.03471,35.669865,16.39,16.39
502,112.211784,35.66678,20.13,20.13
503,112.38893,35.663437,24.84,24.84
504,112.5659,35.659836,26.61,26.61
505,112.743095,35.65598,25.83,25.83
506,112.92014,35.65186,26.84,26.84
507,113.09712,35.64749,27.41,27.41
508,113.27411,35.642864,25.56,25.56
509,113.451225,35.63798,21.15,21.15
510,113.62801,35.632843,20.63,20.63
511,113.804985,35.62745,19.46,19.46
512,113.98183,35.621796,19.37,19.37
513,114.1586,35.615887,17.47,17.47
514,114.33536,35.609722,14.77,14.77
515,114.51211,35.60331,14.95,14.95
516,114.68881,35.596634,16.53,16.53
517,114.86539,35.58971,17.95,17.95
518,115.0419,35.582527,19.47,19.47
519,115.21869,35.575085,19.49,19.49
520,115.39514,35.56739,16.42,16.42
521,115.57159,35.55944,13.47,13.47
522,115.74795,35.551243,8.39,8.39
523,115.92434,35.54279,3.89,3.89
524,116.1006,35.53408,2.38,2.38
525,116.27673,35.52512,2.42,2.42
526,116.453,35.515907,2.96,2.96
527,116.62904,35.50644,2.81,2.81
528,116.8051,35.49672,2.53,2.53
529,116.981094,35.486748,2.71,2.71
530,117.15706,35.476517,3.14,3.14
531,117.33289,35.466045,3.11,3.11
532,117.508705,35.455315,2.82,2.82
533,117.68432,35.444336,1.9,1.9
534,117.86003,35.43311,2.05,2.05
535,118.035614,35.421627,2.67,2.67
536,118.21103,35.4099,2.95,2.95
537,118.386475,35.397923,2.73,2.73
538,118.56186,35.385685,1.79,1.79
539,118.737015,35.373215,0.67,0.67
540,118.91221,35.36049,0.15,0.15
541,119.08736,35.347504,0.08,0.08
542,119.26231,35.334282,0.07,0.07
543,119.437225,35.320812,0.07,0.07
544,119.61203,35.3071,0.13,0.13
545,119.78686,35.293125,0.17,0.17
546,119.96147,35.278915,0.26,0.26
547,120.13602,35.264458,0.37,0.37
548,120.310486,35.24976,0.4,0.4
549,120.48482,35.234802,0.32,0.32
550,120.659065,35.21961,0.25,0.25
551,120.83326,35.20417,0.16,0.16
552,121.00733,35.188484,0.07,0.07
553,121.18131,35.172558,0.01,0.01
554,121.35514,35.15639,0,0
555,121.528915,35.139977,0,0
556,121.70256,35.123325,0,0
557,121.876144,35.10642,0,0
558,122.04961,35.089283,0,0
559,122.222916,35.071907,0,0
560,122.39611,35.054287,0,0
561,122.56923,35.036423,17.43,17.43
562,109.90512,35.83082,17.5,17.5
563,110.08847,35.830822,19.53,19.53
564,110.26244,35.830578,16.21,16.21
565,110.440575,35.83005,12.61,12.61
566,110.61866,35.82928,12.06,12.06
567,110.79598,35.828255,11.34,11.34
568,110.973175,35.826958,11.42,11.42
569,111.150635,35.82541,10.76,10.76
570,111.328545,35.823597,11.85,11.85
571,111.505714,35.82153,13.62,13.62
572,111.68319,35.819206,12.68,12.68
573,111.860886,35.816628,10.85,10.85
574,112.03846,35.81378,14.77,14.77
575,112.215675,35.810688,18.5,18.5
576,112.39319,35.807335,24.9,24.9
577,112.57047,35.80372,27.01,27.01
578,112.74809,35.79985,25.25,25.25
579,112.9253,35.795715,26.65,26.65
580,113.102745,35.791332,26.25,26.25
581,113.28003,35.786686,21.73,21.73
582,113.45718,35.78179,16.68,16.68
583,113.63438,35.776634,16.24,16.24
584,113.811775,35.771217,13.61,13.61
585,113.989,35.76554,13.35,13.35
586,114.16603,35.759613,10.65,10.65
587,114.343124,35.75343,8.44,8.44
588,114.52017,35.74699,7.17,7.17
589,114.69716,35.740288,6.13,6.13
590,114.874115,35.733337,8.15,8.15
591,115.0511,35.72613,8.18,8.18
592,115.22784,35.71867,7.13,7.13
593,115.404686,35.710945,8.37,8.37
594,115.5815,35.70297,7.74,7.74
595,115.75824,35.69474,4.91,4.91
596,115.93488,35.686256,3.42,3.42
597,116.11142,35.677513,3.94,3.94
598,116.28806,35.668518,3.76,3.76
599,116.46454,35.659275,2.3,2.3
600,116.64092,35.649773,1.65,1.65
601,116.81722,35.64002,1.99,1.99
602,116.99351,35.63001,2.75,2.75
603,117.16982,35.61975,3.29,3.29
604,117.34596,35.609234,3.27,3.27
605,117.52202,35.59847,3.11,3.11
606,117.69805,35.587452,1.94,1.94
607,117.873955,35.576187,1.94,1.94
608,118.0499,35.564663,2.01,2.01
609,118.22567,35.552895,2.26,2.26
610,118.40135,35.540874,2.08,2.08
611,118.576965,35.528603,1.3,1.3
612,118.75253,35.51608,0.44,0.44
613,118.928024,35.503307,0.16,0.16
614,119.103455,35.490284,0.11,0.11
615,119.27873,35.477013,0.08,0.08
616,119.45395,35.4635,0.08,0.08
617,119.62905,35.44973,0.09,0.09
618,119.80412,35.43571,0.13,0.13
619,119.979065,35.421448,0.19,0.19
620,120.15394,35.40694,0.22,0.22
621,120.32869,35.39219,0.22,0.22
622,120.50336,35.377182,0.2,0.2
623,120.67792,35.361935,0.18,0.18
624,120.85236,35.34644,0.12,0.12
625,121.0267,35.3307,0.05,0.05
626,121.20106,35.31472,0.01,0.01
627,121.37512,35.298496,0,0
628,121.549164,35.282024,0,0
629,121.72315,35.265312,0,0
630,121.89697,35.248356,0,0
631,122.070724,35.23115,0,0
632,122.24436,35.21371,0,0
633,122.41782,35.19603,0,0
634,122.59122,35.17811,16.28,16.28
635,109.90512,35.9748,20.3,20.3
636,110.08847,35.974545,18.07,18.07
637,110.26318,35.97403,12.61,12.61
638,110.4419,35.973255,12.08,12.08
639,110.619286,35.972214,12.05,12.05
640,110.79697,35.97092,11.57,11.57
641,110.974785,35.96936,10.3,10.3
642,111.15318,35.96755,11.06,11.06
643,111.3309,35.965473,12.91,12.91
644,111.5087,35.963146,13.85,13.85
645,111.68644,35.96055,11.09,11.09
646,111.86425,35.957703,13.54,13.54
647,112.04211,35.95459,16.36,16.36
648,112.21982,35.95122,23.08,23.08
649,112.397514,35.9476,27.4,27.4
650,112.575195,35.943714,24.21,24.21
651,112.75293,35.939568,25.47,25.47
652,112.93065,35.93517,24.19,24.19
653,113.10816,35.930508,17.81,17.81
654,113.28593,35.92559,10.41,10.41
655,113.46357,35.92041,9.32,9.32
656,113.64116,35.914974,7.79,7.79
657,113.8185,35.90929,6.4,6.4
658,113.99611,35.90334,4.85,4.85
659,114.173454,35.897133,5.84,5.84
660,114.35082,35.890667,5.78,5.78
661,114.52823,35.883945,4.56,4.56
662,114.705574,35.87697,5.25,5.25
663,114.88287,35.869736,5.97,5.97
664,115.06005,35.862244,5.54,5.54
665,115.23731,35.854492,6.91,6.91
666,115.41436,35.846485,6.12,6.12
667,115.59153,35.838223,4.23,4.23
668,115.76858,35.829716,4.2,4.2
669,115.94551,35.820946,5.38,5.38
670,116.122444,35.811916,4.17,4.17
671,116.29925,35.802643,2.14,2.14
672,116.47609,35.793102,1.18,1.18
673,116.65282,35.783318,1.28,1.28
674,116.829445,35.773273,1.91,1.91
675,117.00606,35.762978,3.22,3.22
676,117.18262,35.752426,2.56,2.56
677,117.35912,35.741627,2.57,2.57
678,117.53547,35.730564,1.87,1.87
679,117.71178,35.719257,1.61,1.61
680,117.8881,35.707695,1.55,1.55
681,118.06427,35.695885,1.61,1.61
682,118.24032,35.68382,1.48,1.48
683,118.41634,35.6715,0.73,0.73
684,118.592316,35.65894,0.16,0.16
685,118.76812,35.646114,0.08,0.08
686,118.94392,35.633053,0.1,0.1
687,119.11958,35.61973,0.08,0.08
688,119.29526,35.606167,0.08,0.08
689,119.47073,35.592354,0.09,0.09
690,119.646126,35.57829,0.11,0.11
691,119.82152,35.563976,0.1,0.1
692,119.99677,35.549416,0.08,0.08
693,120.1719,35.534607,0.09,0.09
694,120.34696,35.519558,0.12,0.12
695,120.52193,35.504253,0.12,0.12
696,120.69683,35.4887,0.09,0.09
697,120.87157,35.47291,0.04,0.04
698,121.046234,35.45687,0.01,0.01
699,121.220795,35.44059,0,0
700,121.39526,35.424057,0,0
701,121.56965,35.407288,0,0
702,121.74387,35.390274,0,0
703,121.91798,35.373016,0,0
704,122.091965,35.35551,0,0
705,122.26591,35.337765,0,0
706,122.439705,35.31978,15.22,15.22
707,122.613396,35.30155,15.22,15.22
