FID,lon,lat,pm02,pm02_1
2660,116.6406,39.72096,1.77,1.77
2661,116.8268,39.708187,1.63,1.63
2662,117.012886,39.695156,1.55,1.55
2663,117.19915,39.68184,1.5,1.5
2664,117.38507,39.668247,1.52,1.52
2665,117.57104,39.654373,1.59,1.59
2666,117.75682,39.640236,1.66,1.66
2667,117.94261,39.6258,1.72,1.72
2668,118.128235,39.61111,1.8,1.8
2669,118.31386,39.59614,1.79,1.79
2670,118.499374,39.58089,2.49,2.49
2671,118.68469,39.565376,2.64,2.64
2672,118.870026,39.549583,2.92,2.92
2673,119.05519,39.53352,3.15,3.15
2674,119.24032,39.51718,3.33,3.33
2675,119.42528,39.500572,3.57,3.57
2676,119.61017,39.48369,3.89,3.89
2677,119.794975,39.46654,4.49,4.49
2678,119.97962,39.449127,4.64,4.64
2679,120.164215,39.43143,4.61,4.61
2680,120.348724,39.413467,4.44,4.44
2681,120.533,39.39524,3.98,3.98
2682,120.71723,39.376747,3.64,3.64
2683,120.90135,39.357986,3.88,3.88
2684,121.085365,39.338955,4.22,4.22
2685,121.269226,39.319656,4.6,4.6
2686,121.45299,39.3001,5.03,5.03
2687,121.6366,39.280262,5.41,5.41
2688,121.82011,39.260174,5.73,5.73
2689,122.0035,39.23982,5.6,5.6
2690,122.18669,39.219196,5.12,5.12
2691,122.369835,39.198315,4.33,4.33
2692,122.55279,39.177166,4.13,4.13
2693,109.89914,40.13394,14.57,14.57
2694,110.09065,40.13107,18.74,18.74
2695,110.27907,40.127907,21.98,21.98
2696,110.4673,40.124466,22.19,22.19
2697,110.65462,40.120735,23.39,23.39
2698,110.842094,40.116714,31.91,31.91
2699,111.030594,40.112404,36.93,36.93
2700,111.21788,40.10782,37.09,37.09
2701,111.40625,40.102932,34.87,34.87
2702,111.59385,40.097767,35.22,35.22
2703,111.78169,40.09231,30.29,30.29
2704,111.96991,40.08658,27.73,27.73
2705,112.15749,40.080555,24.93,24.93
2706,112.34535,40.074245,21.45,21.45
2707,112.533356,40.06765,19.1,19.1
2708,112.72089,40.060764,16.94,16.94
2709,112.90865,40.053604,14.95,14.95
2710,113.0963,40.046154,11.66,11.66
2711,113.28402,40.038406,8,8
2712,113.4717,40.030403,5.47,5.47
2713,113.65929,40.022095,4.82,4.82
2714,113.8469,40.01351,5.22,5.22
2715,114.03439,40.00464,5.06,5.06
2716,114.22183,39.99548,5.04,5.04
2717,114.40918,39.986046,4.54,4.54
2718,114.59662,39.97633,4.12,4.12
2719,114.78385,39.966324,3.57,3.57
2720,114.971146,39.956043,3.35,3.35
2721,115.15842,39.945473,3.33,3.33
2722,115.34552,39.934628,4.07,4.07
2723,115.53269,39.923496,4.03,4.03
2724,115.71965,39.912086,3.37,3.37
2725,115.90662,39.9004,2.64,2.64
2726,116.09349,39.88843,2.39,2.39
2727,116.28033,39.87618,2.26,2.26
2728,116.46706,39.863655,1.94,1.94
2729,116.65391,39.850845,1.69,1.69
2730,116.8404,39.837753,1.56,1.56
2731,117.02692,39.82439,1.48,1.48
2732,117.21342,39.810753,1.44,1.44
2733,117.39961,39.79683,1.49,1.49
2734,117.585976,39.782642,1.63,1.63
2735,117.77222,39.76817,1.71,1.71
2736,117.95841,39.753418,1.77,1.77
2737,118.14433,39.7384,1.76,1.76
2738,118.3303,39.723095,2.11,2.11
2739,118.516136,39.70752,2.06,2.06
2740,118.70189,39.69167,2.34,2.34
2741,118.88757,39.675552,2.66,2.66
2742,119.073074,39.659153,2.93,2.93
2743,119.258545,39.642487,3.33,3.33
2744,119.443924,39.62555,3.82,3.82
2745,119.629135,39.60834,4.28,4.28
2746,119.81425,39.59085,4.68,4.68
2747,119.999306,39.573105,4.83,4.83
2748,120.18423,39.555084,5.02,5.02
2749,120.36903,39.53679,5.11,5.11
2750,120.55375,39.518227,4.8,4.8
2751,120.73831,39.499405,4.6,4.6
2752,120.922745,39.4803,4.67,4.67
2753,121.10714,39.460934,4.54,4.54
2754,121.291306,39.441303,4.47,4.47
2755,121.47544,39.421406,4.62,4.62
2756,121.65939,39.40125,4.97,4.97
2757,121.84326,39.38082,4.87,4.87
2758,122.02696,39.36013,4.66,4.66
2759,122.21055,39.33917,3.98,3.98
2760,122.393974,39.317955,3.42,3.42
2761,122.57729,39.296474,3.46,3.46
2762,109.89914,40.277576,10.43,10.43
2763,110.09279,40.2747,12.44,12.44
2764,110.27907,40.271526,11.26,11.26
2765,110.46814,40.268066,12.05,12.05
2766,110.65551,40.264328,17.74,17.74
2767,110.84441,40.26028,26.66,26.66
2768,111.03174,40.25597,33.67,33.67
2769,111.22045,40.251354,32.97,32.97
2770,111.4089,40.246456,31.85,31.85
2771,111.596794,40.241272,30.78,30.78
2772,111.78542,40.235806,30.26,30.26
2773,111.97358,40.23004,27.06,27.06
2774,112.161934,40.223995,22.64,22.64
2775,112.35002,40.217663,20.22,20.22
2776,112.53806,40.21105,18.21,18.21
2777,112.726494,40.20415,17.33,17.33
2778,112.91437,40.196953,13.91,13.91
2779,113.102745,40.189476,10.6,10.6
2780,113.29081,40.181717,7.54,7.54
2781,113.47868,40.173668,5.36,5.36
2782,113.666664,40.165337,3.71,3.71
2783,113.85458,40.156715,3.71,3.71
2784,114.04245,40.147816,3.87,3.87
2785,114.23027,40.138622,4.81,4.81
2786,114.418144,40.129154,4.76,4.76
2787,114.605774,40.119404,4.38,4.38
2788,114.79355,40.109367,3.88,3.88
2789,114.98115,40.099045,3.9,3.9
2790,115.1687,40.08844,3.38,3.38
2791,115.35625,40.077553,4.19,4.19
2792,115.54369,40.066387,4,4
2793,115.73115,40.05493,3.01,3.01
2794,115.91845,40.043205,2.55,2.55
2795,116.105705,40.031193,2.49,2.49
2796,116.2928,40.018898,2.44,2.44
2797,116.479996,40.006325,2.06,2.06
2798,116.66704,39.993473,1.67,1.67
2799,116.854095,39.980343,1.49,1.49
2800,117.04086,39.966927,1.42,1.42
2801,117.22776,39.95324,1.41,1.41
2802,117.41442,39.939266,1.51,1.51
2803,117.60115,39.925026,1.66,1.66
2804,117.78768,39.910503,1.75,1.75
2805,117.97418,39.8957,1.73,1.73
2806,118.16054,39.880623,1.96,1.96
2807,118.34683,39.865273,1.76,1.76
2808,118.533066,39.84964,1.91,1.91
2809,118.71909,39.833736,2.08,2.08
2810,118.905174,39.81756,2.27,2.27
2811,119.0911,39.8011,2.55,2.55
2812,119.27689,39.78438,2.95,2.95
2813,119.46258,39.767387,3.49,3.49
2814,119.648224,39.75011,4.13,4.13
2815,119.8337,39.732567,4.7,4.7
2816,120.01907,39.714752,5.12,5.12
2817,120.20435,39.696667,5.46,5.46
2818,120.38953,39.678314,5.69,5.69
2819,120.57458,39.65969,5.31,5.31
2820,120.759476,39.640793,4.49,4.49
2821,120.94432,39.621628,4.08,4.08
2822,121.12901,39.602196,3.81,3.81
2823,121.31356,39.582493,3.56,3.56
2824,121.49799,39.56253,3.46,3.46
2825,121.68234,39.542294,3.9,3.9
2826,121.86653,39.521797,3.97,3.97
2827,122.05057,39.501034,3.78,3.78
2828,122.234505,39.480003,3.01,3.01
2829,122.4183,39.45871,2.88,2.88
2830,122.60196,39.437157,3.19,3.19
2831,122.582104,39.6911865,3.46,3.46
2832,109.89914,40.4183,6.85,6.85
2833,110.09279,40.41512,6.69,6.69
2834,110.27976,40.411655,7.91,7.91
2835,110.46855,40.407894,10.35,10.35
2836,110.657005,40.403843,16.38,16.38
2837,110.845345,40.3995,26.25,26.25
2838,111.034386,40.394886,29.12,29.12
2839,111.222855,40.389977,28.34,28.34
2840,111.41167,40.38476,27.4,27.4
2841,111.60047,40.379276,27.6,27.6
2842,111.78871,40.373493,25.04,25.04
2843,111.97764,40.367428,23,23
2844,112.16654,40.361065,20.99,20.99
2845,112.35485,40.35443,19.64,19.64
2846,112.54346,40.347504,19.2,19.2
2847,112.731804,40.340286,18.05,18.05
2848,112.92048,40.332783,14.43,14.43
2849,113.10892,40.32499,10.32,10.32
2850,113.29729,40.31691,6.85,6.85
2851,113.4856,40.308544,4.95,4.95
2852,113.67403,40.2999,3.62,3.62
2853,113.86234,40.29097,2.99,2.99
2854,114.05053,40.281754,3.34,3.34
2855,114.23878,40.272243,3.61,3.61
2856,114.42691,40.262455,4.04,4.04
2857,114.615036,40.25238,4.42,4.42
2858,114.80322,40.24203,4.36,4.36
2859,114.991165,40.231384,3.21,3.21
2860,115.17908,40.22046,4.03,4.03
2861,115.36696,40.209244,4.22,4.22
2862,115.554886,40.19776,3.81,3.81
2863,115.74263,40.185986,3.03,3.03
2864,115.93029,40.17393,2.73,2.73
2865,116.11793,40.1616,2.5,2.5
2866,116.305534,40.14898,2.29,2.29
2867,116.49302,40.13608,1.82,1.82
2868,116.68035,40.122906,1.57,1.57
2869,116.86776,40.109444,1.43,1.43
2870,117.05497,40.095703,1.39,1.39
2871,117.24222,40.081688,1.43,1.43
2872,117.42934,40.067387,1.54,1.54
2873,117.616264,40.05282,1.68,1.68
2874,117.80327,40.037964,1.74,1.74
2875,117.99007,40.02283,1.9,1.9
2876,118.176765,40.00742,1.62,1.62
2877,118.36347,39.99174,1.49,1.49
2878,118.55009,39.97578,1.64,1.64
2879,118.73654,39.959553,1.77,1.77
2880,118.92291,39.94304,1.91,1.91
2881,119.10918,39.92625,2.13,2.13
2882,119.29533,39.9092,2.5,2.5
2883,119.48146,39.89186,2.91,2.91
2884,119.66738,39.874252,3.62,3.62
2885,119.853195,39.85638,4.2,4.2
2886,120.03898,39.838234,5.07,5.07
2887,120.224594,39.81981,6.07,6.07
2888,120.41014,39.801117,6.55,6.55
2889,120.595505,39.782158,6.03,6.03
2890,120.78081,39.762928,4.42,4.42
2891,120.965904,39.743427,4.07,4.07
2892,121.15103,39.72366,3.58,3.58
2893,121.33589,39.70362,3.11,3.11
2894,121.520744,39.683315,2.85,2.85
2895,121.70541,39.662743,3.42,3.42
2896,121.88989,39.641907,3.61,3.61
2897,122.07433,39.620808,3.58,3.58
2898,122.258606,39.599438,2.98,2.98
2899,122.44275,39.577812,2.63,2.63
2900,122.62677,39.555912,2.86,2.86
2901,122.423856,39.8347315,2.91,2.91
2902,122.60759,39.8388015,3.16,3.16
2903,109.89914,40.558704,4.79,4.79
2904,110.09065,40.555218,5.24,5.24
2905,110.28185,40.55145,6.81,6.81
2906,110.46897,40.547386,10.5,10.5
2907,110.6579,40.543034,17.94,17.94
2908,110.84766,40.538395,24.09,24.09
2909,111.03647,40.533466,26.79,26.79
2910,111.22573,40.52824,27.54,27.54
2911,111.41472,40.522728,26.88,26.88
2912,111.603645,40.516926,25.33,25.33
2913,111.792755,40.510834,22.12,22.12
2914,111.9815,40.504467,21.51,21.51
2915,112.1707,40.497795,22.44,22.44
2916,112.359665,40.49084,22.47,22.47
2917,112.54861,40.4836,19.7,19.7
2918,112.73738,40.476074,17.84,17.84
2919,112.92623,40.468254,14.22,14.22
2920,113.1149,40.460144,11.05,11.05
2921,113.30393,40.45175,7.62,7.62
2922,113.492676,40.443077,5.07,5.07
2923,113.68148,40.43411,3.37,3.37
2924,113.87015,40.424854,2.49,2.49
2925,114.05874,40.41531,2.55,2.55
2926,114.24722,40.4055,3.01,3.01
2927,114.43589,40.395382,3.92,3.92
2928,114.62445,40.38499,4.59,4.59
2929,114.81288,40.374306,4.02,4.02
2930,115.001205,40.363342,3.59,3.59
2931,115.18958,40.3521,3.3,3.3
2932,115.377754,40.34057,3.8,3.8
2933,115.565994,40.328754,3.5,3.5
2934,115.75408,40.316658,3.17,3.17
2935,115.94215,40.304276,2.75,2.75
2936,116.13025,40.291615,2.57,2.57
2937,116.318146,40.278667,2.22,2.22
2938,116.50609,40.26544,1.85,1.85
2939,116.69384,40.25193,1.58,1.58
2940,116.881516,40.23815,1.47,1.47
2941,117.06919,40.22408,1.5,1.5
2942,117.25672,40.209732,1.47,1.47
2943,117.44419,40.195107,1.56,1.56
2944,117.63163,40.180202,1.65,1.65
2945,117.81885,40.165016,1.85,1.85
2946,118.00602,40.14956,1.48,1.48
2947,118.19317,40.133812,1.11,1.11
2948,118.38024,40.1178,1.17,1.17
2949,118.567154,40.101513,1.26,1.26
2950,118.75399,40.084946,1.35,1.35
2951,118.940735,40.0681,1.57,1.57
2952,119.127365,40.050983,1.91,1.91
2953,119.313934,40.033585,2.3,2.3
2954,119.50035,40.01591,2.86,2.86
2955,119.686646,39.99798,3.43,3.43
2956,119.87283,39.97976,3.74,3.74
2957,120.058945,39.96128,3.89,3.89
2958,120.24495,39.942524,4.62,4.62
2959,120.43084,39.923496,5.36,5.36
2960,120.616585,39.904194,4.17,4.17
2961,120.8022,39.88463,4.09,4.09
2962,120.98773,39.86479,4,4
2963,121.17312,39.844685,3.61,3.61
2964,121.35842,39.82431,3.03,3.03
2965,121.54351,39.803665,2.91,2.91
2966,121.72858,39.78276,3.26,3.26
2967,121.91341,39.76158,3.62,3.62
2968,122.09826,39.740135,3.56,3.56
2969,122.28285,39.718433,2.55,2.55
2970,122.46729,39.696465,2.49,2.49
2971,122.26486,39.9782515,2.54,2.54
2972,122.44909,39.9823365,2.49,2.49
2973,122.63318,39.9861365,2.63,2.63
2974,109.895325,40.70227,3.8,3.8
2975,110.09065,40.69878,4.44,4.44
2976,110.28255,40.69499,6.09,6.09
2977,110.46897,40.690907,9.75,9.75
2978,110.66027,40.686554,14.49,14.49
2979,110.84858,40.68188,18.78,18.78
2980,111.03816,40.676937,21.26,21.26
2981,111.22813,40.671696,23.15,23.15
2982,111.41707,40.66616,25.48,25.48
2983,111.60693,40.660343,27.33,27.33
2984,111.79635,40.654232,27.09,27.09
2985,111.98574,40.647835,26.07,26.07
2986,112.17502,40.64114,27.09,27.09
2987,112.364136,40.634163,25.5,25.5
2988,112.55382,40.626896,20.99,20.99
2989,112.74296,40.61934,18.4,18.4
2990,112.93205,40.61149,16.57,16.57
2991,113.12136,40.603355,14.56,14.56
2992,113.31074,40.594944,11.77,11.77
2993,113.49967,40.586224,8.77,8.77
2994,113.688866,40.57723,5.56,5.56
2995,113.87793,40.56794,3.31,3.31
2996,114.06698,40.55837,2.23,2.23
2997,114.255936,40.548508,2.22,2.22
2998,114.44498,40.538364,2.59,2.59
2999,114.63363,40.52793,3.04,3.04
3000,114.82252,40.517216,4.31,4.31
3001,115.01134,40.506214,4.34,4.34
3002,115.19999,40.494926,3.54,3.54
3003,115.38871,40.48335,3.12,3.12
3004,115.57725,40.471493,3.55,3.55
3005,115.765755,40.459354,3.6,3.6
3006,115.95418,40.44693,3.3,3.3
3007,116.14265,40.43422,2.78,2.78
3008,116.33089,40.42124,2.33,2.33
3009,116.51918,40.407955,1.99,1.99
3010,116.70737,40.394405,1.71,1.71
3011,116.89538,40.380566,1.6,1.6
3012,117.083305,40.36645,1.72,1.72
3013,117.27128,40.352055,1.44,1.44
3014,117.459175,40.33738,1.44,1.44
3015,117.64694,40.322422,1.54,1.54
3016,117.83457,40.30718,2.02,2.02
3017,118.02216,40.291668,1.66,1.66
3018,118.20962,40.275875,0.96,0.96
3019,118.397026,40.259796,0.97,0.97
3020,118.584335,40.243446,1.01,1.01
3021,118.77152,40.22682,1.06,1.06
3022,118.958664,40.20992,1.13,1.13
3023,119.145645,40.192734,1.3,1.3
3024,119.332565,40.17528,1.6,1.6
3025,119.51935,40.157555,2.12,2.12
3026,119.70605,40.13955,2.61,2.61
3027,119.89262,40.121277,3.02,3.02
3028,120.07904,40.102722,3.12,3.12
3029,120.26541,40.083904,3.2,3.2
3030,120.451645,40.064804,3.38,3.38
3031,120.63772,40.045444,3.38,3.38
3032,120.82378,40.0258,3.29,3.29
3033,121.00962,40.005898,3.09,3.09
3034,121.19536,39.98572,2.89,2.89
3035,121.38099,39.965275,2.67,2.67
3036,121.56646,39.94456,2.62,2.62
3037,121.75186,39.923576,2.74,2.74
3038,121.93711,39.90233,3.13,3.13
3039,122.122185,39.88081,3.49,3.49
3040,122.3072,39.85903,2.48,2.48
3041,122.492035,39.836987,2.46,2.46
3042,122.28997,40.1217565,2.53,2.53
3043,122.47449,40.1258565,2.18,2.18
3044,109.89914,40.8423,3.34,3.34
3045,110.09065,40.83851,5.04,5.04
3046,110.280464,40.83441,8.4,8.4
3047,110.47022,40.830032,13.4,13.4
3048,110.66057,40.82536,15.51,15.51
3049,110.850876,40.820385,17.04,17.04
3050,111.0408,40.815132,16.99,16.99
3051,111.230515,40.809578,19.23,19.23
3052,111.420654,40.803738,20.93,20.93
3053,111.60998,40.79761,26.44,26.44
3054,111.80005,40.791176,28.72,28.72
3055,111.98968,40.78447,29.94,29.94
3056,112.17934,40.777462,29.34,29.34
3057,112.36943,40.770172,26.84,26.84
3058,112.55872,40.76258,23.12,23.12
3059,112.74852,40.754715,20.54,20.54
3060,112.93819,40.746548,18.93,18.93
3061,113.127815,40.7381,15.97,15.97
3062,113.31736,40.72935,13.27,13.27
3063,113.50705,40.72033,10.52,10.52
3064,113.69634,40.71101,6.82,6.82
3065,113.88585,40.701397,4.15,4.15
3066,114.07516,40.691505,2.75,2.75
3067,114.26462,40.68132,2.18,2.18
3068,114.453865,40.670864,2.13,2.13
3069,114.643005,40.6601,3.68,3.68
3070,114.83234,40.64906,4.84,4.84
3071,115.021416,40.637726,4.42,4.42
3072,115.21061,40.626114,3.85,3.85
3073,115.39968,40.61422,3.47,3.47
3074,115.58855,40.602036,3.19,3.19
3075,115.77747,40.589565,3.49,3.49
3076,115.96628,40.576817,3.05,3.05
3077,116.155014,40.563778,2.65,2.65
3078,116.34376,40.550457,2.29,2.29
3079,116.53243,40.53685,1.84,1.84
3080,116.72092,40.52297,1.59,1.59
3081,116.90939,40.508797,1.69,1.69
3082,117.09775,40.494354,1.57,1.57
3083,117.28597,40.479626,1.45,1.45
3084,117.47426,40.46461,1.47,1.47
3085,117.662346,40.449314,1.09,1.09
3086,117.85039,40.43375,1.06,1.06
3087,118.0383,40.417896,0.75,0.75
3088,118.22622,40.401764,0.74,0.74
3089,118.41396,40.38536,0.82,0.82
3090,118.601616,40.368675,0.87,0.87
3091,118.78924,40.351715,0.87,0.87
3092,118.9767,40.33447,0.89,0.89
3093,119.163994,40.316956,1.08,1.08
3094,119.35136,40.299164,1.34,1.34
3095,119.53849,40.2811,1.54,1.54
3096,119.72551,40.26276,1.78,1.78
3097,119.91245,40.24415,1.94,1.94
3098,120.099236,40.225258,1.95,1.95
3099,120.28601,40.20609,1.98,1.98
3100,120.47257,40.186657,2.04,2.04
3101,120.65908,40.166954,1.9,1.9
3102,120.84539,40.146973,1.56,1.56
3103,121.031685,40.12672,1.59,1.59
3104,121.21773,40.106213,1.68,1.68
3105,121.40375,40.085423,1.8,1.8
3106,121.589584,40.064365,2.02,2.02
3107,121.77533,40.043045,2.1,2.1
3108,121.960915,40.021454,2.3,2.3
3109,122.14638,39.99959,2.07,2.07
3110,122.33167,39.97747,1.98,1.98
3111,122.31513,40.2652385,1.8,1.8
3112,122.50003,40.2693585,1.65,1.65
3113,109.89914,40.98583,3.86,3.86
3114,110.09065,40.98201,6.39,6.39
3115,110.28255,40.9779,9.97,9.97
3116,110.471886,40.973503,12.32,12.32
3117,110.66205,40.968807,12.41,12.41
3118,110.852715,40.963818,12.35,12.35
3119,111.042305,40.95854,14.44,14.44
3120,111.233215,40.952976,16.02,16.02
3121,111.42326,40.947117,19.59,19.59
3122,111.613495,40.940956,21.72,21.72
3123,111.803635,40.934513,24.91,24.91
3124,111.993904,40.92777,25.83,25.83
3125,112.183914,40.92075,25.25,25.25
3126,112.37397,40.913425,26.19,26.19
3127,112.56415,40.905815,26.55,26.55
3128,112.75421,40.897907,25.18,25.18
3129,112.944244,40.88972,21.05,21.05
3130,113.134254,40.881237,17.46,17.46
3131,113.324135,40.872467,14.77,14.77
3132,113.51408,40.863403,11.63,11.63
3133,113.70402,40.854046,8.75,8.75
3134,113.89375,40.84441,5.68,5.68
3135,114.08366,40.834476,3.43,3.43
3136,114.27329,40.824265,2.39,2.39
3137,114.46296,40.813755,2.2,2.2
3138,114.65257,40.802967,4.01,4.01
3139,114.84214,40.79188,4.88,4.88
3140,115.031746,40.780518,4.87,4.87
3141,115.221275,40.768864,4.39,4.39
3142,115.41052,40.756916,3.53,3.53
3143,115.59997,40.74469,3.35,3.35
3144,115.7892,40.732174,2.96,2.96
3145,115.978355,40.71938,2.91,2.91
3146,116.16762,40.706295,2.64,2.64
3147,116.35657,40.69293,2.03,2.03
3148,116.54557,40.67928,1.64,1.64
3149,116.73459,40.66534,1.5,1.5
3150,116.92343,40.65112,1.7,1.7
3151,117.11216,40.636623,1.42,1.42
3152,117.300735,40.621845,1.4,1.4
3153,117.489365,40.606777,0.61,0.61
3154,117.67788,40.591434,0.62,0.62
3155,117.866295,40.5758,0.61,0.61
3156,118.05462,40.5599,0.57,0.57
3157,118.24287,40.543716,0.63,0.63
3158,118.43105,40.527252,0.67,0.67
3159,118.619064,40.510506,0.69,0.69
3160,118.80699,40.493484,0.63,0.63
3161,118.99482,40.47618,0.74,0.74
3162,119.18257,40.458607,0.84,0.84
3163,119.37019,40.44075,0.92,0.92
3164,119.5577,40.42262,1.02,1.02
3165,119.7451,40.404217,1.15,1.15
3166,119.93247,40.385536,1.22,1.22
3167,120.119606,40.366577,1.3,1.3
3168,120.30667,40.347347,1.32,1.32
3169,120.49364,40.327847,1.09,1.09
3170,120.68048,40.308075,1.05,1.05
3171,120.86719,40.28803,1.05,1.05
3172,121.05376,40.267704,1.1,1.1
3173,121.240265,40.247116,1.16,1.16
3174,121.42659,40.226257,1.29,1.29
3175,121.61276,40.20513,1.25,1.25
3176,121.79885,40.183735,1.09,1.09
3177,121.98482,40.162064,1.08,1.08
3178,122.170654,40.140133,1.11,1.11
3179,122.35631,40.117935,1.16,1.16
3180,122.15515,40.4087065,1.13,1.13
3181,122.3405,40.4128365,0.93,0.93
3182,122.52573,40.4166705,0.87,0.87
3183,109.895325,41.12549,4.04,4.04
3184,110.09065,41.12136,5.37,5.37
3185,110.28324,41.116955,5.9,5.9
3186,110.47354,41.112244,6.01,6.01
3187,110.66352,41.107246,6.59,6.59
3188,110.85455,41.10194,9.08,9.08
3189,111.044556,41.09635,10.72,10.72
3190,111.23559,41.090477,12.91,12.91
3191,111.42588,41.084293,14.89,14.89
3192,111.61677,41.07782,17.74,17.74
3193,111.80743,41.071068,18.84,18.84
3194,111.99773,41.06401,19.09,19.09
3195,112.18865,41.056664,21.45,21.45
3196,112.37883,41.049026,23.39,23.39
3197,112.569336,41.041096,25.1,25.1
3198,112.75982,41.032867,25.43,25.43
3199,112.95015,41.024357,24.38,24.38
3200,113.14056,41.015553,20.23,20.23
3201,113.33096,41.00646,16.07,16.07
3202,113.52132,40.997066,12.89,12.89
3203,113.71167,40.9874,10.06,10.06
3204,113.90164,40.977425,7.13,7.13
3205,114.09194,40.967175,4.73,4.73
3206,114.282036,40.956642,3.06,3.06
3207,114.47208,40.945805,2.27,2.27
3208,114.66208,40.93468,3.96,3.96
3209,114.852005,40.923275,4.74,4.74
3210,115.04194,40.91158,4.97,4.97
3211,115.23185,40.899593,4.07,4.07
3212,115.42163,40.88732,3.23,3.23
3213,115.611336,40.874763,3.37,3.37
3214,115.801,40.86192,3.28,3.28
3215,115.99064,40.84879,3.08,3.08
3216,116.18016,40.83538,2.45,2.45
3217,116.369606,40.82168,2.04,2.04
3218,116.558975,40.807693,1.71,1.71
3219,116.74826,40.793427,1.61,1.61
3220,116.93752,40.778873,1.43,1.43
3221,117.1266,40.76404,1.39,1.39
3222,117.31567,40.748924,0.43,0.43
3223,117.5046,40.733524,0.43,0.43
3224,117.69356,40.717842,0.42,0.42
3225,117.88235,40.70188,0.43,0.43
3226,118.07106,40.68564,0.46,0.46
3227,118.25967,40.669113,0.48,0.48
3228,118.44811,40.652306,0.5,0.5
3229,118.63655,40.63523,0.5,0.5
3230,118.8248,40.617867,0.53,0.53
3231,119.01305,40.60023,0.6,0.6
3232,119.20123,40.582302,0.64,0.64
3233,119.38915,40.564114,0.71,0.71
3234,119.57707,40.545647,0.78,0.78
3235,119.76482,40.526897,0.84,0.84
3236,119.95251,40.507866,0.83,0.83
3237,120.14009,40.48858,0.82,0.82
3238,120.32749,40.469006,0.8,0.8
3239,120.51476,40.449158,0.78,0.78
3240,120.70198,40.429043,0.79,0.79
3241,120.889084,40.408653,0.78,0.78
3242,121.07609,40.387997,0.78,0.78
3243,121.26289,40.36706,0.83,0.83
3244,121.44958,40.345863,0.81,0.81
3245,121.636154,40.32439,0.68,0.68
3246,121.82261,40.302647,0.64,0.64
3247,122.008865,40.28064,0.65,0.65
3248,122.195076,40.258366,0.7,0.7
3249,121.99432,40.5521535,0.69,0.69
3250,122.180226,40.5562965,0.66,0.66
3251,122.36599,40.5601495,0.64,0.64
3252,122.55158,40.5637165,0.78,0.78
3253,109.90109,41.264812,2.6,2.6
3254,110.09487,41.260384,2.91,2.91
3255,110.28255,41.255657,3.71,3.71
3256,110.47478,41.250633,4.04,4.04
3257,110.66559,41.245323,5.87,5.87
3258,110.856384,41.239708,7.34,7.34
3259,111.0468,41.23381,9.25,9.25
3260,111.23796,41.227608,10.44,10.44
3261,111.42903,41.22112,11.61,11.61
3262,111.61991,41.21433,12.53,12.53
3263,111.811,41.20724,15.66,15.66
3264,112.00223,41.19988,17.07,17.07
3265,112.19295,41.192215,15.62,15.62
3266,112.38368,41.18425,18.76,18.76
3267,112.57466,41.176003,21.6,21.6
3268,112.76556,41.16746,23.17,23.17
3269,112.956314,41.158623,24.05,24.05
3270,113.147224,41.149498,22.73,22.73
3271,113.33789,41.14007,18.24,18.24
3272,113.528534,41.130363,15.62,15.62
3273,113.719154,41.120358,12.48,12.48
3274,113.90977,41.110073,9,9
3275,114.10031,41.099487,6.3,6.3
3276,114.290764,41.088623,3.13,3.13
3277,114.48131,41.077465,3.76,3.76
3278,114.671776,41.06601,4.72,4.72
3279,114.86201,41.05427,5.11,5.11
3280,115.05226,41.042244,4.04,4.04
3281,115.242584,41.02994,3.11,3.11
3282,115.43286,41.017338,3.5,3.5
3283,115.62288,41.00444,3.71,3.71
3284,115.81299,40.99127,3.23,3.23
3285,116.0029,40.977802,2.74,2.74
3286,116.19284,40.964054,2.37,2.37
3287,116.382675,40.95002,1.96,1.96
3288,116.57245,40.935707,1.69,1.69
3289,116.762054,40.921097,1.57,1.57
3290,116.9517,40.90622,1.47,1.47
3291,117.14112,40.891045,0.31,0.31
3292,117.33067,40.87559,0.33,0.33
3293,117.51996,40.85986,0.35,0.35
3294,117.70926,40.843834,0.37,0.37
3295,117.898346,40.82753,0.4,0.4
3296,118.08746,40.810947,0.44,0.44
3297,118.27646,40.794086,0.48,0.48
3298,118.46532,40.776943,0.47,0.47
3299,118.654175,40.759518,0.46,0.46
3300,118.84285,40.74182,0.49,0.49
3301,119.0314,40.723843,0.52,0.52
3302,119.21986,40.705578,0.55,0.55
3303,119.40825,40.687046,0.59,0.59
3304,119.59651,40.668232,0.63,0.63
3305,119.78467,40.649143,0.65,0.65
3306,119.97268,40.62978,0.65,0.65
3307,120.1606,40.610138,0.63,0.63
3308,120.34839,40.590233,0.56,0.56
3309,120.53612,40.570038,0.55,0.55
3310,120.723656,40.549576,0.55,0.55
3311,120.91112,40.528847,0.54,0.54
3312,121.09848,40.507835,0.58,0.58
3313,121.28565,40.48657,0.59,0.59
3314,121.47272,40.46501,0.53,0.53
3315,121.65964,40.443195,0.47,0.47
3316,121.846375,40.42111,0.48,0.48
3317,122.033104,40.398754,0.52,0.52
3318,121.832844,40.6955785,0.56,0.56
3319,122.01927,40.6997445,0.57,0.57
3320,122.20549,40.7036125,0.57,0.57
3321,122.39163,40.7071785,0.65,0.65
3322,122.57756,40.7104465,0.7,0.7
3323,109.89722,41.40379,1.54,1.54
3324,110.098915,41.39905,1.74,1.74
