lon,lat,pm01,pm02
116.6888,36.203026,14.13,14.13
116.86648,36.19261,12.61,12.61
117.04395,36.181957,13.28,13.28
117.22149,36.17104,13.82,13.82
117.398766,36.159863,10.16,10.16
117.57611,36.14843,7.09,7.09
117.753426,36.136753,5.97,5.97
117.93069,36.124805,4.27,4.27
118.10775,36.112617,3.18,3.18
118.284775,36.10017,2.56,2.56
118.46175,36.087467,1.95,1.95
118.638596,36.07452,1.79,1.79
118.81538,36.06131,1.63,1.63
118.99211,36.04785,1.46,1.46
119.16867,36.03414,1.3,1.3
119.345215,36.020184,1.12,1.12
119.52168,36.005966,0.92,0.92
119.69798,35.991505,0.76,0.76
119.87425,35.976788,0.64,0.64
120.05039,35.961826,0.79,0.79
120.22652,35.94661,0.96,0.96
120.40245,35.931145,1.27,1.27
120.578316,35.91544,1.69,1.69
120.7541,35.89948,1.81,1.81
120.929756,35.883266,1.84,1.84
121.10529,35.866814,1.9,1.9
121.28075,35.850105,1.94,1.94
121.45615,35.83316,1.96,1.96
121.63138,35.81596,1.97,1.97
121.80655,35.798523,1.97,1.97
121.98152,35.780838,10.27,10.27
122.156456,35.762913,10.27,10.27
122.331276,35.744736,10.36,10.36
122.50594,35.72632,12.01,12.01
122.680466,35.707653,12.93,12.93
122.8549,35.688755,13.11,13.11
123.029236,35.66961,13.46,13.46
123.203415,35.650223,15.19,15.19
123.37752,35.63059,17.32,17.32
123.55148,35.61072,18.42,18.42
123.89902,36.522915,18.32,18.32
107.3988,36.530033,14.23,14.23
107.5777,36.533195,12.47,12.47
107.756836,36.536102,10.86,10.86
107.936066,36.53874,11.86,11.86
108.11487,36.541115,13.47,13.47
108.293945,36.543232,12.81,12.81
108.47299,36.545082,10.95,10.95
108.65259,36.54667,9.33,9.33
108.831635,36.547993,9.69,9.69
109.01047,36.549053,12.7,12.7
109.18964,36.54985,17.53,17.53
109.369446,36.550377,16.9,16.9
109.54846,36.55065,14.71,14.71
109.72589,36.550655,13.35,13.35
109.91153,36.5504,12.22,12.22
110.09279,36.549873,12.27,12.27
110.26541,36.54909,13.62,13.62
110.445435,36.54804,15.2,15.2
110.62401,36.546722,18.11,18.11
110.80284,36.54515,27.43,27.43
110.98258,36.54331,33.02,33.02
111.16147,36.54121,33.78,33.78
111.34057,36.53884,29.48,29.48
111.519424,36.536213,24.05,24.05
111.698814,36.53333,37.35,37.35
111.87753,36.53017,39.95,39.95
112.05672,36.52676,38.11,38.11
112.235985,36.52308,23.57,23.57
112.415085,36.51914,11,11
112.5939,36.514935,5.66,5.66
112.77298,36.510468,5.36,5.36
112.95194,36.50574,6.77,6.77
113.131004,36.50075,9.9,9.9
113.309616,36.495502,13.2,13.2
113.48886,36.48999,25.76,25.76
113.66752,36.484215,20.98,20.98
113.84644,36.47818,11.07,11.07
114.025116,36.471886,19.92,19.92
114.20384,36.465336,23.57,23.57
114.38263,36.45851,18.76,18.76
114.561066,36.451435,12.35,12.35
114.73971,36.44409,12.83,12.83
114.91833,36.436497,14.99,14.99
115.09689,36.42864,18.18,18.18
115.2753,36.42052,20.72,20.72
115.453705,36.41214,15.81,15.81
115.632,36.40351,16.62,16.62
115.810356,36.394615,19.33,19.33
115.98858,36.385456,19.41,19.41
116.166824,36.37605,18.77,18.77
116.34493,36.366375,16.06,16.06
116.52291,36.35645,13.1,13.1
116.70093,36.346264,12.55,12.55
116.87883,36.33582,14.1,14.1
117.05678,36.325123,14.12,14.12
117.23452,36.314156,9.17,9.17
117.4122,36.302948,6.97,6.97
117.589935,36.291477,6.15,6.15
117.76742,36.27975,5.93,5.93
117.944984,36.267773,6.92,6.92
118.12239,36.255535,7.04,7.04
118.29977,36.243046,2.1,2.1
118.477005,36.230297,1.88,1.88
118.65413,36.2173,1.64,1.64
118.83127,36.20405,1.47,1.47
119.00827,36.19054,1.3,1.3
119.185196,36.17679,1.1,1.1
119.36207,36.16277,0.89,0.89
119.5388,36.148506,0.74,0.74
119.7155,36.133987,0.63,0.63
119.89204,36.11923,0.83,0.83
120.06852,36.10421,1.02,1.02
120.24485,36.08894,1.36,1.36
120.421135,36.07342,1.73,1.73
120.59733,36.057663,1.84,1.84
120.77341,36.041637,1.9,1.9
120.94939,36.025383,1.98,1.98
121.12526,36.008865,2.04,2.04
121.300964,35.9921,2.06,2.06
121.47661,35.975094,2.1,2.1
121.65223,35.95784,2.13,2.13
121.82761,35.94034,9.36,9.36
122.002945,35.92259,9.27,9.27
122.17813,35.904594,9.64,9.64
122.35324,35.886356,11.61,11.61
122.52819,35.86788,12.79,12.79
122.70308,35.849148,13.04,13.04
122.87781,35.830185,13.18,13.18
123.05245,35.810974,14.56,14.56
123.226944,35.791515,16.81,16.81
123.401306,35.771816,17.89,17.89
123.575516,35.75189,18.06,18.06
123.92366,36.66678,16.97,16.97
107.39389,36.673916,12.39,12.39
107.573364,36.67709,10.79,10.79
107.752655,36.680008,11.43,11.43
107.93219,36.682644,12.14,12.14
108.11188,36.685036,11.61,11.61
108.290955,36.68716,10.32,10.32
108.47055,36.689014,9.25,9.25
108.650116,36.690605,9.6,9.6
108.82947,36.691933,11.58,11.58
109.00888,36.693,16.28,16.28
109.188446,36.693798,17.92,17.92
109.367584,36.69433,15.28,15.28
109.54715,36.69461,13.12,13.12
109.72659,36.69461,12.1,12.1
109.90723,36.69435,12.74,12.74
110.08623,36.693825,13.67,13.67
110.26541,36.693035,13.35,13.35
110.44631,36.69198,14.54,14.54
110.62527,36.69067,17.97,17.97
110.8043,36.68909,25.06,25.06
110.98377,36.68724,28.49,28.49
111.16348,36.68513,30.35,30.35
111.34305,36.68276,25.2,25.2
111.522255,36.680122,35.03,35.03
111.701805,36.67722,38.2,38.2
111.88107,36.674053,41.44,41.44
112.06052,36.670624,29.76,29.76
112.24018,36.666935,20.25,20.25
112.41938,36.66298,10.6,10.6
112.598724,36.65876,9.39,9.39
112.77827,36.65428,11.93,11.93
112.95757,36.64954,16.75,16.75
113.13669,36.64453,17.7,17.7
113.31588,36.63926,26.91,26.91
113.49508,36.63373,22.8,22.8
113.67419,36.62793,14.56,14.56
113.85331,36.62188,22.05,22.05
114.032455,36.615562,22.48,22.48
114.211525,36.608982,18.13,18.13
114.39057,36.602142,15.09,15.09
114.56948,36.595036,15.73,15.73
114.74842,36.58767,17.24,17.24
114.92741,36.58004,20.18,20.18
115.106186,36.57216,22.46,22.46
115.28499,36.56402,18.58,18.58
115.46372,36.555607,18.69,18.69
115.64244,36.546944,18.76,18.76
115.82101,36.538013,18.86,18.86
115.999535,36.52882,17.8,17.8
116.178,36.51938,14.84,14.84
116.356445,36.509678,12.77,12.77
116.534805,36.499714,13.3,13.3
116.71315,36.489487,14.33,14.33
116.89134,36.479004,13.4,13.4
117.06956,36.468266,8.48,8.48
117.24771,36.457275,7.29,7.29
117.4258,36.446022,7.01,7.01
117.6037,36.43451,7.51,7.51
117.7816,36.42274,10.35,10.35
117.9594,36.410717,9.44,9.44
118.137146,36.39845,2.32,2.32
118.31483,36.38591,1.99,1.99
118.49239,36.37312,1.68,1.68
118.66987,36.360077,1.46,1.46
118.847275,36.346775,1.3,1.3
119.024635,36.333218,1.08,1.08
119.20196,36.319412,0.88,0.88
119.379,36.30535,0.72,0.72
119.55605,36.291042,0.67,0.67
119.73303,36.276474,0.82,0.82
119.9099,36.26165,1.05,1.05
120.086685,36.246586,1.44,1.44
120.26338,36.231266,1.78,1.78
120.439926,36.21569,1.89,1.89
120.61644,36.19987,1.95,1.95
120.79279,36.183796,2.08,2.08
120.96906,36.167473,2.15,2.15
121.1452,36.150906,2.19,2.19
121.32132,36.13408,2.23,2.23
121.49722,36.11702,2.3,2.3
121.67311,36.0997,8.92,8.92
121.8488,36.082146,8.95,8.95
122.02447,36.064335,9.36,9.36
122.200005,36.046272,11.11,11.11
122.37538,36.02797,12.53,12.53
122.55062,36.009426,12.87,12.87
122.725784,35.990635,12.92,12.92
122.900826,35.9716,13.6,13.6
123.075745,35.952324,16.94,16.94
123.25052,35.9328,17.76,17.76
123.4252,35.913036,17.65,17.65
123.59976,35.893024,17.93,17.93
123.77411,36.810627,16.86,16.86
123.94843,36.814346,14.78,14.78
107.38925,36.82098,10.9,10.9
107.56909,36.8239,11.12,11.12
107.74866,36.826557,11.36,11.36
107.92822,36.828953,10.88,10.88
108.10812,36.83108,10.22,10.22
108.28775,36.832943,9.57,9.57
108.46762,36.83454,9.9,9.9
108.64737,36.83587,11.76,11.76
108.82715,36.836937,13.34,13.34
109.007324,36.83775,15.78,15.78
109.18649,36.83828,16.07,16.07
109.366974,36.838554,14.91,14.91
109.54672,36.83856,13.32,13.32
109.72446,36.83829,13.71,13.71
109.90109,36.83777,13.69,13.69
110.081566,36.83697,16.07,16.07
110.26614,36.835926,19.22,19.22
110.44631,36.834606,18.94,18.94
110.6262,36.83301,20.46,20.46
110.805756,36.831165,20.65,20.65
110.98537,36.829044,25.29,25.29
111.166176,36.826664,24.99,24.99
111.345085,36.824017,31.58,31.58
111.525215,36.821114,33.91,33.91
111.704796,36.817936,39.31,39.31
111.884605,36.814495,34.6,34.6
112.06441,36.810787,27.13,27.13
112.243935,36.806816,17.42,17.42
112.423744,36.802586,14.3,14.3
112.603615,36.798088,16.29,16.29
112.78305,36.79333,20.27,20.27
112.96293,36.7883,20.1,20.1
113.142365,36.783012,25.5,25.5
113.3219,36.777466,26.46,26.46
113.50135,36.77164,22.03,22.03
113.681,36.76557,25.08,25.08
113.86052,36.75923,22.55,22.55
114.03988,36.75263,22.12,22.12
114.21919,36.74576,23.99,23.99
114.3986,36.738632,23.48,23.48
114.57796,36.731243,21.71,21.71
114.75725,36.72359,22.47,22.47
114.93634,36.715675,24.23,24.23
115.11546,36.7075,20.95,20.95
115.29458,36.699066,20.53,20.53
115.47368,36.69037,19.6,19.6
115.65267,36.681408,19.08,19.08
115.831635,36.672184,17.21,17.21
116.01047,36.66271,14.43,14.43
116.189255,36.652966,13.36,13.36
116.368095,36.642967,14.72,14.72
116.54677,36.63271,14.72,14.72
116.72541,36.622192,11.37,11.37
116.90397,36.611412,8.59,8.59
117.08247,36.60038,8.67,8.67
117.26091,36.589092,8.31,8.31
117.439316,36.577534,9.41,9.41
117.61758,36.56573,10.97,10.97
117.79577,36.55366,8.36,8.36
117.97396,36.54134,2.57,2.57
118.15197,36.528763,2.11,2.11
118.32995,36.51593,1.71,1.71
118.507805,36.50284,1.47,1.47
118.68567,36.48949,1.31,1.31
118.863335,36.47589,1.08,1.08
119.041016,36.462032,0.87,0.87
119.21858,36.447926,0.7,0.7
119.39604,36.43356,0.75,0.75
119.57338,36.418945,0.82,0.82
119.75069,36.40407,1.07,1.07
119.927895,36.388954,1.49,1.49
120.10492,36.373573,1.8,1.8
120.281975,36.357944,1.93,1.93
120.45883,36.34207,1.99,1.99
120.63563,36.32594,2.14,2.14
120.81233,36.309563,2.24,2.24
120.98891,36.292934,2.29,2.29
121.165344,36.27606,2.35,2.35
121.34174,36.258926,2.43,2.43
121.518005,36.24155,8.9,8.9
121.694176,36.223927,8.86,8.86
121.8702,36.206055,9.19,9.19
122.04609,36.18794,10.48,10.48
122.22193,36.169575,12.14,12.14
122.39757,36.150963,12.53,12.53
122.57315,36.132103,12.67,12.67
122.74863,36.113007,12.86,12.86
122.92396,36.09366,15.89,15.89
123.09918,36.074062,17.51,17.51
123.27426,36.054234,16.6,16.6
123.44924,36.034157,16.77,16.77
123.62406,36.954468,16.14,16.14
123.798775,36.9582,14.68,14.68
123.97336,36.96166,12.05,12.05
107.38461,36.967796,11.4,11.4
107.56448,36.970455,11.31,11.31
107.74451,36.97286,10.63,10.63
107.92462,36.975002,10.36,10.36
108.10443,36.976868,9.99,9.99
108.28467,36.978474,10.35,10.35
108.464935,36.979805,12.38,12.38
108.644775,36.980873,13.77,13.77
108.8248,36.98169,14.97,14.97
109.005554,36.98222,20.38,20.38
109.1853,36.98249,20.19,20.19
109.36633,36.982502,16.82,16.82
109.54544,36.98224,14.51,14.51
109.72519,36.98171,13.7,13.7
109.903076,36.980923,15.94,15.94
110.08847,36.979855,22.96,22.96
110.26541,36.97853,20.1,20.1
110.44719,36.976936,19.27,19.27
110.62745,36.975082,16.22,16.22
110.80746,36.972958,18.47,18.47
110.98735,36.970566,23.25,23.25
111.16785,36.967907,29.16,29.16
111.3477,36.964985,27.33,27.33
111.5279,36.9618,33.04,33.04
111.708,36.958347,34.06,34.06
111.88803,36.954636,31.42,31.42
112.06829,36.950645,19.92,19.92
112.24829,36.9464,16.11,16.11
112.42834,36.941883,16.91,16.91
112.60812,36.93711,20.51,20.51
112.78839,36.932068,20.15,20.15
112.96808,36.926758,23.15,23.15
113.14822,36.921192,28.13,28.13
113.3282,36.915356,25.61,25.61
113.507996,36.909252,25.04,25.04
113.68786,36.90289,22.31,22.31
113.86757,36.896263,25.11,25.11
114.04724,36.889374,29.54,29.54
114.22698,36.88222,28.36,28.36
114.40669,36.874805,24.65,24.65
114.586334,36.86712,24.68,24.68
114.76584,36.859184,25.87,25.87
114.94538,36.850975,23.22,23.22
115.124916,36.84251,22.58,22.58
115.30445,36.833782,20.68,20.68
115.483734,36.824795,19.22,19.22
115.662994,36.81554,17.74,17.74
115.842316,36.80603,15.66,15.66
116.021484,36.796257,15.56,15.56
116.20062,36.786217,17.65,17.65
116.37975,36.77592,16.84,16.84
116.5588,36.765366,11.75,11.75
116.73773,36.754555,8.25,8.25
116.916626,36.743477,7.42,7.42
117.095505,36.732147,7.73,7.73
117.27422,36.720554,9.09,9.09
117.45286,36.708706,10.33,10.33
117.6315,36.696598,6.49,6.49
117.81005,36.68423,2.81,2.81
117.98845,36.671608,2.2,2.2
118.166916,36.658726,1.77,1.77
118.34516,36.645596,1.5,1.5
118.5234,36.6322,1.32,1.32
118.701485,36.61855,1.09,1.09
118.87956,36.604645,0.87,0.87
119.05745,36.59049,0.69,0.69
119.235405,36.576065,0.76,0.76
119.413155,36.5614,0.85,0.85
119.590836,36.54648,1.11,1.11
119.7684,36.531303,1.49,1.49
119.94592,36.515877,1.81,1.81
120.12332,36.50019,1.94,1.94
120.30064,36.484257,2.05,2.05
120.4778,36.46808,2.23,2.23
120.65492,36.451633,2.33,2.33
120.83194,36.43495,2.38,2.38
121.0088,36.41801,2.44,2.44
121.18561,36.400826,2.53,2.53
121.36229,36.383385,8.75,8.75
121.53885,36.365704,8.91,8.91
121.7153,36.347775,9.12,9.12
121.891655,36.329586,10.07,10.07
122.06788,36.31116,11.75,11.75
122.24394,36.292484,12.09,12.09
122.41997,36.273556,12.2,12.2
122.59585,36.254395,12.49,12.49
122.77159,36.23498,14.85,14.85
122.94723,36.21532,16.87,16.87
123.12276,36.195415,15.84,15.84
123.29814,36.175274,15.47,15.47
123.47339,37.09831,15.36,15.36
123.64851,37.102047,14.41,14.41
123.82351,37.105522,12.33,12.33
123.99836,37.108734,11.45,11.45
107.37961,37.114353,11.35,11.35
107.559845,37.11676,10.83,10.83
107.740326,37.118904,10.65,10.65
107.92078,37.12078,10.43,10.43
108.101105,37.122387,11.36,11.36
108.28137,37.123737,12.5,12.5
108.46164,37.124805,13.28,13.28
108.6423,37.125614,16.27,16.27
108.82297,37.12615,24.87,24.87
109.00357,37.126427,24.64,24.64
109.18338,37.12644,23.63,23.63
109.3642,37.126175,17.44,17.44
109.544586,37.125645,13.33,13.33
109.72519,37.124844,13.06,13.06
109.903076,37.123787,17.06,17.06
110.08847,37.122456,16.83,16.83
110.26688,37.12085,18.87,18.87
110.44806,37.118996,17.33,17.33
110.62869,37.116863,16.49,16.49
110.808426,37.114456,20.94,20.94
110.98893,37.111797,25.91,25.91
111.16969,37.108864,25.29,25.29
111.35031,37.105667,32.37,32.37
111.530594,37.102203,33.47,33.47
111.71121,37.098465,32.5,32.5
111.891556,37.094467,20.16,20.16
112.072075,37.09021,16.01,16.01
112.25247,37.085674,16.55,16.55
112.432686,37.080887,19.45,19.45
112.61307,37.075825,19.04,19.04
112.79344,37.0705,21.34,21.34
112.973816,37.064903,28.22,28.22
113.15405,37.059055,27.31,27.31
113.33414,37.052925,25.21,25.21
113.514465,37.046543,22.66,22.66
113.69465,37.039898,26.59,26.59
113.874695,37.032974,28.88,28.88
114.05473,37.0258,26.46,26.46
114.23485,37.01836,23.87,23.87
114.41491,37.010647,25.64,25.64
114.59474,37.00268,28.33,28.33
114.77471,36.994442,29.15,29.15
114.95453,36.98595,27.41,27.41
115.13439,36.97719,25.28,25.28
115.31412,36.96817,21.15,21.15
115.493805,36.958885,18.56,18.56
115.67351,36.94934,16.95,16.95
115.85311,36.93953,18.94,18.94
116.03264,36.929462,19.94,19.94
116.21212,36.919125,16.4,16.4
116.39151,36.90853,10.96,10.96
116.57084,36.897686,6.69,6.69
116.75018,36.88657,6.9,6.9
116.929344,36.875195,7.07,7.07
117.10852,36.863567,7.14,7.14
117.28761,36.851673,7.7,7.7
117.46654,36.83952,4.69,4.69
117.6455,36.82711,2.96,2.96
117.82436,36.81444,2.46,2.46
118.00313,36.801517,1.91,1.91
118.1818,36.788334,1.64,1.64
118.36044,36.774895,1.42,1.42
118.53903,36.761196,1.15,1.15
118.71745,36.747242,0.89,0.89
118.89579,36.733036,0.72,0.72
119.07405,36.71857,0.77,0.77
119.252304,36.703854,0.89,0.89
119.430405,36.688877,1.16,1.16
119.60839,36.67364,1.49,1.49
119.786255,36.658157,1.82,1.82
119.964096,36.64242,1.94,1.94
120.14174,36.62643,2.09,2.09
120.319336,36.61019,2.31,2.31
120.496895,36.593697,2.42,2.42
120.674324,36.57695,2.47,2.47
120.851654,36.559956,2.53,2.53
121.028824,36.54271,2.6,2.6
121.20598,36.525208,8.48,8.48
121.38293,36.507465,8.87,8.87
121.55977,36.489468,9.04,9.04
121.73656,36.47122,9.67,9.67
121.91321,36.45273,11.34,11.34
122.089714,36.433987,11.82,11.82
122.26614,36.415,11.84,11.84
122.44246,36.395763,11.88,11.88
122.618645,36.37628,13.26,13.26
122.79465,36.356556,15.85,15.85
122.970634,36.33659,15.73,15.73
123.14643,36.31637,15.18,15.18
123.49766,37.242134,13.96,13.96
123.67308,37.24589,12.59,12.59
123.84839,37.24938,11.72,11.72
124.02355,37.252605,11.49,11.49
107.374756,37.258247,11.01,11.01
107.55536,37.26066,12.36,12.36
107.736176,37.262802,13,13
107.91681,37.264687,13.74,13.74
108.097626,37.266308,13.28,13.28
108.27829,37.267654,13.26,13.26
108.458954,37.268734,16.02,16.02
108.63971,37.269543,23.99,23.99
108.82065,37.27008,29.58,29.58
109.001434,37.270363,29.38,29.38
109.18268,37.270363,22.59,22.59
109.362335,37.270096,15.22,15.22
109.54416,37.269573,13.51,13.51
109.72659,37.26877,13.59,13.59
109.903076,37.2677,14.29,14.29
110.08623,37.266365,17.58,17.58
110.26761,37.264763,16.96,16.96
110.44806,37.26289,15.04,15.04
110.62932,37.260754,18.7,18.7
110.810356,37.25835,21.82,21.82
110.9915,37.255672,23.86,23.86
111.17203,37.252728,35.12,35.12
111.352776,37.249523,34.47,34.47
111.5334,37.246044,33.34,33.34
111.71418,37.2423,19.84,19.84
111.89486,37.238293,15.69,15.69
112.07594,37.234013,15.27,15.27
112.25672,37.22947,17,17
112.43719,37.224655,17.53,17.53
112.61809,37.219574,19.96,19.96
112.7987,37.214233,26.35,26.35
112.97914,37.208622,26.79,26.79
113.15976,37.202736,23.8,23.8
113.340355,37.1966,22.19,22.19
113.52098,37.19019,26.41,26.41
113.701584,37.183517,26.88,26.88
113.88192,37.17658,22.68,22.68
114.06231,37.169373,22.05,22.05
114.24266,37.161907,24.93,24.93
114.423065,37.154167,28.06,28.06
114.60335,37.14617,32.27,32.27
114.78361,37.13791,32.82,32.82
114.963806,37.12938,29.19,29.19
115.143845,37.12059,23.22,23.22
115.32399,37.111538,20.38,20.38
115.50403,37.102215,19.7,19.7
115.68404,37.092632,20.72,20.72
115.863815,37.082798,19.5,19.5
116.04378,37.07269,14.94,14.94
116.223595,37.06232,9.34,9.34
116.40337,37.051685,6.83,6.83
116.58297,37.040806,7.67,7.67
116.7626,37.029644,7.19,7.19
116.9421,37.018234,6.72,6.72
117.12161,37.00656,6.71,6.71
117.30106,36.994625,4.84,4.84
117.4804,36.982437,3.18,3.18
117.659584,36.96998,2.54,2.54
117.838776,36.957268,2.05,2.05
118.01786,36.944294,1.79,1.79
118.19691,36.931065,1.57,1.57
118.37584,36.91758,1.31,1.31
118.55466,36.903835,1,1
118.73346,36.889828,0.77,0.77
118.91212,36.87557,0.81,0.81
119.09075,36.861057,0.92,0.92
119.269264,36.846283,1.23,1.23
119.44765,36.831257,1.5,1.5
119.62607,36.815975,1.83,1.83
119.80426,36.800438,1.95,1.95
119.98234,36.784645,2.1,2.1
120.160385,36.768597,2.34,2.34
120.338264,36.7523,2.47,2.47
120.51613,36.73575,2.52,2.52
120.69383,36.71894,2.61,2.61
120.87141,36.701885,2.67,2.67
121.048965,36.684578,7.99,7.99
121.22638,36.66702,8.51,8.51
121.403656,36.649208,8.85,8.85
121.58088,36.63115,9.31,9.31
121.75794,36.61284,10.78,10.78
121.93486,36.594288,11.9,11.9
122.11171,36.575474,12.14,12.14
122.28847,36.556423,11.79,11.79
122.46506,36.53712,12.71,12.71
122.64154,36.517574,14.69,14.69
122.8179,36.497776,15.38,15.38
122.99413,36.477737,15.02,15.02
123.17024,36.457455,14.35,14.35
123.34625,37.385956,13.61,13.61
123.52207,37.38973,12.43,12.43
123.69781,37.393223,11.72,11.72
123.873375,37.39646,11.12,11.12
124.04886,37.399418,11.18,11.18
107.36984,37.404545,16.29,16.29
107.55087,37.406708,19.64,19.64
107.73193,37.4086,18.96,18.96
107.912964,37.41021,15.27,15.27
108.09381,37.41157,13.12,13.12
108.27536,37.41264,15.58,15.58
108.4563,37.413464,18.51,18.51
108.63727,37.414013,27.61,27.61
108.818665,37.414276,28.95,28.95
108.999664,37.41428,24.94,24.94
109.180756,37.414024,18.38,18.38
109.36203,37.41349,14.18,14.18
109.54416,37.412685,13.21,13.21
109.723755,37.41162,13.3,13.3
109.90109,37.410275,15.02,15.02
110.08623,37.408665,14.86,14.86
110.269066,37.40678,15.24,15.24
110.44981,37.404636,17.07,17.07
110.63118,37.402233,19.1,19.1
110.81157,37.39954,22.13,22.13
110.99288,37.39659,33.21,33.21
111.1742,37.393368,34.46,34.46
111.35567,37.389885,32.94,32.94
111.53659,37.386116,19.01,19.01
111.71726,37.3821,15.13,15.13
111.89847,37.377804,14.64,14.64
112.079895,37.37325,15.33,15.33
112.26097,37.368416,17.13,17.13
112.441765,37.36332,19.51,19.51
112.62309,37.357956,27.46,27.46
112.80393,37.352325,28.13,28.13
112.984985,37.346424,24.8,24.8
113.16564,37.340263,22.98,22.98
113.34656,37.333828,26.55,26.55
113.527534,37.32713,25.1,25.1
113.70835,37.320168,20.76,20.76
113.889175,37.31294,21.3,21.3
114.06997,37.305443,24.26,24.26
114.25054,37.29768,28.01,28.01
114.431335,37.28965,33.61,33.61
114.61185,37.28136,32.2,32.2
114.792404,37.272804,27.75,27.75
114.97304,37.263985,21.83,21.83
115.15347,37.25489,19.33,19.33
115.33392,37.24554,18.91,18.91
115.51424,37.23593,19.45,19.45
115.69454,37.226055,17.83,17.83
115.8747,37.215904,11.9,11.9
116.054955,37.2055,8.32,8.32
116.235115,37.194836,7.96,7.96
116.415215,37.18391,9.55,9.55
116.5952,37.172718,8.78,8.78
116.77518,37.161263,7.67,7.67
116.95503,37.149548,7.43,7.43
117.134766,37.137573,6.01,6.01
117.31454,37.125336,4.72,4.72
117.494156,37.112843,3.18,3.18
117.67377,37.10008,2.6,2.6
117.85333,37.087067,2.22,2.22
118.03271,37.073788,1.93,1.93
118.212036,37.060253,1.86,1.86
118.39132,37.04646,1.32,1.32
118.57055,37.032402,0.99,0.99
118.749596,37.0181,1.05,1.05
118.92853,37.003532,1.16,1.16
119.10749,36.9887,1.37,1.37
119.28634,36.97362,1.51,1.51
119.46509,36.95829,1.81,1.81
119.64372,36.942696,1.95,1.95
119.82222,36.926853,2.11,2.11
120.00064,36.910748,2.35,2.35
120.17905,36.894394,2.48,2.48
120.35734,36.877785,2.52,2.52
120.53535,36.860916,2.61,2.61
120.71345,36.843807,2.69,2.69
120.891365,36.826435,7.44,7.44
121.06921,36.80882,7.9,7.9
121.24689,36.790943,8.43,8.43
121.42455,36.772816,8.83,8.83
121.602005,36.754448,10.55,10.55
121.779396,36.735817,12.1,12.1
121.95668,36.716946,12.54,12.54
122.13381,36.697834,12.2,12.2
122.31088,36.678463,13.16,13.16
122.48775,36.658844,14.36,14.36
122.664536,36.63898,14.78,14.78
122.84123,36.618866,14.59,14.59
123.01779,36.59852,13.93,13.93
123.37046,37.529774,12.12,12.12
123.54663,37.533558,11.71,11.71
123.72261,37.537067,10.93,10.93
123.89856,37.54031,10.95,10.95
124.074295,37.54329,10.93,10.93
107.36493,37.54599,14.74,14.74
107.54617,37.548428,18.68,18.68
107.72754,37.550594,19.12,19.12
107.90912,37.552483,17.65,17.65
108.090515,37.55412,14.54,14.54
108.27182,37.55547,14.53,14.53
108.45337,37.556557,15.44,15.44
108.634705,37.557365,21.19,21.19
108.81616,37.557915,27.58,27.58
108.9975,37.558193,26.63,26.63
109.17908,37.558193,25.7,25.7
109.36081,37.557934,19.62,19.62
109.54199,37.5574,14.83,14.83
109.72305,37.556595,14.21,14.21
109.90109,37.555523,15.71,15.71
110.09065,37.554176,15.22,15.22
110.269066,37.552567,16.4,16.4
110.450676,37.55068,17.36,17.36
110.6318,37.54852,18.2,18.2
110.81349,37.546097,21.66,21.66
110.99505,37.543407,31.57,31.57
111.1762,37.54044,34.19,34.19
111.35783,37.53721,31.49,31.49
111.53951,37.53371,18.1,18.1
111.72079,37.529938,14.57,14.57
111.902176,37.5259,14.47,14.47
112.083565,37.52159,14.79,14.79
112.26512,37.517014,16.68,16.68
112.44649,37.51217,19.17,19.17
112.627785,37.507057,32.74,32.74
112.8091,37.501667,32.83,32.83
112.99042,37.49602,26.72,26.72
113.17151,37.490105,23.83,23.83
113.35293,37.48391,25.69,25.69
113.53403,37.477455,22.75,22.75
113.71531,37.470737,19.28,19.28
113.89632,37.46375,19.47,19.47
114.077515,37.456497,23.11,23.11
114.258644,37.44897,27.28,27.28
114.43964,37.44118,31.98,31.98
114.62051,37.43313,30.28,30.28
114.80139,37.4248,25.82,25.82
114.98221,37.416214,21.55,21.55
115.16305,37.407364,19.47,19.47
115.34387,37.398243,18.17,18.17
115.52447,37.38886,17.76,17.76
115.70524,37.379215,16.07,16.07
115.8858,37.369305,9.58,9.58
116.066345,37.35912,7.84,7.84
116.246735,37.348682,8.61,8.61
116.427124,37.337975,11.19,11.19
116.60753,37.32701,9.55,9.55
116.78773,37.315777,8.27,8.27
116.96793,37.30428,7.66,7.66
117.14806,37.292526,6.13,6.13
117.328156,37.280506,4.89,4.89
117.508125,37.26823,3.48,3.48
117.687996,37.255684,2.98,2.98
117.86787,37.242886,2.67,2.67
118.04758,37.229816,2.5,2.5
118.22732,37.2165,2.68,2.68
118.406845,37.202915,1.62,1.62
118.58637,37.189068,1.25,1.25
118.765785,37.174973,1.32,1.32
118.9451,37.16061,1.52,1.52
119.124344,37.14599,1.49,1.49
119.303505,37.131115,1.54,1.54
119.48256,37.11598,1.79,1.79
119.6615,37.100594,1.93,1.93
119.84038,37.08494,2.1,2.1
120.01915,37.069042,2.34,2.34
120.197815,37.052887,2.49,2.49
120.37631,37.036472,2.56,2.56
120.554756,37.0198,2.62,2.62
120.73318,37.00288,2.68,2.68
120.91141,36.9857,7.04,7.04
121.089554,36.96827,7.72,7.72
121.26763,36.950592,8.57,8.57
121.44553,36.932655,8.2,8.2
121.623276,36.914467,9.92,9.92
121.80102,36.896038,11.85,11.85
121.978615,36.877346,12.79,12.79
