FID,lon,lat,pm03
871,113.12512,36.356968,5.35
872,113.30387,36.351734,4.97
873,113.48245,36.346245,4.65
874,113.66084,36.340492,4.47
875,113.83942,36.334476,4.03
876,114.01766,36.328205,3.9
877,114.1962,36.32167,3.85
878,114.37453,36.314877,3.35
879,114.55295,36.307823,3.01
880,114.73115,36.30051,2.4
881,114.90944,36.292942,2.1
882,115.087585,36.285114,1.85
883,115.26567,36.27702,1.71
884,115.44382,36.268677,1.66
885,115.62187,36.260067,1.52
886,115.79972,36.251205,1.56
887,115.97777,36.242085,1.44
888,116.155556,36.232704,1.39
889,116.33336,36.223072,1.29
890,116.511116,36.213173,1.07
891,116.6888,36.203026,0.91
892,116.86648,36.19261,1.03
893,117.04395,36.181957,1.36
894,117.22149,36.17104,1.65
895,117.398766,36.159863,1.77
896,117.57611,36.14843,1.92
897,117.753426,36.136753,2.23
898,117.93069,36.124805,2.35
899,118.10775,36.112617,1.81
900,118.284775,36.10017,0.73
901,118.46175,36.087467,0.3
902,118.638596,36.07452,0.23
903,118.81538,36.06131,0.17
904,118.99211,36.04785,0.17
905,119.16867,36.03414,0.18
906,119.345215,36.020184,0.21
907,119.52168,36.005966,0.24
908,119.69798,35.991505,0.29
909,119.87425,35.976788,0.36
910,120.05039,35.961826,0.45
911,120.22652,35.94661,0.63
912,120.40245,35.931145,0.66
913,120.578316,35.91544,0.72
914,120.7541,35.89948,0.81
915,120.929756,35.883266,0.89
916,121.10529,35.866814,0.97
917,121.28075,35.850105,1.05
918,121.45615,35.83316,1.11
919,121.63138,35.81596,1.18
920,121.80655,35.798523,1.21
921,121.98152,35.780838,5.54
922,122.156456,35.762913,5.76
923,122.331276,35.744736,6.7
924,122.50594,35.72632,8.42
925,109.91153,36.5504,5.07
926,110.09279,36.549873,5.05
927,110.26541,36.54909,5.05
928,110.445435,36.54804,5.32
929,110.62401,36.546722,5.7
930,110.80284,36.54515,6.13
931,110.98258,36.54331,6.38
932,111.16147,36.54121,7.77
933,111.34057,36.53884,10.99
934,111.519424,36.536213,12.2
935,111.698814,36.53333,13.13
936,111.87753,36.53017,13.77
937,112.05672,36.52676,13.08
938,112.235985,36.52308,10.12
939,112.415085,36.51914,8.05
940,112.5939,36.514935,6.94
941,112.77298,36.510468,6.65
942,112.95194,36.50574,6.14
943,113.131004,36.50075,5.46
944,113.309616,36.495502,4.81
945,113.48886,36.48999,4.34
946,113.66752,36.484215,3.89
947,113.84644,36.47818,3.72
948,114.025116,36.471886,3.68
949,114.20384,36.465336,3.27
950,114.38263,36.45851,3.02
951,114.561066,36.451435,2.63
952,114.73971,36.44409,2.39
953,114.91833,36.436497,2.17
954,115.09689,36.42864,1.9
955,115.2753,36.42052,1.67
956,115.453705,36.41214,1.63
957,115.632,36.40351,1.64
958,115.810356,36.394615,1.58
959,115.98858,36.385456,1.55
960,116.166824,36.37605,1.38
961,116.34493,36.366375,1.16
962,116.52291,36.35645,1.02
963,116.70093,36.346264,1.01
964,116.87883,36.33582,1.17
965,117.05678,36.325123,1.31
966,117.23452,36.314156,1.46
967,117.4122,36.302948,1.52
968,117.589935,36.291477,1.76
969,117.76742,36.27975,2.05
970,117.944984,36.267773,1.98
971,118.12239,36.255535,1.02
972,118.29977,36.243046,0.3
973,118.477005,36.230297,0.29
974,118.65413,36.2173,0.21
975,118.83127,36.20405,0.18
976,119.00827,36.19054,0.19
977,119.185196,36.17679,0.21
978,119.36207,36.16277,0.23
979,119.5388,36.148506,0.26
980,119.7155,36.133987,0.3
981,119.89204,36.11923,0.36
982,120.06852,36.10421,0.44
983,120.24485,36.08894,0.52
984,120.421135,36.07342,0.6
985,120.59733,36.057663,0.68
986,120.77341,36.041637,0.8
987,120.94939,36.025383,0.86
988,121.12526,36.008865,0.92
989,121.300964,35.9921,1
990,121.47661,35.975094,1.1
991,121.65223,35.95784,1.19
992,121.82761,35.94034,5.28
993,122.002945,35.92259,5.63
994,122.17813,35.904594,6.7
995,122.35324,35.886356,8.37
996,122.52819,35.86788,9.01
997,109.90723,36.69435,4.8
998,110.08623,36.693825,4.79
999,110.26541,36.693035,4.94
1000,110.44631,36.69198,5.44
1001,110.62527,36.69067,6.06
1002,110.8043,36.68909,6.66
1003,110.98377,36.68724,9.03
1004,111.16348,36.68513,11.4
1005,111.34305,36.68276,12.24
1006,111.522255,36.680122,13.94
1007,111.701805,36.67722,15.56
1008,111.88107,36.674053,15.94
1009,112.06052,36.670624,13.24
1010,112.24018,36.666935,9.79
1011,112.41938,36.66298,8.02
1012,112.598724,36.65876,7.63
1013,112.77827,36.65428,7.32
1014,112.95757,36.64954,6.35
1015,113.13669,36.64453,5.14
1016,113.31588,36.63926,4.24
1017,113.49508,36.63373,3.85
1018,113.67419,36.62793,3.56
1019,113.85331,36.62188,3.34
1020,114.032455,36.615562,3.2
1021,114.211525,36.608982,3.04
1022,114.39057,36.602142,2.82
1023,114.56948,36.595036,2.52
1024,114.74842,36.58767,2.4
1025,114.92741,36.58004,2.36
1026,115.106186,36.57216,2.19
1027,115.28499,36.56402,1.82
1028,115.46372,36.555607,1.69
1029,115.64244,36.546944,1.63
1030,115.82101,36.538013,1.63
1031,115.999535,36.52882,1.66
1032,116.178,36.51938,1.6
1033,116.356445,36.509678,1.48
1034,116.534805,36.499714,1.36
1035,116.71315,36.489487,1.13
1036,116.89134,36.479004,1.07
1037,117.06956,36.468266,1.2
1038,117.24771,36.457275,1.31
1039,117.4258,36.446022,1.35
1040,117.6037,36.43451,1.38
1041,117.7816,36.42274,1.3
1042,117.9594,36.410717,0.78
1043,118.137146,36.39845,0.32
1044,118.31483,36.38591,0.3
1045,118.49239,36.37312,0.28
1046,118.66987,36.360077,0.21
1047,118.847275,36.346775,0.2
1048,119.024635,36.333218,0.22
1049,119.20196,36.319412,0.24
1050,119.379,36.30535,0.27
1051,119.55605,36.291042,0.31
1052,119.73303,36.276474,0.37
1053,119.9099,36.26165,0.4
1054,120.086685,36.246586,0.45
1055,120.26338,36.231266,0.53
1056,120.439926,36.21569,0.66
1057,120.61644,36.19987,0.74
1058,120.79279,36.183796,0.8
1059,120.96906,36.167473,0.87
1060,121.1452,36.150906,0.96
1061,121.32132,36.13408,1.05
1062,121.49722,36.11702,1.08
1063,121.67311,36.0997,5.12
1064,121.8488,36.082146,5.38
1065,122.02447,36.064335,6.21
1066,122.200005,36.046272,7.76
1067,122.37538,36.02797,8.99
1068,122.55062,36.009426,8.65
1069,109.90109,36.83777,4.15
1070,110.081566,36.83697,4.43
1071,110.26614,36.835926,4.9
1072,110.44631,36.834606,5.65
1073,110.6262,36.83301,6.93
1074,110.805756,36.831165,10.18
1075,110.98537,36.829044,11.09
1076,111.166176,36.826664,12.06
1077,111.345085,36.824017,14.53
1078,111.525215,36.821114,17.19
1079,111.704796,36.817936,17.97
1080,111.884605,36.814495,16.89
1081,112.06441,36.810787,12.98
1082,112.243935,36.806816,9.77
1083,112.423744,36.802586,8.58
1084,112.603615,36.798088,8.33
1085,112.78305,36.79333,7.51
1086,112.96293,36.7883,6.14
1087,113.142365,36.783012,4.87
1088,113.3219,36.777466,4.18
1089,113.50135,36.77164,3.77
1090,113.681,36.76557,3.17
1091,113.86052,36.75923,2.88
1092,114.03988,36.75263,2.85
1093,114.21919,36.74576,2.85
1094,114.3986,36.738632,2.62
1095,114.57796,36.731243,2.43
1096,114.75725,36.72359,2.36
1097,114.93634,36.715675,2.49
1098,115.11546,36.7075,2.24
1099,115.29458,36.699066,2
1100,115.47368,36.69037,1.79
1101,115.65267,36.681408,1.71
1102,115.831635,36.672184,1.76
1103,116.01047,36.66271,1.79
1104,116.189255,36.652966,1.81
1105,116.368095,36.642967,1.82
1106,116.54677,36.63271,1.37
1107,116.72541,36.622192,1.12
1108,116.90397,36.611412,1.02
1109,117.08247,36.60038,1.06
1110,117.26091,36.589092,1.09
1111,117.439316,36.577534,1.09
1112,117.61758,36.56573,1.05
1113,117.79577,36.55366,0.71
1114,117.97396,36.54134,0.42
1115,118.15197,36.528763,0.39
1116,118.32995,36.51593,0.36
1117,118.507805,36.50284,0.3
1118,118.68567,36.48949,0.25
1119,118.863335,36.47589,0.26
1120,119.041016,36.462032,0.27
1121,119.21858,36.447926,0.3
1122,119.39604,36.43356,0.35
1123,119.57338,36.418945,0.42
1124,119.75069,36.40407,0.43
1125,119.927895,36.388954,0.46
1126,120.10492,36.373573,0.5
1127,120.281975,36.357944,0.57
1128,120.45883,36.34207,0.64
1129,120.63563,36.32594,0.71
1130,120.81233,36.309563,0.78
1131,120.98891,36.292934,0.85
1132,121.165344,36.27606,0.89
1133,121.34174,36.258926,0.98
1134,121.518005,36.24155,4.91
1135,121.694176,36.223927,5.22
1136,121.8702,36.206055,5.78
1137,122.04609,36.18794,7.28
1138,122.22193,36.169575,8.81
1139,122.39757,36.150963,8.6
1140,122.57315,36.132103,7.18
1141,109.903076,36.980923,4.02
1142,110.08847,36.979855,4.41
1143,110.26541,36.97853,5.25
1144,110.44719,36.976936,6.41
1145,110.62745,36.975082,9
1146,110.80746,36.972958,10.38
1147,110.98735,36.970566,11.68
1148,111.16785,36.967907,14.37
1149,111.3477,36.964985,18.02
1150,111.5279,36.9618,19.77
1151,111.708,36.958347,19.9
1152,111.88803,36.954636,17.24
1153,112.06829,36.950645,13.25
1154,112.24829,36.9464,9.98
1155,112.42834,36.941883,9
1156,112.60812,36.93711,8.24
1157,112.78839,36.932068,6.98
1158,112.96808,36.926758,5.8
1159,113.14822,36.921192,5
1160,113.3282,36.915356,4.18
1161,113.507996,36.909252,3.34
1162,113.68786,36.90289,3.02
1163,113.86757,36.896263,2.81
1164,114.04724,36.889374,2.44
1165,114.22698,36.88222,2.38
1166,114.40669,36.874805,2.39
1167,114.586334,36.86712,2.38
1168,114.76584,36.859184,2.34
1169,114.94538,36.850975,2.22
1170,115.124916,36.84251,2.07
1171,115.30445,36.833782,1.85
1172,115.483734,36.824795,1.67
1173,115.662994,36.81554,1.66
1174,115.842316,36.80603,1.67
1175,116.021484,36.796257,1.75
1176,116.20062,36.786217,1.79
1177,116.37975,36.77592,1.57
1178,116.5588,36.765366,1.25
1179,116.73773,36.754555,1.01
1180,116.916626,36.743477,0.97
1181,117.095505,36.732147,0.9
1182,117.27422,36.720554,0.89
1183,117.45286,36.708706,0.83
1184,117.6315,36.696598,0.69
1185,117.81005,36.68423,0.53
1186,117.98845,36.671608,0.47
1187,118.166916,36.658726,0.45
1188,118.34516,36.645596,0.42
1189,118.5234,36.6322,0.37
1190,118.701485,36.61855,0.35
1191,118.87956,36.604645,0.33
1192,119.05745,36.59049,0.33
1193,119.235405,36.576065,0.41
1194,119.413155,36.5614,0.5
1195,119.590836,36.54648,0.53
1196,119.7684,36.531303,0.56
1197,119.94592,36.515877,0.58
1198,120.12332,36.50019,0.62
1199,120.30064,36.484257,0.65
1200,120.4778,36.46808,0.69
1201,120.65492,36.451633,0.72
1202,120.83194,36.43495,0.78
1203,121.0088,36.41801,0.86
1204,121.18561,36.400826,0.98
1205,121.36229,36.383385,4.77
1206,121.53885,36.365704,5.09
1207,121.7153,36.347775,5.77
1208,121.891655,36.329586,7.3
1209,122.06788,36.31116,8.74
1210,122.24394,36.292484,8.56
1211,122.41997,36.273556,7.11
1212,122.59585,36.254395,6.29
1213,109.903076,37.123787,3.92
1214,110.08847,37.122456,4.83
1215,110.26688,37.12085,5.81
1216,110.44806,37.118996,8.11
1217,110.62869,37.116863,9.75
1218,110.808426,37.114456,11.47
1219,110.98893,37.111797,14.01
1220,111.16969,37.108864,17.99
1221,111.35031,37.105667,20.59
1222,111.530594,37.102203,21.23
1223,111.71121,37.098465,20.32
1224,111.891556,37.094467,17.74
1225,112.072075,37.09021,12.95
1226,112.25247,37.085674,9.87
1227,112.432686,37.080887,8.77
1228,112.61307,37.075825,7.61
1229,112.79344,37.0705,6.75
1230,112.973816,37.064903,5.87
1231,113.15405,37.059055,4.57
1232,113.33414,37.052925,3.65
1233,113.514465,37.046543,3.19
1234,113.69465,37.039898,2.92
1235,113.874695,37.032974,2.75
1236,114.05473,37.0258,2.43
1237,114.23485,37.01836,2.44
1238,114.41491,37.010647,2.35
1239,114.59474,37.00268,2.35
1240,114.77471,36.994442,2.37
1241,114.95453,36.98595,2.24
1242,115.13439,36.97719,2.15
1243,115.31412,36.96817,1.8
1244,115.493805,36.958885,1.71
1245,115.67351,36.94934,1.63
1246,115.85311,36.93953,1.6
1247,116.03264,36.929462,1.56
1248,116.21212,36.919125,1.48
1249,116.39151,36.90853,1.33
1250,116.57084,36.897686,1.18
1251,116.75018,36.88657,1.12
1252,116.929344,36.875195,1.04
1253,117.10852,36.863567,1.03
1254,117.28761,36.851673,1.03
1255,117.46654,36.83952,0.91
1256,117.6455,36.82711,0.73
1257,117.82436,36.81444,0.61
1258,118.00313,36.801517,0.58
1259,118.1818,36.788334,0.56
1260,118.36044,36.774895,0.52
1261,118.53903,36.761196,0.5
1262,118.71745,36.747242,0.46
1263,118.89579,36.733036,0.42
1264,119.07405,36.71857,0.44
1265,119.252304,36.703854,0.54
1266,119.430405,36.688877,0.58
1267,119.60839,36.67364,0.63
1268,119.786255,36.658157,0.67
1269,119.964096,36.64242,0.74
1270,120.14174,36.62643,0.79
1271,120.319336,36.61019,0.86
1272,120.496895,36.593697,0.94
1273,120.674324,36.57695,1.05
1274,120.851654,36.559956,1.17
1275,121.028824,36.54271,1.21
1276,121.20598,36.525208,4.83
1277,121.38293,36.507465,5.13
1278,121.55977,36.489468,5.86
1279,121.73656,36.47122,7.53
1280,121.91321,36.45273,8.86
1281,122.089714,36.433987,8.69
1282,122.26614,36.415,7.12
1283,122.44246,36.395763,6.22
1284,122.618645,36.37628,5.63
1285,109.903076,37.2677,4.71
1286,110.08623,37.266365,5.61
1287,110.26761,37.264763,6.64
1288,110.44806,37.26289,9.58
1289,110.62932,37.260754,11.64
1290,110.810356,37.25835,14.01
1291,110.9915,37.255672,17.34
1292,111.17203,37.252728,20.24
1293,111.352776,37.249523,21.52
1294,111.5334,37.246044,21.45
1295,111.71418,37.2423,20.68
1296,111.89486,37.238293,17.83
1297,112.07594,37.234013,12.53
1298,112.25672,37.22947,9.51
1299,112.43719,37.224655,8.27
1300,112.61809,37.219574,7.78
1301,112.7987,37.214233,6.93
1302,112.97914,37.208622,5.25
1303,113.15976,37.202736,3.83
1304,113.340355,37.1966,3.24
1305,113.52098,37.19019,2.92
1306,113.701584,37.183517,2.85
1307,113.88192,37.17658,2.93
1308,114.06231,37.169373,2.87
1309,114.24266,37.161907,2.47
1310,114.423065,37.154167,2.31
1311,114.60335,37.14617,2.23
1312,114.78361,37.13791,2.1
1313,114.963806,37.12938,2.07
1314,115.143845,37.12059,1.75
1315,115.32399,37.111538,1.62
1316,115.50403,37.102215,1.57
1317,115.68404,37.092632,1.56
1318,115.863815,37.082798,1.5
1319,116.04378,37.07269,1.41
1320,116.223595,37.06232,1.36
1321,116.40337,37.051685,1.3
1322,116.58297,37.040806,1.23
1323,116.7626,37.029644,1.19
1324,116.9421,37.018234,1.18
1325,117.12161,37.00656,1.21
1326,117.30106,36.994625,1.21
1327,117.4804,36.982437,1.02
1328,117.659584,36.96998,0.77
1329,117.838776,36.957268,0.69
1330,118.01786,36.944294,0.64
1331,118.19691,36.931065,0.62
1332,118.37584,36.91758,0.61
1333,118.55466,36.903835,0.53
1334,118.73346,36.889828,0.54
1335,118.91212,36.87557,0.5
1336,119.09075,36.861057,0.56
1337,119.269264,36.846283,0.58
1338,119.44765,36.831257,0.62
1339,119.62607,36.815975,0.67
1340,119.80426,36.800438,0.72
1341,119.98234,36.784645,0.79
1342,120.160385,36.768597,0.86
1343,120.338264,36.7523,0.95
1344,120.51613,36.73575,1.02
1345,120.69383,36.71894,1.07
1346,120.87141,36.701885,1.12
1347,121.048965,36.684578,4.72
1348,121.22638,36.66702,5.41
1349,121.403656,36.649208,6.81
1350,121.58088,36.63115,8.46
1351,121.75794,36.61284,9.27
1352,121.93486,36.594288,9.1
1353,122.11171,36.575474,7.4
1354,122.28847,36.556423,6.34
1355,122.46506,36.53712,5.7
1356,122.64154,36.517574,5.45
1357,109.90109,37.410275,6.76
1358,110.08623,37.408665,8.62
1359,110.269066,37.40678,10.69
1360,110.44981,37.404636,12.87
1361,110.63118,37.402233,14.56
1362,110.81157,37.39954,17.65
1363,110.99288,37.39659,19.96
1364,111.1742,37.393368,21.72
1365,111.35567,37.389885,22.1
1366,111.53659,37.386116,21.76
1367,111.71726,37.3821,21.58
1368,111.89847,37.377804,18.31
1369,112.079895,37.37325,12.48
1370,112.26097,37.368416,9.41
1371,112.441765,37.36332,8.45
1372,112.62309,37.357956,7.56
1373,112.80393,37.352325,5.79
1374,112.984985,37.346424,4.47
1375,113.16564,37.340263,3.58
1376,113.34656,37.333828,3.21
1377,113.527534,37.32713,2.99
1378,113.70835,37.320168,2.92
1379,113.889175,37.31294,2.87
1380,114.06997,37.305443,2.49
1381,114.25054,37.29768,2.37
1382,114.431335,37.28965,2.35
1383,114.61185,37.28136,2.33
1384,114.792404,37.272804,2.35
1385,114.97304,37.263985,1.93
1386,115.15347,37.25489,1.57
1387,115.33392,37.24554,1.52
1388,115.51424,37.23593,1.53
1389,115.69454,37.226055,1.54
1390,115.8747,37.215904,1.51
1391,116.054955,37.2055,1.52
1392,116.235115,37.194836,1.53
1393,116.415215,37.18391,1.5
1394,116.5952,37.172718,1.42
1395,116.77518,37.161263,1.33
1396,116.95503,37.149548,1.36
1397,117.134766,37.137573,1.31
1398,117.31454,37.125336,1.15
1399,117.494156,37.112843,0.93
1400,117.67377,37.10008,0.82
1401,117.85333,37.087067,0.77
1402,118.03271,37.073788,0.76
1403,118.212036,37.060253,0.71
1404,118.39132,37.04646,0.59
1405,118.57055,37.032402,0.58
1406,118.749596,37.0181,0.57
1407,118.92853,37.003532,0.62
1408,119.10749,36.9887,0.57
1409,119.28634,36.97362,0.58
1410,119.46509,36.95829,0.62
1411,119.64372,36.942696,0.67
1412,119.82222,36.926853,0.72
1413,120.00064,36.910748,0.8
1414,120.17905,36.894394,0.88
1415,120.35734,36.877785,0.95
1416,120.53535,36.860916,1.02
1417,120.71345,36.843807,1.11
1418,120.891365,36.826435,4.79
1419,121.06921,36.80882,5.71
1420,121.24689,36.790943,7.12
1421,121.42455,36.772816,8.8
1422,121.602005,36.754448,9.6
1423,121.779396,36.735817,9.54
1424,121.95668,36.716946,7.61
1425,122.13381,36.697834,6.56
1426,122.31088,36.678463,6.02
1427,122.48775,36.658844,5.77
1428,109.90109,37.555523,8.17
1429,110.09065,37.554176,9.94
1430,110.269066,37.552567,12.08
1431,110.450676,37.55068,14.62
1432,110.6318,37.54852,16.23
1433,110.81349,37.546097,18.39
1434,110.99505,37.543407,20.37
1435,111.1762,37.54044,22.12
1436,111.35783,37.53721,22.61
1437,111.53951,37.53371,22.62
1438,111.72079,37.529938,22.88
1439,111.902176,37.5259,22.66
1440,112.083565,37.52159,18.53
1441,112.26512,37.517014,12.36
1442,112.44649,37.51217,9.48
1443,112.627785,37.507057,8.16
1444,112.8091,37.501667,6.47
1445,112.99042,37.49602,5.14
1446,113.17151,37.490105,4.26
1447,113.35293,37.48391,3.72
1448,113.53403,37.477455,3.32
1449,113.71531,37.470737,2.89
1450,113.89632,37.46375,2.73
1451,114.077515,37.456497,2.46
1452,114.258644,37.44897,2.31
1453,114.43964,37.44118,2.34
1454,114.62051,37.43313,2.41
1455,114.80139,37.4248,2.61
1456,114.98221,37.416214,2.52
1457,115.16305,37.407364,1.91
1458,115.34387,37.398243,1.65
1459,115.52447,37.38886,1.68
1460,115.70524,37.379215,1.8
1461,115.8858,37.369305,1.86
1462,116.066345,37.35912,1.99
1463,116.246735,37.348682,2.06
1464,116.427124,37.337975,2.09
1465,116.60753,37.32701,2.04
1466,116.78773,37.315777,1.92
1467,116.96793,37.30428,1.63
1468,117.14806,37.292526,1.32
1469,117.328156,37.280506,1.2
1470,117.508125,37.26823,1.09
1471,117.687996,37.255684,1
1472,117.86787,37.242886,0.87
1473,118.04758,37.229816,0.83
1474,118.22732,37.2165,0.79
1475,118.406845,37.202915,0.76
1476,118.58637,37.189068,0.72
1477,118.765785,37.174973,0.63
1478,118.9451,37.16061,0.6
1479,119.124344,37.14599,0.55
1480,119.303505,37.131115,0.59
1481,119.48256,37.11598,0.64
1482,119.6615,37.100594,0.71
1483,119.84038,37.08494,0.78
1484,120.01915,37.069042,0.86
1485,120.197815,37.052887,0.92
1486,120.37631,37.036472,0.99
1487,120.554756,37.0198,1.05
1488,120.73318,37.00288,1.12
1489,120.91141,36.9857,5.11
1490,121.089554,36.96827,6.38
1491,121.26763,36.950592,7.21
1492,121.44553,36.932655,8.69
1493,121.623276,36.914467,9.38
1494,121.80102,36.896038,9.3
1495,121.978615,36.877346,7.62
1496,122.15604,36.858414,6.91
1497,122.3334,36.839222,6.44
1498,122.51062,36.819786,6.05
1499,109.89914,37.69942,12.05
1500,110.09065,37.69807,14.42
1501,110.269066,37.69645,15.64
1502,110.45154,37.694557,17.88
1503,110.63304,37.692398,19.31
1504,110.81445,37.68997,20.87
1505,110.99662,37.687256,22.49
1506,111.17853,37.68429,22.77
1507,111.36042,37.681038,22.8
1508,111.54193,37.677532,23.61
1509,111.72408,37.67374,24.01
1510,111.905876,37.66969,23.55
1511,112.0876,37.665375,17.98
1512,112.269264,37.660774,11.94
1513,112.45104,37.655907,9.21
1514,112.63262,37.650776,7.6
1515,112.81418,37.645374,6.08
1516,112.99598,37.639698,5.27
1517,113.17768,37.633762,4.51
1518,113.35929,37.627556,3.66
1519,113.54078,37.62107,3.17
1520,113.72226,37.614338,2.78
1521,113.9038,37.607323,2.37
1522,114.085144,37.60004,2.12
1523,114.2665,37.592487,2.11
1524,114.44792,37.58467,2.23
1525,114.629105,37.576588,2.52
1526,114.810394,37.568233,2.57
1527,114.9916,37.55962,2.07
1528,115.17264,37.550735,1.63
1529,115.35387,37.54158,1.73
1530,115.53496,37.532166,1.97
1531,115.71584,37.52248,2.14
1532,115.89668,37.512535,2.33
1533,116.077644,37.50232,2.45
1534,116.25844,37.491844,2.42
1535,116.43913,37.481106,2.38
1536,116.619835,37.470097,2.21
1537,116.8004,37.458828,1.9
1538,116.98099,37.447285,1.52
1539,117.161415,37.43549,1.38
1540,117.3418,37.423428,1.2
1541,117.522095,37.411106,1.1
1542,117.702354,37.39852,0.93
1543,117.88252,37.38567,0.84
1544,118.062614,37.372562,0.8
1545,118.24258,37.35919,0.84
1546,118.4225,37.345554,0.86
1547,118.602295,37.331665,0.77
1548,118.78207,37.317516,0.66
1549,118.961716,37.30311,0.54
1550,119.14128,37.288437,0.56
1551,119.32075,37.273506,0.65
1552,119.50017,37.258327,0.76
1553,119.67945,37.24288,0.88
1554,119.85857,37.227177,1
1555,120.037704,37.21122,1.13
1556,120.216705,37.195007,1.26
1557,120.395546,37.17853,1.39
1558,120.57426,37.161804,1.52
1559,120.75298,37.144825,5.4
1560,120.93158,37.127583,6.32
1561,121.11001,37.110104,7.27
1562,121.288414,37.092354,8.5
1563,121.46658,37.074356,8.81
1564,121.6447,37.056114,8.5
1565,121.82276,37.0376,7.41
1566,122.00064,37.018852,7
1567,122.17839,36.999847,6.62
1568,122.35602,36.9806,6.32
1569,122.53359,36.961086,6.8
1570,109.903076,37.843307,15.9
1571,110.08393,37.841946,17.42
1572,110.27124,37.840324,18.85
1573,110.45154,37.838436,19.97
1574,110.63428,37.83626,21.88
1575,110.81686,37.833824,22.64
1576,110.99858,37.831112,22.63
1577,111.18052,37.82812,22.59
1578,111.36286,37.824863,23.23
1579,111.54497,37.82134,24.77
1580,111.72726,37.817535,25.36
1581,111.90957,37.813473,23.67
1582,112.09172,37.80913,17
1583,112.27366,37.804523,11.4
1584,112.45583,37.799644,9.13
1585,112.6376,37.79449,7.67
1586,112.81967,37.789066,6.44
1587,113.00179,37.783382,5.42
1588,113.18365,37.777416,4.12
1589,113.36558,37.771194,3.46
1590,113.54741,37.764687,3.08
1591,113.7293,37.757923,2.68
1592,113.91102,37.75088,2.22
1593,114.09286,37.743572,2.03
1594,114.274574,37.735992,1.97
1595,114.45624,37.728157,1.88
1596,114.637856,37.720043,1.87
1597,114.81947,37.711662,1.64
1598,115.001045,37.703007,1.56
1599,115.18248,37.694096,1.75
1600,115.36385,37.684906,2
1601,115.54525,37.67546,2.22
1602,115.72656,37.66574,2.47
1603,115.907875,37.655758,2.68
1604,116.08908,37.64551,2.72
1605,116.27017,37.63499,2.66
1606,116.45127,37.624218,2.38
1607,116.63221,37.613163,2
1608,116.813225,37.60186,1.66
1609,116.99401,37.59028,1.51
1610,117.17483,37.578438,1.39
1611,117.355545,37.566334,1.24
1612,117.53628,37.553967,0.98
1613,117.71679,37.541344,0.74
1614,117.89728,37.528446,0.66
1615,118.07767,37.51529,0.59
1616,118.25793,37.501877,0.62
1617,118.4382,37.48819,0.49
1618,118.618355,37.47425,0.5
1619,118.79847,37.460052,0.47
1620,118.9784,37.44559,0.51
1621,119.15831,37.43087,0.58
1622,119.33813,37.415886,0.72
1623,119.517815,37.40065,0.85
1624,119.69743,37.385155,0.98
1625,119.87692,37.369392,1.1
1626,120.05638,37.35338,1.23
1627,120.23567,37.337112,1.35
1628,120.41485,37.32058,1.48
1629,120.59393,37.30379,5.66
1630,120.77297,37.28676,6.28
1631,120.95185,37.269455,7.41
1632,121.1306,37.251904,8.41
1633,121.30926,37.234104,8.52
1634,121.48785,37.21604,8.15
1635,121.66621,37.19773,7.18
1636,121.844574,37.179157,6.84
1637,122.0228,37.160343,6.59
1638,122.20086,37.141273,6.67
1639,122.37881,37.121956,7.37
1640,122.556656,37.102383,7.45
1641,109.903076,37.98582,19.17
1642,110.09065,37.984196,19.68
1643,110.27052,37.982292,20.57
1644,110.45327,37.980114,22.18
1645,110.63612,37.977665,22.63
1646,110.81805,37.97494,22.41
1647,111.00054,37.97195,22.34
1648,111.18317,37.968678,22.67
1649,111.3653,37.965145,24.04
1650,111.548386,37.961334,26.34
1651,111.73065,37.957253,26.27
1652,111.91295,37.952892,22.72
1653,112.09565,37.948265,14.96
1654,112.277954,37.94337,10.53
1655,112.46037,37.938194,9.16
1656,112.64264,37.93276,7.81
1657,112.82494,37.927044,6.57
1658,113.00733,37.921066,5.15
1659,113.18973,37.91482,3.87
1660,113.37197,37.908287,3.34
1661,113.55413,37.9015,3.02
1662,113.736336,37.894436,2.61
1663,113.91852,37.887096,2.27
1664,114.1005,37.879494,2.14
1665,114.282585,37.871624,1.98
1666,114.464584,37.863487,1.79
1667,114.646545,37.85507,1.58
1668,114.828445,37.846394,1.55
1669,115.01032,37.83744,1.63
1670,115.192184,37.828224,1.85
1671,115.374,37.81874,2.08
1672,115.5557,37.80899,2.29
1673,115.737404,37.798977,2.51
1674,115.918945,37.788685,2.7
1675,116.10053,37.778137,2.73
1676,116.28201,37.76732,2.66
1677,116.46339,37.75623,2.19
1678,116.644646,37.744884,1.85
1679,116.825966,37.733265,1.75
1680,117.00726,37.721382,1.71
1681,117.18827,37.709236,1.5
1682,117.369354,37.69682,1.12
1683,117.55038,37.68415,0.71
1684,117.731224,37.67121,0.64
1685,117.91208,37.65801,0.56
1686,118.09282,37.644547,0.54
1687,118.27344,37.630817,0.35
1688,118.45406,37.616825,0.34
1689,118.634544,37.602577,0.44
1690,118.81488,37.588062,0.48
1691,118.99522,37.57329,0.53
1692,119.1754,37.558258,0.67
1693,119.35558,37.542965,0.79
1694,119.535645,37.52741,0.94
1695,119.71556,37.5116,1.07
1696,119.89534,37.49553,1.2
1697,120.07504,37.479202,1.34
1698,120.2547,37.462612,1.47
1699,120.43421,37.44577,5.78
1700,120.613655,37.42867,6.35
1701,120.793,37.411312,7.33
1702,120.9722,37.3937,8.36
