FID,lon,lat,speed2
474,114.33536,35.609722,19.88516545
475,114.51211,35.60331,18.92464474
476,114.68881,35.596634,15.7086381
477,114.86539,35.58971,15.94539617
478,115.0419,35.582527,15.75117393
479,115.21869,35.575085,8.652541939
480,115.39514,35.56739,2.436648288
481,115.57159,35.55944,1.397181051
482,115.74795,35.551243,2.385944071
483,115.92434,35.54279,5.194428996
484,116.1006,35.53408,33.6900681
485,116.27673,35.52512,29.7448818
486,116.453,35.515907,35.5376784
487,116.62904,35.50644,39.80557177
488,116.8051,35.49672,45.00000077
489,116.981094,35.486748,45.00000077
490,117.15706,35.476517,68.19859168
491,117.33289,35.466045,90.00000154
492,117.508705,35.455315,90.00000154
493,117.68432,35.444336,90.00000154
494,117.86003,35.43311,90.00000154
495,118.737015,35.373215,0
496,118.91221,35.36049,0
497,119.96147,35.278915,45.00000077
498,120.13602,35.264458,53.13010326
499,120.310486,35.24976,45.00000077
500,120.48482,35.234802,49.3987062
501,120.659065,35.21961,66.80141063
502,120.83326,35.20417,90.00000154
503,121.00733,35.188484,90.00000154
504,122.56923,35.036423,38.86777817
505,109.90512,35.83082,39.40066134
506,110.08847,35.830822,41.69813504
507,110.26244,35.830578,41.63354005
508,110.440575,35.83005,37.20792256
509,110.61866,35.82928,35.34010752
510,110.79598,35.828255,31.55138549
511,110.973175,35.826958,24.96279026
512,111.150635,35.82541,21.80140986
513,111.328545,35.823597,20.97349378
514,111.505714,35.82153,23.07041264
515,111.68319,35.819206,29.29136267
516,111.860886,35.816628,29.89890235
517,112.03846,35.81378,19.4861299
518,112.215675,35.810688,19.65382439
519,112.39319,35.807335,23.19859091
520,112.57047,35.80372,25.55996561
521,112.74809,35.79985,26.56505163
522,112.9253,35.795715,15.32151034
523,113.102745,35.791332,7.696051853
524,113.28003,35.786686,2.792702413
525,113.45718,35.78179,2.468117956
526,113.63438,35.776634,5.469095063
527,113.811775,35.771217,11.88865824
528,113.989,35.76554,23.19859091
529,114.16603,35.759613,21.80140986
530,114.343124,35.75343,18.43494914
531,114.52017,35.74699,20.55604557
532,114.69716,35.740288,18.43494914
533,114.874115,35.733337,14.03624371
534,115.0511,35.72613,11.30993267
535,115.22784,35.71867,8.130102493
536,115.404686,35.710945,0
537,115.5815,35.70297,0
538,115.75824,35.69474,18.43494914
539,115.93488,35.686256,45.00000077
540,116.11142,35.677513,56.30993343
541,116.28806,35.668518,33.6900681
542,116.46454,35.659275,35.5376784
543,116.64092,35.649773,39.80557177
544,116.81722,35.64002,45.00000077
545,116.99351,35.63001,50.19442976
546,117.16982,35.61975,74.05460536
547,117.34596,35.609234,90.00000154
548,117.52202,35.59847,68.19859168
549,117.69805,35.587452,71.5650524
550,117.873955,35.576187,45.00000077
551,118.0499,35.564663,0
552,119.80412,35.43571,45.00000077
553,119.979065,35.421448,18.43494914
554,120.15394,35.40694,36.86989827
555,120.32869,35.39219,50.19442976
556,120.50336,35.377182,71.5650524
557,120.67792,35.361935,90.00000154
558,120.85236,35.34644,90.00000154
559,122.59122,35.17811,38.34557561
560,109.90512,35.9748,41.25701241
561,110.08847,35.974545,41.69813504
562,110.26318,35.97403,37.8749843
563,110.4419,35.973255,34.41836507
564,110.619286,35.972214,28.17859059
565,110.79697,35.97092,22.47943478
566,110.974785,35.96936,21.29735441
567,111.15318,35.96755,21.29735441
568,111.3309,35.965473,23.07041264
569,111.5087,35.963146,27.69947328
570,111.68644,35.96055,26.56505163
571,111.86425,35.957703,15.25511896
572,112.04211,35.95459,14.78272629
573,112.21982,35.95122,16.99082358
574,112.397514,35.9476,18.43494914
575,112.575195,35.943714,16.47688167
576,112.75293,35.939568,5.063616939
577,112.93065,35.93517,2.51136331
578,113.10816,35.930508,0.939190962
579,113.28593,35.92559,1.145762858
580,113.46357,35.92041,4.236394871
581,113.64116,35.914974,17.35402493
582,113.8185,35.90929,38.65980891
583,113.99611,35.90334,18.43494914
584,114.173454,35.897133,15.94539617
585,114.35082,35.890667,21.80140986
586,114.52823,35.883945,33.6900681
587,114.705574,35.87697,45.00000077
588,114.88287,35.869736,45.00000077
589,115.06005,35.862244,0
590,115.23731,35.854492,0
591,115.41436,35.846485,0
592,115.59153,35.838223,45.00000077
593,115.76858,35.829716,45.00000077
594,115.94551,35.820946,45.00000077
595,116.122444,35.811916,33.6900681
596,116.29925,35.802643,35.5376784
597,116.47609,35.793102,45.00000077
598,116.65282,35.783318,45.00000077
599,116.829445,35.773273,49.3987062
600,117.00606,35.762978,75.96375783
601,117.18262,35.752426,74.05460536
602,117.35912,35.741627,35.5376784
603,117.53547,35.730564,18.43494914
604,117.71178,35.719257,18.43494914
605,117.8881,35.707695,26.56505163
606,118.06427,35.695885,45.00000077
607,118.24032,35.68382,90.00000154
608,118.41634,35.6715,90.00000154
609,118.592316,35.65894,90.00000154
610,118.76812,35.646114,90.00000154
611,118.94392,35.633053,45.00000077
612,119.11958,35.61973,0
613,119.29526,35.606167,0
614,119.47073,35.592354,45.00000077
615,119.646126,35.57829,26.56505163
616,119.82152,35.563976,33.6900681
617,119.99677,35.549416,53.13010326
618,120.1719,35.534607,63.43494991
619,120.34696,35.519558,90.00000154
620,120.52193,35.504253,90.00000154
621,120.69683,35.4887,90.00000154
622,122.439705,35.31978,37.69424111
623,122.613396,35.30155,37.40535727
624,109.90512,36.11877,40.60129534
625,110.09065,36.11852,37.8749843
626,110.26393,36.118,32.19573448
627,110.442345,36.117214,25.7407088
628,110.62055,36.116177,22.83365457
629,110.79868,36.11488,20.44954796
630,110.97679,36.11331,19.29004655
631,111.15488,36.111496,20.32313718
632,111.332954,36.109417,20.69545109
633,111.51129,36.107075,18.06047224
634,111.68934,36.104473,11.6336342
635,111.86771,36.101612,10.23480294
636,112.04565,36.098495,9.96380436
637,112.223785,36.095116,10.5735236
638,112.402,36.091473,6.1701752
639,112.58013,36.087578,1.301952695
640,112.757904,36.08342,1.005086022
641,112.93578,36.078995,0.530501326
642,113.11395,36.07432,1.080924205
643,113.29194,36.06939,4.39870543
644,113.46978,36.06419,26.56505163
645,113.64755,36.05874,26.56505163
646,113.82542,36.05303,38.65980891
647,114.00326,36.04706,35.5376784
648,114.181,36.040825,45.00000077
649,114.35879,36.03434,68.19859168
650,114.53639,36.027596,68.19859168
651,114.71402,36.02059,63.43494991
652,114.89165,36.01333,53.13010326
653,115.0693,36.005814,18.43494914
654,115.246735,35.998035,18.43494914
655,115.42423,35.990005,26.56505163
656,115.60155,35.981712,45.00000077
657,115.7789,35.97317,30.96375706
658,115.956184,35.964367,29.7448818
659,116.133354,35.955315,39.80557177
660,116.3106,35.946003,50.19442976
661,116.4877,35.936428,49.3987062
662,116.66477,35.92661,49.3987062
663,116.8417,35.91653,49.3987062
664,117.01868,35.906197,41.18592587
665,117.19547,35.895607,6.340191854
666,117.37225,35.88477,9.462322369
667,117.54894,35.87367,33.6900681
668,117.72561,35.86232,45.00000077
669,117.902176,35.85072,45.00000077
670,118.07857,35.838867,63.43494991
671,118.25503,35.82676,90.00000154
672,118.43143,35.814396,63.43494991
673,118.60762,35.80179,45.00000077
674,118.78378,35.78893,45.00000077
675,118.95987,35.775814,45.00000077
676,119.1359,35.76245,26.56505163
677,119.31178,35.748837,26.56505163
678,119.48768,35.73497,45.00000077
679,119.663376,35.72086,71.5650524
680,119.83898,35.706493,71.5650524
681,120.01454,35.691883,90.00000154
682,120.19,35.67702,90.00000154
683,120.36535,35.661915,90.00000154
684,122.287575,35.479496,38.11827702
685,122.46164,35.46144,37.81573325
686,122.63561,35.443157,36.21883788
687,109.90512,36.262737,30.32360738
688,110.08847,36.262478,26.56505163
689,110.26541,36.261963,24.4439552
690,110.44367,36.26118,21.10483894
691,110.621185,36.260136,18.43494914
692,110.79991,36.25884,17.57125908
693,110.97799,36.257267,17.78388875
694,111.15742,36.25544,18.06047224
695,111.33545,36.253353,15.94539617
696,111.51388,36.251003,10.66978299
697,111.69247,36.24839,9.462322369
698,111.87074,36.24552,7.800188017
699,112.04957,36.24239,5.332158973
700,112.228004,36.238995,1.487867554
701,112.40615,36.235348,0.622755698
702,112.584526,36.23143,0.511555875
703,112.76308,36.227257,0
704,112.941246,36.222824,1.63657707
705,113.119545,36.218136,29.7448818
706,113.29777,36.213177,45.00000077
707,113.47604,36.207966,45.00000077
708,113.65426,36.202496,48.81407567
709,113.83237,36.196766,48.36646149
710,114.010445,36.19077,56.30993343
711,114.18858,36.184517,60.94539694
712,114.366646,36.178,60.25511973
713,114.54472,36.17124,56.30993343
714,114.72261,36.164207,56.30993343
715,114.90045,36.156925,23.96248938
716,115.07837,36.149376,14.03624371
717,115.256134,36.14158,11.30993267
718,115.433975,36.13352,21.80140986
719,115.61172,36.1252,33.6900681
720,115.78934,36.11662,39.80557177
721,115.967,36.107788,49.3987062
722,116.14443,36.098705,45.00000077
723,116.32199,36.08935,35.5376784
724,116.49939,36.07975,29.05460459
725,116.67671,36.0699,26.56505163
726,116.85398,36.05978,36.027374
727,117.03121,36.04941,6.340191854
728,117.208435,36.038784,8.130102493
729,117.38552,36.027905,45.00000077
730,117.56255,36.01677,45.00000077
731,117.73944,36.00538,63.43494991
732,117.91637,35.99374,90.00000154
733,118.09312,35.981842,90.00000154
734,118.26984,35.96969,90.00000154
735,118.44651,35.957287,90.00000154
736,118.62308,35.944633,45.00000077
737,118.799515,35.93173,45.00000077
738,118.97595,35.918568,63.43494991
739,119.15224,35.905155,63.43494991
740,119.32846,35.89149,90.00000154
741,119.504654,35.877583,90.00000154
742,119.68063,35.86342,90.00000154
743,119.85657,35.849003,90.00000154
744,122.134865,35.639072,38.11827702
745,122.30935,35.621212,38.23382583
746,122.48372,35.6031,37.13092508
747,109.90109,36.406437,24.36245343
748,110.081566,36.40592,23.07041264
749,110.26614,36.40514,20.22485978
750,110.44499,36.40409,17.85031861
751,110.62244,36.402782,17.24145969
752,110.801865,36.401207,18.43494914
753,110.980385,36.399376,18.43494914
754,111.15877,36.397278,14.30027769
755,111.33838,36.394924,10.66978299
756,111.516846,36.392307,9.593134426
757,111.69559,36.389423,7.224315817
758,111.8743,36.386284,3.052882567
759,112.05309,36.38288,1.450216316
760,112.231865,36.37922,0.622755698
761,112.41062,36.375286,0
762,112.58914,36.371098,0
763,112.76782,36.36665,1.735704619
764,112.9465,36.361935,36.86989827
765,113.12512,36.356968,49.3987062
766,113.30387,36.351734,48.36646149
767,113.48245,36.346245,45.00000077
768,113.66084,36.340492,47.72631181
769,113.83942,36.334476,51.34019262
770,114.01766,36.328205,59.03624447
771,114.1962,36.32167,54.46232314
772,114.37453,36.314877,56.30993343
773,114.55295,36.307823,56.30993343
774,114.73115,36.30051,45.00000077
775,114.90944,36.292942,32.00538375
776,115.087585,36.285114,33.6900681
777,115.26567,36.27702,33.6900681
778,115.44382,36.268677,33.6900681
